Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
,,,1,Canada,0,26,0,26,0,  ,0,0,2017,0
0.02,0,0,1,United States of America,0,26,52,26,324460,DEN,0,52,2017,324460
52.51,0,0,2,Costa Rica,0,26,,26,4906,"DEN 1,2",0,2576,2017,4906
33.33,0,0,2,El Salvador,0,26,49,26,6378,DEN 2,0,2126,2017,6378
8.5,0,0,2,Guatemala,0,26,,26,16914,"DEN 1,2,3,4",0,1437,2017,16914
33.66,1.667201026,0,2,Honduras,0,26,0,26,9265,"DEN 1,2,3",52,3119,2017,9265
14.11,0.53223594,0.016,2,Mexico,3,26,2174,26,129163,"DEN 1,2,3,4",97,18225,2017,129163
546.11,,0.006,2,Nicaragua,2,26,1377,26,6218,DEN 2,,33957,2017,6218
70.9,0.240880936,0,2,Panama,0,26,1305,25,4099,"DEN 1,2",7,2906,2017,4099
77.67,0.524231128,0.023,3,Bolivia,2,26,840,26,11052,"DEN 1,4",45,8584,2017,11052
31.7,1.086537225,0.032,3,Colombia,5,26,4860,26,49066,"DEN 1,2,3,4",169,15554,2017,49066
56.38,0.085351542,0.043,3,Ecuador,4,26,9373,26,16625,DEN,8,9373,2017,16625
209.21,0.306119416,0.083,3,Peru,56,26,20827,26,32165,"DEN 2,3",206,67294,2017,32165
13.33,4.807692308,0,3,Venezuela,0,26,,26,31977,DEN 1,205,4264,2017,31977
1.24,0,0,4,Argentina,0,26,254,26,44271,"DEN 1,3",0,549,2017,44271
0.03,0,0,4,Chile,0,26,5,26,18055,"DEN 1,3",0,5,2017,18055
515.73,0.103412616,0,2,Belize,0,26,19,26,375,DEN,2,1934,2017,375
23.05,0,0,4,Paraguay,0,26,285,26,6811,DEN 1,0,1570,2017,6811
0,,,4,Uruguay,0,26,0,26,3457,  ,0,0,2017,3457
2.35,0,0,5,Cuba,0,26,270,25,11485,"DEN 2,3",0,270,2017,11485
5.53,5.210084034,0,5,Dominican Republic,0,26,16,26,10767,DEN,31,595,2017,10767
0.25,0,0,5,Puerto Rico,0,26,9,26,3663,DEN 2,0,9,2017,3663
0.98,0,0,6,Virgin Islands (US),0,26,1,26,102,DEN,0,1,2017,102
88.24,0,,6,Anguilla,,26,2,12,17,DEN,0,15,2017,17
1.05,0,0,6,Antigua and Barbuda,0,26,0,26,95,DEN,0,1,2017,95
598.26,0,,6,Aruba,,26,9,26,115,DEN,0,688,2017,115
1.01,0,0,6,Bahamas,0,26,0,26,395,DEN,0,4,2017,395
51.71,0,0,6,Barbados,0,26,29,20,292,DEN,0,151,2017,292
0,,,6,Bermuda,0,26,0,26,71,  ,0,0,2017,71
80,0,0,6,Virgin Islands (UK),0,26,28,20,35,DEN,0,28,2017,35
20.69,0,0,6,Cayman Islands,0,26,0,24,58,DEN,0,12,2017,58
13.51,0,0,6,Dominica,0,26,0,8,74,DEN,0,10,2017,74
160.78,0,0,6,French Guiana,0,26,0,26,283,DEN,0,455,2017,283
52.68,0,0,6,Grenada,0,26,59,20,112,DEN,0,59,2017,112
18.44,0,0,6,Guadeloupe,0,26,0,26,450,DEN,0,83,2017,450
1.94,0,0,6,Jamaica,0,26,2,26,2890,DEN 3,0,56,2017,2890
19.22,0,0,6,Martinique,0,26,0,26,385,  ,0,74,2017,385
0,,,6,Montserrat,0,26,0,26,5,  ,0,0,2017,5
366.67,0,0,6,Saint Barthelemy,0,26,0,26,9,DEN,0,33,2017,9
7.55,0,0,6,Saint Kitts and Nevis,0,26,0,24,53,DEN,0,4,2017,53
8.48,0,0,6,Saint Lucia,0,26,14,24,165,DEN,0,14,2017,165
280.95,0,0,6,Saint Martin,0,26,0,26,42,DEN,0,118,2017,42
2.94,0,0,6,Saint Vincent and the Grenadines,0,26,0,26,102,DEN,0,3,2017,102
7.16,0,0,6,Trinidad and Tobago,0,26,2,25,1369,DEN,0,98,2017,1369
296.23,0,0,6,Turks and Caicos Islands,0,26,157,24,53,DEN,0,157,2017,53
93.64,0.127570547,0.052,4,Brazil,102,26,32051,26,209288,"DEN 1,2,3,4",250,195970,2017,209288
,,,6,"Bonaire, Saint Eustatius and Saba",,26,,-,26,  ,,,2017,26
,,,6,Guyana,,26,,-,778,  ,,,2017,778
,,,6,Haiti,,26,,-,10981,  ,,,2017,10981
,,,6,Suriname,,26,,-,563,  ,,,2017,563
,,,6,Curaçao,,26,,-,150,  ,,,2017,150
0.02,0,0,1,North America,0,26,52,-,324460,  ,0,52,2017,324460
3.37,3.546910755,0,5,Latin Caribbean,0,26,295,-,25915,  ,31,874,2017,25915
28.78,0,0,6,Non-Latin Caribbean,0,26,303,-,7172,  ,0,2064,2017,19670
70.28,0.126202712,0.051,4,Southern Cone,102,26,32595,-,281882,  ,250,198094,2017,281882
37.38,0.238382619,0.008,2,Central America Ithsmus and Mexico,5,26,4924,-,177318,  ,158,66280,2017,177318
74.58,0.60246124,0.064,3,Andean Subregion,67,26,35900,-,140885,  ,633,105069,2017,140885
38.89,0.287837007,0.047,7,The Americas,174,26,74069,-,957632,  ,1072,372433,2017,970130
