Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
,,,1,Canada,0,37,0,37,0,  ,0,0,2017,0
0.04,0,0,1,United States of America,0,37,141,37,324460,DEN,0,141,2017,324460
92.03,0,0,2,Costa Rica,0,37,,37,4906,"DEN 1,2",0,4515,2017,4906
46.68,0.067181727,0,2,El Salvador,0,37,148,37,6378,DEN 2,2,2977,2017,6378
16.74,1.05969622,0.318,2,Guatemala,9,37,658,37,16914,"DEN 1,2,3,4",30,2831,2017,16914
47.27,1.872146119,0,2,Honduras,0,37,0,37,9265,"DEN 1,2,3",82,4380,2017,9265
32.17,0.50535435,0.041,2,Mexico,17,37,6248,37,129163,"DEN 1,2,3",210,41555,2017,129163
812.45,,0.004,2,Nicaragua,2,37,1899,37,6218,DEN 2,,50518,2017,6218
135.15,0.216606498,0,2,Panama,0,37,2539,37,4099,"DEN 1,2",12,5540,2017,4099
82.61,0.503833516,0.022,3,Bolivia,2,37,860,37,11052,"DEN 1,4",46,9130,2017,11052
42.33,1.068900766,0.063,3,Colombia,13,37,6784,37,49066,"DEN 1,2,3,4",222,20769,2017,49066
63.95,0.150503245,0.038,3,Ecuador,4,37,10631,37,16625,DEN,16,10631,2017,16625
226.03,0.319110891,0.092,3,Peru,67,37,24442,37,32165,"DEN 2,3",232,72702,2017,32165
19.65,4.026098027,,3,Venezuela,,37,,37,31977,DEN 1,253,6284,2017,31977
1.26,0,0,4,Argentina,0,37,253,37,44271,"DEN 1,3",0,557,2017,44271
0.03,0,0,4,Chile,0,37,5,26,18055,"DEN 1,3",0,5,2017,18055
105.16,0.138581561,0.054,4,Brazil,119,37,36879,37,209288,"DEN 1,2,3,4",305,220087,2017,209288
696,0.076628352,0,2,Belize,0,37,31,37,375,DEN,2,2610,2017,375
20.29,0,0,4,Paraguay,0,37,313,37,6811,DEN 1,0,1382,2017,6811
0,,,4,Uruguay,0,37,0,37,3457,  ,0,0,2017,3457
2.35,0,0,5,Cuba,0,37,270,25,11485,"DEN 2,3",0,270,2017,11485
8.54,6.195652174,0.109,5,Dominican Republic,1,37,18,37,10767,DEN,57,920,2017,10767
0.25,0,0,5,Puerto Rico,0,37,9,37,3663,DEN 2,0,9,2017,3663
0.98,0,0,6,Virgin Islands (US),0,37,1,37,102,DEN,0,1,2017,102
111.76,0,,6,Anguilla,,37,2,36,17,DEN,0,19,2017,17
1.05,0,0,6,Antigua and Barbuda,0,37,0,37,95,DEN,0,1,2017,95
581.74,0,,6,Aruba,,37,401,32,115,DEN,0,669,2017,115
3.54,0,0,6,Bahamas,0,37,0,37,395,DEN,0,14,2017,395
105.82,0,0,6,Barbados,0,37,43,36,292,DEN,0,309,2017,292
0,,,6,Bermuda,0,37,0,37,71,  ,0,0,2017,71
120,0,0,6,Virgin Islands (UK),0,37,42,32,35,DEN,0,42,2017,35
39.66,0,0,6,Cayman Islands,0,37,0,37,58,DEN,0,23,2017,58
44.59,0,0,6,Dominica,0,37,0,28,74,DEN,0,33,2017,74
220.85,0,0,6,French Guiana,0,37,0,37,283,DEN,0,625,2017,283
107.14,0,0,6,Grenada,0,37,120,36,112,DEN,0,120,2017,112
101.11,0,0,6,Guadeloupe,0,37,0,30,450,DEN,0,455,2017,450
0.64,0,0,6,Guyana,0,37,0,37,778,DEN,0,5,2017,778
2.42,0,0,6,Jamaica,0,37,14,37,2890,DEN 3,0,70,2017,2890
21.04,0,0,6,Martinique,0,37,3,37,385,DEN 2,0,81,2017,385
0,,,6,Montserrat,0,37,0,37,5,  ,0,0,2017,5
477.78,0,0,6,Saint Barthelemy,0,37,0,37,9,DEN,0,43,2017,9
16.98,0,0,6,Saint Kitts and Nevis,0,37,0,37,53,DEN,0,9,2017,53
16.97,0,0,6,Saint Lucia,0,37,28,32,165,DEN,0,28,2017,165
373.81,0,0,6,Saint Martin,0,37,0,30,42,DEN,0,157,2017,42
2.94,0,0,6,Saint Vincent and the Grenadines,0,37,0,37,102,DEN,0,3,2017,102
15.05,0,0,6,Trinidad and Tobago,0,37,3,35,1369,DEN,0,206,2017,1369
379.25,0,0,6,Turks and Caicos Islands,0,37,201,37,53,DEN,0,201,2017,53
,,,6,"Bonaire, Saint Eustatius and Saba",,37,,-,26,  ,,,2017,26
,,,6,Haiti,,37,,-,10981,  ,,,2017,10981
,,,6,Suriname,,37,,-,563,  ,,,2017,563
,,,6,Curaçao,,37,,-,150,  ,,,2017,150
0.04,0,0,1,North America,0,37,141,-,324460,  ,0,141,2017,324460
4.63,4.753961635,0.083,5,Latin Caribbean,1,37,297,-,25915,  ,57,1199,2017,25915
39.17,0,0,6,Non-Latin Caribbean,0,37,858,-,7950,  ,0,3114,2017,19670
78.77,0.137368205,0.054,4,Southern Cone,119,37,37450,-,281882,  ,305,222031,2017,281882
64.81,0.294102292,0.024,2,Central America Ithsmus and Mexico,28,37,11523,-,177318,  ,338,114926,2017,177318
84.83,0.643428495,0.072,3,Andean Subregion,86,37,42717,-,140885,  ,769,119516,2017,140885
48.09,0.318705565,0.051,7,The Americas,234,37,92986,-,958410,  ,1469,460927,2017,970130
