Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
,,,1,Canada,0,9,0,9,0,  ,0,0,2017,0
0,0,0,1,United States of America,0,9,14,9,324460,DEN,0,14,2017,324460
19.2,0,0,2,Costa Rica,0,9,,9,4906,"DEN 1,2",0,942,2017,4906
9.41,0,0,2,El Salvador,0,9,26,9,6378,DEN 2,0,600,2017,6378
2.44,0,0,2,Guatemala,0,9,,9,16914,"DEN 1,2,3,4",0,412,2017,16914
10.23,1.582278481,0,2,Honduras,0,9,,9,9265,"DEN 1,2,3",15,948,2017,9265
3.56,0.477845352,0,2,Mexico,0,9,483,9,129163,"DEN 1,2,3",22,4604,2017,129163
163.64,,0,2,Nicaragua,0,9,559,9,6218,DEN 2,,10175,2017,6218
16.15,0.755287009,0,2,Panama,0,9,351,9,4099,"DEN 1,2",5,662,2017,4099
31.45,0.287686997,0,3,Bolivia,0,9,502,9,11052,"DEN 1,4",10,3476,2017,11052
14.02,1.206746147,0,3,Colombia,0,9,1816,9,49066,"DEN 1,2,3,4",83,6878,2017,49066
12.08,0.099552016,0,3,Ecuador,0,9,2009,9,16625,DEN,2,2009,2017,16625
16.44,0.378143316,0.095,3,Peru,5,9,1709,9,32165,"DEN 2,3",20,5289,2017,32165
4.74,3.564356436,0,3,Venezuela,0,9,,9,31977,DEN 1,54,1515,2017,31977
0.16,0,0,4,Argentina,0,9,14,9,44271,"DEN 1,3",0,69,2017,44271
3.23,0.454545455,0,4,Paraguay,0,9,45,9,6811,DEN 1,1,220,2017,6811
248,0.215053763,0,2,Belize,0,9,10,9,375,DEN,2,930,2017,375
0,,,4,Uruguay,0,9,0,9,3457,  ,0,0,2017,3457
1.45,4.487179487,0,5,Dominican Republic,0,9,3,9,10767,DEN,7,156,2017,10767
0.05,0,0,5,Puerto Rico,0,9,2,9,3663,DEN 2,0,2,2017,3663
0.98,0,0,6,Virgin Islands (US),0,9,1,9,102,DEN,0,1,2017,102
0,,,6,Anguilla,0,9,0,8,17,  ,0,0,2017,17
1.05,0,0,6,Antigua and Barbuda,0,9,0,9,95,DEN,0,1,2017,95
152.17,0,,6,Aruba,,9,16,8,115,DEN,0,175,2017,115
0,,,6,Bahamas,0,9,0,9,395,  ,0,0,2017,395
17.47,0,0,6,Barbados,0,9,15,4,292,DEN,0,51,2017,292
0,,,6,Bermuda,0,9,0,9,71,  ,0,0,2017,71
20,0,0,6,Virgin Islands (UK),0,9,7,4,35,DEN,0,7,2017,35
13.51,0,0,6,Dominica,0,9,0,8,74,DEN,0,10,2017,74
15.18,0,0,6,Grenada,0,9,17,8,112,DEN,0,17,2017,112
3.33,0,0,6,Guadeloupe,0,9,0,7,450,DEN,0,15,2017,450
0.66,0,0,6,Jamaica,0,9,0,9,2890,DEN,0,19,2017,2890
10.13,0,0,6,Martinique,0,9,0,9,385,  ,0,39,2017,385
0,,,6,Montserrat,0,9,0,9,5,  ,0,0,2017,5
111.11,0,0,6,Saint Barthelemy,0,9,0,9,9,DEN,0,10,2017,9
0,,,6,Saint Lucia,0,9,0,9,165,  ,0,0,2017,165
123.81,0,0,6,Saint Martin,0,9,0,9,42,DEN,0,52,2017,42
1.96,0,0,6,Saint Vincent and the Grenadines,0,9,0,9,102,DEN,0,2,2017,102
39.62,0,0,6,Turks and Caicos Islands,0,9,21,8,53,DEN,0,21,2017,53
28.37,0.122937016,0.049,4,Brazil,29,9,8801,9,209288,"DEN 1,2,3,4",73,59380,2017,209288
,,,6,Cayman Islands,,9,,-,58,  ,,,2017,58
,,,6,"Bonaire, Saint Eustatius and Saba",,9,,-,26,  ,,,2017,26
,,,4,Chile,,9,,-,18055,  ,,,2017,18055
,,,6,Guyana,,9,,-,778,  ,,,2017,778
,,,6,Haiti,,9,,-,10981,  ,,,2017,10981
,,,5,Cuba,,9,,-,11485,  ,,,2017,11485
,,,6,French Guiana,,9,,-,283,  ,,,2017,283
,,,6,Trinidad and Tobago,,9,,-,1369,  ,,,2017,1369
,,,6,Saint Kitts and Nevis,,9,,-,53,  ,,,2017,53
,,,6,Suriname,,9,,-,563,  ,,,2017,563
,,,6,Curaçao,,9,,-,150,  ,,,2017,150
0,0,0,1,North America,0,9,14,-,324460,  ,0,14,2017,324460
1.09,4.430379747,0,5,Latin Caribbean,0,9,5,-,14430,  ,7,158,2017,25915
7.76,0,0,6,Non-Latin Caribbean,0,9,77,-,5409,  ,0,420,2017,19670
22.62,0.124017497,0.049,4,Southern Cone,29,9,8860,-,263827,  ,74,59669,2017,281882
10.87,0.228298656,0,2,Central America Ithsmus and Mexico,0,9,1429,-,177318,  ,44,19273,2017,177318
13.6,0.881723796,0.026,3,Andean Subregion,5,9,6036,-,140885,  ,169,19167,2017,140885
10.66,0.297869322,0.034,7,The Americas,34,9,16421,-,926329,  ,294,98701,2017,970130
