Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
,,,1,Canada,0,3,0,3,0,  ,0,0,2017,0
0,0,0,1,United States of America,0,3,2,3,324460,DEN,0,2,2017,324460
10.35,0,0,2,Costa Rica,0,3,,3,4906,"DEN 1,2",0,508,2017,4906
2.93,0,0,2,El Salvador,0,3,,3,6378,DEN 2,0,187,2017,6378
0.74,0,0,2,Guatemala,0,3,,3,16914,"DEN 1,2,3,4",0,126,2017,16914
3.77,0.859598854,0,2,Honduras,0,3,,3,9265,"DEN 1,2,3",3,349,2017,9265
1.05,0.147383935,0,2,Mexico,0,3,84,3,129163,DEN 3,2,1357,2017,129163
51.19,,0,2,Nicaragua,0,3,227,3,6218,DEN 2,,3183,2017,6218
6.86,0,0,2,Panama,0,3,104,3,4099,"DEN 1,2",0,281,2017,4099
8.51,0.318809777,0,3,Bolivia,0,3,110,3,11052,"DEN 1,4",3,941,2017,11052
4.87,1.338352154,0,3,Colombia,0,3,677,3,49066,"DEN 1,2,3,4",32,2391,2017,49066
2.2,0.273224044,0,3,Ecuador,0,3,366,3,16625,DEN,1,366,2017,16625
3.39,0.458295142,0,3,Peru,0,3,253,3,32165,"DEN 2,3",5,1091,2017,32165
1.53,4.08997955,0,3,Venezuela,0,3,,3,31977,DEN 1,20,489,2017,31977
0.02,0,0,4,Argentina,0,3,1,3,44271,"DEN 1,3",0,8,2017,44271
0.88,0,0,4,Paraguay,0,3,12,3,6811,DEN 1,0,60,2017,6811
61.87,0.431034483,0,2,Belize,0,3,3,3,375,DEN,1,232,2017,375
0,,,4,Uruguay,0,3,0,3,3457,  ,0,0,2017,3457
0.63,5.882352941,0,5,Dominican Republic,0,3,0,3,10767,DEN,4,68,2017,10767
0,,,5,Puerto Rico,,3,0,3,3663,  ,,0,2017,3663
0,,,6,Virgin Islands (US),0,3,0,3,102,  ,0,0,2017,102
0,,,6,Anguilla,0,3,0,3,17,  ,0,0,2017,17
0,,,6,Aruba,,3,,3,115,  ,0,0,2017,115
0,,,6,Bahamas,,3,0,3,395,  ,,0,2017,395
0,,,6,Bermuda,0,3,0,3,71,  ,0,0,2017,71
1.78,0,0,6,Guadeloupe,0,3,0,3,450,DEN,0,8,2017,450
0.14,0,0,6,Jamaica,0,3,0,3,2890,DEN,0,4,2017,2890
0,,,6,Martinique,0,3,0,3,385,  ,0,0,2017,385
0,,,6,Montserrat,0,3,0,3,5,  ,0,0,2017,5
44.44,0,0,6,Saint Barthelemy,0,3,0,3,9,DEN,0,4,2017,9
0,,,6,Saint Lucia,0,3,0,3,165,  ,0,0,2017,165
66.67,0,0,6,Saint Martin,0,3,0,3,42,DEN,0,28,2017,42
7.08,0.148417999,0.074,4,Brazil,11,3,2385,3,209288,"DEN 1,2,3,4",22,14823,2017,209288
,,,6,Cayman Islands,,3,,-,58,  ,,,2017,58
,,,6,"Bonaire, Saint Eustatius and Saba",,3,,-,26,  ,,,2017,26
,,,6,Dominica,,3,,-,74,  ,,,2017,74
,,,6,Turks and Caicos Islands,,3,,-,53,  ,,,2017,53
,,,4,Chile,,3,,-,18055,  ,,,2017,18055
,,,6,Saint Vincent and the Grenadines,,3,,-,102,  ,,,2017,102
,,,6,Guyana,,3,,-,778,  ,,,2017,778
,,,6,Haiti,,3,,-,10981,  ,,,2017,10981
,,,5,Cuba,,3,,-,11485,  ,,,2017,11485
,,,6,Antigua and Barbuda,,3,,-,95,  ,,,2017,95
,,,6,Barbados,,3,,-,292,  ,,,2017,292
,,,6,French Guiana,,3,,-,283,  ,,,2017,283
,,,6,Trinidad and Tobago,,3,,-,1369,  ,,,2017,1369
,,,6,Saint Kitts and Nevis,,3,,-,53,  ,,,2017,53
,,,6,Suriname,,3,,-,563,  ,,,2017,563
,,,6,Virgin Islands (UK),,3,,-,35,  ,,,2017,35
,,,6,Curaçao,,3,,-,150,  ,,,2017,150
,,,6,Grenada,,3,,-,112,  ,,,2017,112
0,0,0,1,North America,0,3,2,-,324460,  ,0,2,2017,324460
0.47,5.882352941,0,5,Latin Caribbean,0,3,0,-,14430,  ,4,68,2017,25915
0.95,0,0,6,Non-Latin Caribbean,0,3,0,-,4646,  ,0,44,2017,19670
5.64,0.147740246,0.074,4,Southern Cone,11,3,2398,-,263827,  ,22,14891,2017,281882
3.51,0.096416519,0,2,Central America Ithsmus and Mexico,0,3,418,-,177318,  ,6,6223,2017,177318
3.75,1.155740811,0,3,Andean Subregion,0,3,1406,-,140885,  ,61,5278,2017,140885
2.86,0.350863955,0.042,7,The Americas,11,3,4224,-,925566,  ,93,26506,2017,970130
