Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
,,,1,Canada,0,15,0,15,0,  ,0,0,2017,0
0.01,0,0,1,United States of America,0,15,23,15,324460,DEN,0,23,2017,324460
26.54,0,0,2,Costa Rica,0,15,,15,4906,"DEN 1,2",0,1302,2017,4906
16.62,0,0,2,El Salvador,0,15,32,15,6378,DEN 2,0,1060,2017,6378
3.83,0,0,2,Guatemala,0,15,,15,16914,"DEN 1,2,3,4",0,647,2017,16914
16.71,1.744186047,0,2,Honduras,0,15,,15,9265,"DEN 1,2,3",27,1548,2017,9265
6.37,0.474337144,0.012,2,Mexico,1,15,854,15,129163,"DEN 1,2,3",39,8222,2017,129163
273.35,,0.006,2,Nicaragua,1,15,906,15,6218,DEN 2,,16997,2017,6218
52.84,0.323176362,0,2,Panama,0,15,865,15,4099,"DEN 1,2",7,2166,2017,4099
62.03,0.437572929,0.029,3,Bolivia,2,15,751,15,11052,"DEN 1,4",30,6856,2017,11052
20.18,1.100898899,0,3,Colombia,0,15,2799,15,49066,"DEN 1,2,3,4",109,9901,2017,49066
31.22,0.077056444,0.039,3,Ecuador,2,15,5191,15,16625,DEN,4,5191,2017,16625
49.89,0.31779661,0.087,3,Peru,14,15,4738,15,32165,"DEN 2,3",51,16048,2017,32165
7.81,3.924709652,0,3,Venezuela,0,15,,15,31977,DEN 1,98,2497,2017,31977
0.54,0,0,4,Argentina,0,15,91,15,44271,"DEN 1,3",0,237,2017,44271
4.87,0.301204819,0,4,Paraguay,0,15,153,15,6811,DEN 1,1,332,2017,6811
380.53,0.14015417,0,2,Belize,0,15,14,15,375,DEN,2,1427,2017,375
0,,,4,Uruguay,0,15,0,15,3457,  ,0,0,2017,3457
2.6,4.285714286,0,5,Dominican Republic,0,15,3,15,10767,DEN,12,280,2017,10767
0.22,0,0,5,Puerto Rico,0,15,8,15,3663,DEN 2,0,8,2017,3663
0.98,0,0,6,Virgin Islands (US),0,15,1,15,102,DEN,0,1,2017,102
88.24,0,,6,Anguilla,,15,2,12,17,DEN,0,15,2017,17
1.05,0,0,6,Antigua and Barbuda,0,15,0,15,95,DEN,0,1,2017,95
152.17,0,,6,Aruba,,15,16,8,115,DEN,0,175,2017,115
0,,,6,Bahamas,0,15,0,12,395,  ,0,0,2017,395
32.88,0,0,6,Barbados,0,15,21,12,292,DEN,0,96,2017,292
0,,,6,Bermuda,0,15,0,15,71,  ,0,0,2017,71
45.71,0,0,6,Virgin Islands (UK),0,15,16,12,35,DEN,0,16,2017,35
10.34,0,0,6,Cayman Islands,0,15,0,12,58,DEN,0,6,2017,58
13.51,0,0,6,Dominica,0,15,0,8,74,DEN,0,10,2017,74
15.18,0,0,6,Grenada,0,15,17,8,112,DEN,0,17,2017,112
10,0,0,6,Guadeloupe,0,15,0,14,450,DEN,0,45,2017,450
0.87,0,0,6,Jamaica,0,15,0,15,2890,DEN,0,25,2017,2890
13.51,0,0,6,Martinique,0,15,0,15,385,  ,0,52,2017,385
0,,,6,Montserrat,0,15,0,15,5,  ,0,0,2017,5
177.78,0,0,6,Saint Barthelemy,0,15,0,15,9,DEN,0,16,2017,9
6.67,0,0,6,Saint Lucia,0,15,11,12,165,DEN,0,11,2017,165
147.62,0,0,6,Saint Martin,0,15,0,15,42,DEN,0,62,2017,42
1.96,0,0,6,Saint Vincent and the Grenadines,0,15,0,15,102,DEN,0,2,2017,102
4.46,0,0,6,Trinidad and Tobago,0,15,0,15,1369,DEN,0,61,2017,1369
39.62,0,0,6,Turks and Caicos Islands,0,15,21,8,53,DEN,0,21,2017,53
54.78,0.116873376,0.041,4,Brazil,47,15,17391,15,209288,"DEN 1,2,3,4",134,114654,2017,209288
,,,6,"Bonaire, Saint Eustatius and Saba",,15,,-,26,  ,,,2017,26
,,,4,Chile,,15,,-,18055,  ,,,2017,18055
,,,6,Guyana,,15,,-,778,  ,,,2017,778
,,,6,Haiti,,15,,-,10981,  ,,,2017,10981
,,,5,Cuba,,15,,-,11485,  ,,,2017,11485
,,,6,French Guiana,,15,,-,283,  ,,,2017,283
,,,6,Saint Kitts and Nevis,,15,,-,53,  ,,,2017,53
,,,6,Suriname,,15,,-,563,  ,,,2017,563
,,,6,Curaçao,,15,,-,150,  ,,,2017,150
0.01,0,0,1,North America,0,15,23,-,324460,  ,0,23,2017,324460
2,4.166666667,0,5,Latin Caribbean,0,15,11,-,14430,  ,12,288,2017,25915
9.25,0,0,6,Non-Latin Caribbean,0,15,105,-,6836,  ,0,632,2017,19670
43.67,0.117164108,0.041,4,Southern Cone,47,15,17635,-,263827,  ,135,115223,2017,281882
18.82,0.224759507,0.006,2,Central America Ithsmus and Mexico,2,15,2671,-,177318,  ,75,33369,2017,177318
28.74,0.721112291,0.044,3,Andean Subregion,18,15,13479,-,140885,  ,292,40493,2017,140885
20.48,0.270486455,0.035,7,The Americas,67,15,33924,-,927756,  ,514,190028,2017,970130
