Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
,,,1,Canada,0,30,0,30,0,  ,0,0,2017,0
0.02,0,0,1,United States of America,0,30,74,30,324460,DEN,0,74,2017,324460
69.2,0,0,2,Costa Rica,0,30,,30,4906,"DEN 1,2",0,3395,2017,4906
37.55,0,0,2,El Salvador,0,30,80,30,6378,DEN 2,0,2395,2017,6378
9.76,0,0,2,Guatemala,0,30,,28,16914,"DEN 1,2,3,4",0,1651,2017,16914
39.64,1.769670569,0,2,Honduras,0,30,0,30,9265,"DEN 1,2,3",65,3673,2017,9265
18.23,0.530965933,0.038,2,Mexico,9,30,3014,30,129163,"DEN 1,2,3,4",125,23542,2017,129163
652.44,,0.005,2,Nicaragua,2,30,1586,30,6218,DEN 2,,40569,2017,6218
96.07,0.228542407,0,2,Panama,0,30,1760,30,4099,"DEN 1,2",9,3938,2017,4099
79.37,0.512995896,0.023,3,Bolivia,2,30,846,30,11052,"DEN 1,4",45,8772,2017,11052
36.26,1.073516187,0.051,3,Colombia,9,30,5663,30,49066,"DEN 1,2,3,4",191,17792,2017,49066
60.13,0.120048019,0.04,3,Ecuador,4,30,9996,30,16625,DEN,12,9996,2017,16625
219.23,0.329008012,0.089,3,Peru,63,30,23110,30,32165,"DEN 2,3",232,70515,2017,32165
15.27,4.524979525,0,3,Venezuela,0,30,,30,31977,DEN 1,221,4884,2017,31977
1.25,0,0,4,Argentina,0,30,254,30,44271,"DEN 1,3",0,554,2017,44271
0.03,0,0,4,Chile,0,30,5,26,18055,"DEN 1,3",0,5,2017,18055
585.07,0.091157703,0,2,Belize,0,30,21,30,375,DEN,2,2194,2017,375
19.48,0,0,4,Paraguay,0,30,304,30,6811,DEN 1,0,1327,2017,6811
0,,,4,Uruguay,0,30,0,30,3457,  ,0,0,2017,3457
2.35,0,0,5,Cuba,0,30,270,25,11485,"DEN 2,3",0,270,2017,11485
6.77,5.624142661,0,5,Dominican Republic,0,30,16,30,10767,DEN,41,729,2017,10767
0.25,0,0,5,Puerto Rico,0,30,9,30,3663,DEN 2,0,9,2017,3663
0.98,0,0,6,Virgin Islands (US),0,30,1,30,102,DEN,0,1,2017,102
105.88,0,,6,Anguilla,,30,2,28,17,DEN,0,18,2017,17
1.05,0,0,6,Antigua and Barbuda,0,30,0,30,95,DEN,0,1,2017,95
598.26,0,,6,Aruba,,30,9,28,115,DEN,0,688,2017,115
1.01,0,0,6,Bahamas,0,30,0,30,395,DEN,0,4,2017,395
65.75,0,0,6,Barbados,0,30,29,28,292,DEN,0,192,2017,292
0,,,6,Bermuda,0,30,0,30,71,  ,0,0,2017,71
80,0,0,6,Virgin Islands (UK),0,30,28,20,35,DEN,0,28,2017,35
39.66,0,0,6,Cayman Islands,0,30,0,30,58,DEN,0,23,2017,58
44.59,0,0,6,Dominica,0,30,0,28,74,DEN,0,33,2017,74
160.78,0,0,6,French Guiana,0,30,0,26,283,DEN,0,455,2017,283
71.43,0,0,6,Grenada,0,30,80,28,112,DEN,0,80,2017,112
101.11,0,0,6,Guadeloupe,0,30,0,30,450,DEN,0,455,2017,450
2.35,0,0,6,Jamaica,0,30,11,30,2890,DEN 3,0,68,2017,2890
18.7,0,0,6,Martinique,0,30,1,30,385,DEN 2,0,72,2017,385
0,,,6,Montserrat,0,30,0,30,5,  ,0,0,2017,5
388.89,0,0,6,Saint Barthelemy,0,30,0,30,9,DEN,0,35,2017,9
16.98,0,0,6,Saint Kitts and Nevis,0,30,0,30,53,DEN,0,9,2017,53
8.48,0,0,6,Saint Lucia,0,30,14,24,165,DEN,0,14,2017,165
373.81,0,0,6,Saint Martin,0,30,0,30,42,DEN,0,157,2017,42
2.94,0,0,6,Saint Vincent and the Grenadines,0,30,0,30,102,DEN,0,3,2017,102
7.16,0,0,6,Trinidad and Tobago,0,30,2,25,1369,DEN,0,98,2017,1369
296.23,0,0,6,Turks and Caicos Islands,0,30,157,24,53,DEN,0,157,2017,53
98.77,0.131105349,0.052,4,Brazil,108,30,34235,30,209288,"DEN 1,2,3,4",271,206704,2017,209288
,,,6,"Bonaire, Saint Eustatius and Saba",,30,,-,26,  ,,,2017,26
,,,6,Guyana,,30,,-,778,  ,,,2017,778
,,,6,Haiti,,30,,-,10981,  ,,,2017,10981
,,,6,Suriname,,30,,-,563,  ,,,2017,563
,,,6,Curaçao,,30,,-,150,  ,,,2017,150
0.02,0,0,1,North America,0,30,74,-,324460,  ,0,74,2017,324460
3.89,4.067460317,0,5,Latin Caribbean,0,30,295,-,25915,  ,41,1008,2017,25915
36.13,0,0,6,Non-Latin Caribbean,0,30,334,-,7172,  ,0,2591,2017,19670
74,0.129919939,0.052,4,Southern Cone,108,30,34798,-,281882,  ,271,208590,2017,281882
45.88,0.247059257,0.014,2,Central America Ithsmus and Mexico,11,30,6461,-,177318,  ,201,81357,2017,177318
79.47,0.626122063,0.07,3,Andean Subregion,78,30,39615,-,140885,  ,701,111959,2017,140885
42.35,0.299325162,0.049,7,The Americas,197,30,81577,-,957632,  ,1214,405579,2017,970130
