Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
,,,1,Canada,0,38,0,38,0,  ,0,0,2017,0
0.05,0,0,1,United States of America,0,38,153,38,324460,DEN,0,153,2017,324460
94.42,0,0,2,Costa Rica,0,38,,38,4906,"DEN 1,2",0,4632,2017,4906
48.79,0.064267352,0,2,El Salvador,0,38,154,38,6378,DEN 2,2,3112,2017,6378
17.28,1.026342798,0.308,2,Guatemala,9,38,658,38,16914,"DEN 1,2,3,4",30,2923,2017,16914
48.01,1.84352518,0,2,Honduras,0,38,0,38,9265,"DEN 1,2,3",82,4448,2017,9265
34.76,0.505601711,0.038,2,Mexico,17,38,6928,38,129163,"DEN 1,2,3",227,44897,2017,129163
827.29,,0.004,2,Nicaragua,2,38,1929,38,6218,DEN 2,,51441,2017,6218
138.13,0.19427764,0,2,Panama,0,38,2583,38,4099,"DEN 1,2,3",11,5662,2017,4099
82.97,0.501635769,0.022,3,Bolivia,2,38,862,38,11052,"DEN 1,4",46,9170,2017,11052
43.17,1.048010197,0.061,3,Colombia,13,38,6784,38,49066,"DEN 1,2,3,4",222,21183,2017,49066
64.75,0.139340455,0.037,3,Ecuador,4,38,10765,38,16625,DEN,15,10765,2017,16625
226.43,0.319918716,0.092,3,Peru,67,38,24580,38,32165,"DEN 2,3",233,72831,2017,32165
20.47,3.987776929,,3,Venezuela,,38,,38,31977,DEN 1,261,6545,2017,31977
1.26,0,0,4,Argentina,0,38,253,38,44271,"DEN 1,3",0,557,2017,44271
0.06,0,0,4,Chile,0,38,10,38,18055,"DEN 1,3",0,10,2017,18055
105.99,0.139297113,0.054,4,Brazil,119,38,37248,38,209288,"DEN 1,2,3,4",309,221828,2017,209288
705.07,0.075642965,0,2,Belize,0,38,33,38,375,DEN,2,2644,2017,375
20.79,0,0,4,Paraguay,0,38,314,38,6811,DEN 1,0,1416,2017,6811
0,,,4,Uruguay,0,38,0,38,3457,  ,0,0,2017,3457
2.35,0,0,5,Cuba,0,38,270,25,11485,"DEN 2,3",0,270,2017,11485
8.65,6.337271751,0.107,5,Dominican Republic,1,38,18,38,10767,DEN,59,931,2017,10767
0.25,0,0,5,Puerto Rico,0,38,9,38,3663,DEN 2,0,9,2017,3663
0.98,0,0,6,Virgin Islands (US),0,38,1,38,102,DEN,0,1,2017,102
111.76,0,,6,Anguilla,,38,2,36,17,DEN,0,19,2017,17
1.05,0,0,6,Antigua and Barbuda,0,38,0,38,95,DEN,0,1,2017,95
581.74,0,,6,Aruba,,38,401,32,115,DEN,0,669,2017,115
3.54,0,0,6,Bahamas,0,38,0,38,395,DEN,0,14,2017,395
105.82,0,0,6,Barbados,0,38,43,36,292,DEN,0,309,2017,292
0,,,6,Bermuda,0,38,0,38,71,  ,0,0,2017,71
120,0,0,6,Virgin Islands (UK),0,38,42,32,35,DEN,0,42,2017,35
39.66,0,0,6,Cayman Islands,0,38,0,38,58,DEN,0,23,2017,58
44.59,0,0,6,Dominica,0,38,0,28,74,DEN,0,33,2017,74
220.85,0,0,6,French Guiana,0,38,0,37,283,DEN,0,625,2017,283
107.14,0,0,6,Grenada,0,38,120,36,112,DEN,0,120,2017,112
101.11,0,0,6,Guadeloupe,0,38,0,30,450,DEN,0,455,2017,450
0.64,0,0,6,Guyana,0,38,0,38,778,DEN,0,5,2017,778
2.42,0,0,6,Jamaica,0,38,14,38,2890,DEN 3,0,70,2017,2890
21.04,0,0,6,Martinique,0,38,3,38,385,DEN 2,0,81,2017,385
0,,,6,Montserrat,0,38,0,38,5,  ,0,0,2017,5
477.78,0,0,6,Saint Barthelemy,0,38,0,38,9,DEN,0,43,2017,9
16.98,0,0,6,Saint Kitts and Nevis,0,38,0,38,53,DEN,0,9,2017,53
16.97,0,0,6,Saint Lucia,0,38,28,32,165,DEN,0,28,2017,165
373.81,0,0,6,Saint Martin,0,38,0,30,42,DEN,0,157,2017,42
2.94,0,0,6,Saint Vincent and the Grenadines,0,38,0,38,102,DEN,0,3,2017,102
15.05,0,0,6,Trinidad and Tobago,0,38,3,35,1369,DEN,0,206,2017,1369
379.25,0,0,6,Turks and Caicos Islands,0,38,201,38,53,DEN,0,201,2017,53
,,,6,"Bonaire, Saint Eustatius and Saba",,38,,-,26,  ,,,2017,26
,,,6,Haiti,,38,,-,10981,  ,,,2017,10981
,,,6,Suriname,,38,,-,563,  ,,,2017,563
,,,6,Curaçao,,38,,-,150,  ,,,2017,150
0.05,0,0,1,North America,0,38,153,-,324460,  ,0,153,2017,324460
4.67,4.876033058,0.083,5,Latin Caribbean,1,38,297,-,25915,  ,59,1210,2017,25915
39.17,0,0,6,Non-Latin Caribbean,0,38,858,-,7950,  ,0,3114,2017,19670
79.4,0.138062919,0.053,4,Southern Cone,119,38,37825,-,281882,  ,309,223811,2017,281882
67.54,0.295593651,0.023,2,Central America Ithsmus and Mexico,28,38,12285,-,177318,  ,354,119759,2017,177318
85.53,0.644845386,0.071,3,Andean Subregion,86,38,42991,-,140885,  ,777,120494,2017,140885
48.89,0.319929312,0.05,7,The Americas,234,38,94409,-,958410,  ,1499,468541,2017,970130
