Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
,,,1,Canada,0,25,0,25,0,  ,0,0,2017,0
0.02,0,0,1,United States of America,0,25,49,25,324460,DEN,0,49,2017,324460
48.33,0,0,2,Costa Rica,0,25,,25,4906,"DEN 1,2",0,2371,2017,4906
31.69,0,0,2,El Salvador,0,25,45,25,6378,DEN 2,0,2021,2017,6378
8.18,0,0,2,Guatemala,0,25,,25,16914,"DEN 1,2,3,4",0,1383,2017,16914
31.24,1.762266759,0,2,Honduras,0,25,0,25,9265,"DEN 1,2,3",51,2894,2017,9265
13.03,0.552486188,0.018,2,Mexico,3,25,2018,25,129163,"DEN 1,2,3,4",93,16833,2017,129163
514.68,,0.006,2,Nicaragua,2,25,1336,25,6218,DEN 2,,32003,2017,6218
70.9,0.240880936,0,2,Panama,0,25,1305,25,4099,"DEN 1,2",7,2906,2017,4099
77.21,0.52736435,0.023,3,Bolivia,2,25,836,25,11052,"DEN 1,4",45,8533,2017,11052
29.6,1.198182069,0.034,3,Colombia,5,25,4654,25,49066,"DEN 1,2,3,4",174,14522,2017,49066
55.31,0.087003806,0.044,3,Ecuador,4,25,9195,25,16625,DEN,8,9195,2017,16625
207.33,0.299908528,0.084,3,Peru,56,25,20390,25,32165,"DEN 2,3",200,66687,2017,32165
12.85,3.96593674,0,3,Venezuela,0,25,,25,31977,DEN 1,163,4110,2017,31977
1.24,0,0,4,Argentina,0,25,249,24,44271,"DEN 1,3",0,549,2017,44271
0.03,0,0,4,Chile,0,25,5,25,18055,"DEN 1,3",0,5,2017,18055
22.96,0,0,4,Paraguay,0,25,283,25,6811,DEN 1,0,1564,2017,6811
500.8,0.106496273,0,2,Belize,0,25,19,25,375,DEN,2,1878,2017,375
0,,,4,Uruguay,0,25,0,25,3457,  ,0,0,2017,3457
2.35,0,0,5,Cuba,0,25,270,25,11485,"DEN 2,3",0,270,2017,11485
5.19,5.008944544,0,5,Dominican Republic,0,25,16,25,10767,DEN,28,559,2017,10767
0.25,0,0,5,Puerto Rico,0,25,9,25,3663,DEN 2,0,9,2017,3663
0.98,0,0,6,Virgin Islands (US),0,25,1,25,102,DEN,0,1,2017,102
88.24,0,,6,Anguilla,,25,2,12,17,DEN,0,15,2017,17
1.05,0,0,6,Antigua and Barbuda,0,25,0,25,95,DEN,0,1,2017,95
574.78,0,,6,Aruba,,25,8,24,115,DEN,0,661,2017,115
1.01,0,0,6,Bahamas,0,25,0,25,395,DEN,0,4,2017,395
51.71,0,0,6,Barbados,0,25,29,20,292,DEN,0,151,2017,292
0,,,6,Bermuda,0,25,0,25,71,  ,0,0,2017,71
80,0,0,6,Virgin Islands (UK),0,25,28,20,35,DEN,0,28,2017,35
20.69,0,0,6,Cayman Islands,0,25,0,24,58,DEN,0,12,2017,58
13.51,0,0,6,Dominica,0,25,0,8,74,DEN,0,10,2017,74
58.3,0,0,6,French Guiana,0,25,0,17,283,DEN,0,165,2017,283
52.68,0,0,6,Grenada,0,25,59,20,112,DEN,0,59,2017,112
14.44,0,0,6,Guadeloupe,0,25,0,22,450,DEN,0,65,2017,450
1.94,0,0,6,Jamaica,0,25,2,25,2890,DEN 3,0,56,2017,2890
18.18,0,0,6,Martinique,0,25,0,25,385,  ,0,70,2017,385
0,,,6,Montserrat,0,25,0,25,5,  ,0,0,2017,5
311.11,0,0,6,Saint Barthelemy,0,25,0,25,9,DEN,0,28,2017,9
7.55,0,0,6,Saint Kitts and Nevis,0,25,0,24,53,DEN,0,4,2017,53
8.48,0,0,6,Saint Lucia,0,25,14,24,165,DEN,0,14,2017,165
273.81,0,0,6,Saint Martin,0,25,0,25,42,DEN,0,115,2017,42
2.94,0,0,6,Saint Vincent and the Grenadines,0,25,0,25,102,DEN,0,3,2017,102
7.16,0,0,6,Trinidad and Tobago,0,25,2,25,1369,DEN,0,98,2017,1369
296.23,0,0,6,Turks and Caicos Islands,0,25,157,24,53,DEN,0,157,2017,53
91.49,0.12742579,0.053,4,Brazil,101,25,31122,25,209288,"DEN 1,2,3,4",244,191484,2017,209288
,,,6,"Bonaire, Saint Eustatius and Saba",,25,,-,26,  ,,,2017,26
,,,6,Guyana,,25,,-,778,  ,,,2017,778
,,,6,Haiti,,25,,-,10981,  ,,,2017,10981
,,,6,Suriname,,25,,-,563,  ,,,2017,563
,,,6,Curaçao,,25,,-,150,  ,,,2017,150
0.02,0,0,1,North America,0,25,49,-,324460,  ,0,49,2017,324460
3.23,3.341288783,0,5,Latin Caribbean,0,25,295,-,25915,  ,28,838,2017,25915
23.94,0,0,6,Non-Latin Caribbean,0,25,302,-,7172,  ,0,1717,2017,19670
68.68,0.126031756,0.052,4,Southern Cone,101,25,31659,-,281882,  ,244,193602,2017,281882
35.13,0.245629244,0.008,2,Central America Ithsmus and Mexico,5,25,4723,-,177318,  ,153,62289,2017,177318
73.14,0.572554271,0.065,3,Andean Subregion,67,25,35075,-,140885,  ,590,103047,2017,140885
37.75,0.280741933,0.048,7,The Americas,173,25,72103,-,957632,  ,1015,361542,2017,970130
