Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
,,,1,Canada,0,12,0,12,0,  ,0,0,2017,0
0.01,0,0,1,United States of America,0,12,18,12,324460,DEN,0,18,2017,324460
22.89,0,0,2,Costa Rica,0,12,,12,4906,"DEN 1,2",0,1123,2017,4906
13.25,0,0,2,El Salvador,0,12,30,12,6378,DEN 2,0,845,2017,6378
3.02,0,0,2,Guatemala,0,12,,12,16914,"DEN 1,2,3,4",0,510,2017,16914
12.85,2.099076406,0,2,Honduras,0,12,,12,9265,"DEN 1,2,3",25,1191,2017,9265
5,0.479801888,0.015,2,Mexico,1,12,669,12,129163,"DEN 1,2,3",31,6461,2017,129163
220.73,,0.007,2,Nicaragua,1,12,778,12,6218,DEN 2,,13725,2017,6218
19.79,0.369913687,0,2,Panama,0,12,439,12,4099,"DEN 1,2",3,811,2017,4099
46.9,0.327995369,0.019,3,Bolivia,1,12,657,12,11052,"DEN 1,4",17,5183,2017,11052
17.23,1.13569147,0,3,Colombia,0,12,2305,12,49066,"DEN 1,2,3,4",96,8453,2017,49066
19.34,0.093283582,0.062,3,Ecuador,2,12,3216,12,16625,DEN,3,3216,2017,16625
28.3,0.362478032,0.066,3,Peru,6,12,2775,12,32165,"DEN 2,3",33,9104,2017,32165
6.59,3.889943074,0,3,Venezuela,0,12,309,12,31977,DEN 1,82,2108,2017,31977
0.4,0,0,4,Argentina,0,12,80,12,44271,"DEN 1,3",0,175,2017,44271
4.32,0.340136054,0,4,Paraguay,0,12,116,12,6811,DEN 1,1,294,2017,6811
328.53,0.162337662,0,2,Belize,0,12,12,12,375,DEN,2,1232,2017,375
0,,,4,Uruguay,0,12,0,12,3457,  ,0,0,2017,3457
1.95,4.761904762,0,5,Dominican Republic,0,12,3,12,10767,DEN,10,210,2017,10767
0.08,0,0,5,Puerto Rico,0,12,3,12,3663,DEN 2,0,3,2017,3663
0.98,0,0,6,Virgin Islands (US),0,12,1,12,102,DEN,0,1,2017,102
88.24,0,,6,Anguilla,,12,2,12,17,DEN,0,15,2017,17
1.05,0,0,6,Antigua and Barbuda,0,12,0,12,95,DEN,0,1,2017,95
152.17,0,,6,Aruba,,12,16,8,115,DEN,0,175,2017,115
0,,,6,Bahamas,0,12,0,12,395,  ,0,0,2017,395
32.88,0,0,6,Barbados,0,12,21,12,292,DEN,0,96,2017,292
0,,,6,Bermuda,0,12,0,12,71,  ,0,0,2017,71
45.71,0,0,6,Virgin Islands (UK),0,12,16,12,35,DEN,0,16,2017,35
10.34,0,0,6,Cayman Islands,0,12,0,12,58,DEN,0,6,2017,58
13.51,0,0,6,Dominica,0,12,0,8,74,DEN,0,10,2017,74
15.18,0,0,6,Grenada,0,12,17,8,112,DEN,0,17,2017,112
3.33,0,0,6,Guadeloupe,0,12,0,7,450,DEN,0,15,2017,450
0.69,0,0,6,Jamaica,0,12,0,12,2890,DEN,0,20,2017,2890
11.69,0,0,6,Martinique,0,12,0,12,385,  ,0,45,2017,385
0,,,6,Montserrat,0,12,0,12,5,  ,0,0,2017,5
111.11,0,0,6,Saint Barthelemy,0,12,0,12,9,DEN,0,10,2017,9
6.67,0,0,6,Saint Lucia,0,12,11,12,165,DEN,0,11,2017,165
128.57,0,0,6,Saint Martin,0,12,0,12,42,DEN,0,54,2017,42
1.96,0,0,6,Saint Vincent and the Grenadines,0,12,0,12,102,DEN,0,2,2017,102
39.62,0,0,6,Turks and Caicos Islands,0,12,21,8,53,DEN,0,21,2017,53
41.48,0.122102935,0.043,4,Brazil,37,12,13037,12,209288,"DEN 1,2,3,4",106,86812,2017,209288
,,,6,"Bonaire, Saint Eustatius and Saba",,12,,-,26,  ,,,2017,26
,,,4,Chile,,12,,-,18055,  ,,,2017,18055
,,,6,Guyana,,12,,-,778,  ,,,2017,778
,,,6,Haiti,,12,,-,10981,  ,,,2017,10981
,,,5,Cuba,,12,,-,11485,  ,,,2017,11485
,,,6,French Guiana,,12,,-,283,  ,,,2017,283
,,,6,Trinidad and Tobago,,12,,-,1369,  ,,,2017,1369
,,,6,Saint Kitts and Nevis,,12,,-,53,  ,,,2017,53
,,,6,Suriname,,12,,-,563,  ,,,2017,563
,,,6,Curaçao,,12,,-,150,  ,,,2017,150
0.01,0,0,1,North America,0,12,18,-,324460,  ,0,18,2017,324460
1.48,4.694835681,0,5,Latin Caribbean,0,12,6,-,14430,  ,10,213,2017,25915
9.42,0,0,6,Non-Latin Caribbean,0,12,105,-,5467,  ,0,515,2017,19670
33.08,0.122592546,0.042,4,Southern Cone,37,12,13233,-,263827,  ,107,87281,2017,281882
14.61,0.235539424,0.008,2,Central America Ithsmus and Mexico,2,12,1928,-,177318,  ,61,25898,2017,177318
19.92,0.823118586,0.032,3,Andean Subregion,9,12,9262,-,140885,  ,231,28064,2017,140885
15.33,0.288050483,0.034,7,The Americas,48,12,24552,-,926387,  ,409,141989,2017,970130
