Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
,,,1,Canada,0,44,0,44,0,  ,0,0,2017,0
0.08,0,0,1,United States of America,0,44,261,44,324460,DEN,0,261,2017,324460
106.4,0,0,2,Costa Rica,0,44,,44,4906,"DEN 1,2",0,5220,2017,4906
58.73,0.160170849,0,2,El Salvador,0,44,184,44,6378,DEN 2,6,3746,2017,6378
21.86,1.731133351,0.325,2,Guatemala,12,44,1218,44,16914,"DEN 1,2,3,4",64,3697,2017,16914
52.44,2.037456267,0,2,Honduras,0,44,0,44,9265,"DEN 1,2,3",99,4859,2017,9265
56.33,0.417834955,0.023,2,Mexico,17,44,11462,44,129163,"DEN 1,2,3",304,72756,2017,129163
935.28,,0.003,2,Nicaragua,2,44,2270,44,6218,DEN 2,,58156,2017,6218
176.48,0.19353055,0.014,2,Panama,1,44,3484,44,4099,"DEN 1,2,3",14,7234,2017,4099
84.99,0.489726392,0.021,3,Bolivia,2,44,878,44,11052,"DEN 1,4",46,9393,2017,11052
47.26,1.168707952,0.06,3,Colombia,14,44,6784,44,49066,"DEN 1,2,3,4",271,23188,2017,49066
66.33,0.136029745,0.036,3,Ecuador,4,44,11027,44,16625,DEN,15,11027,2017,16625
230.56,0.32227616,0.09,3,Peru,67,44,25131,44,32165,"DEN 2,3",239,74160,2017,32165
23.81,4.045179932,0.171,3,Venezuela,13,44,,44,31977,DEN 1,308,7614,2017,31977
1.24,0,0,4,Argentina,0,44,253,44,44271,"DEN 1,3",0,549,2017,44271
0.06,0,0,4,Chile,0,44,10,38,18055,"DEN 1,3",0,10,2017,18055
111.43,0.144503713,0.054,4,Brazil,125,44,39529,44,209288,"DEN 1,2,3,4",337,233212,2017,209288
23.42,0,0,4,Paraguay,0,44,339,44,6811,DEN 1,0,1595,2017,6811
0,,,4,Uruguay,0,44,0,44,3457,  ,0,0,2017,3457
2.35,0,0,5,Cuba,0,44,270,25,11485,"DEN 2,3",0,270,2017,11485
10.98,6.598984772,0.085,5,Dominican Republic,1,44,18,44,10767,DEN,78,1182,2017,10767
0.25,0,0,5,Puerto Rico,0,44,9,44,3663,DEN 2,0,9,2017,3663
0.98,0,0,6,Virgin Islands (US),0,44,1,44,102,DEN,0,1,2017,102
129.41,0,,6,Anguilla,,44,2,40,17,DEN,0,22,2017,17
1.05,0,0,6,Antigua and Barbuda,0,44,0,44,95,DEN,0,1,2017,95
581.74,0,,6,Aruba,,44,401,32,115,DEN,0,669,2017,115
3.54,0,0,6,Bahamas,0,44,0,44,395,DEN,0,14,2017,395
136.3,0,0,6,Barbados,0,44,85,40,292,DEN,0,398,2017,292
0,,,6,Bermuda,0,44,0,44,71,  ,0,0,2017,71
120,0,0,6,Virgin Islands (UK),0,44,42,32,35,DEN,0,42,2017,35
39.66,0,0,6,Cayman Islands,0,44,0,40,58,DEN,0,23,2017,58
44.59,0,0,6,Dominica,0,44,0,28,74,DEN,0,33,2017,74
220.85,0,0,6,French Guiana,0,44,0,37,283,DEN,0,625,2017,283
174.11,0,0,6,Grenada,0,44,195,44,112,DEN,0,195,2017,112
101.11,0,0,6,Guadeloupe,0,44,0,30,450,DEN,0,455,2017,450
0.64,0,0,6,Guyana,0,44,0,38,778,DEN,0,5,2017,778
2.42,0,0,6,Jamaica,0,44,14,44,2890,DEN 3,0,70,2017,2890
28.05,0,0,6,Martinique,0,44,8,44,385,DEN 2,0,108,2017,385
0,,,6,Montserrat,0,44,0,44,5,  ,0,0,2017,5
522.22,0,0,6,Saint Barthelemy,0,44,0,44,9,DEN,0,47,2017,9
16.98,0,0,6,Saint Kitts and Nevis,0,44,0,44,53,DEN,0,9,2017,53
23.03,0,0,6,Saint Lucia,0,44,38,40,165,DEN,0,38,2017,165
373.81,0,0,6,Saint Martin,0,44,0,30,42,DEN,0,157,2017,42
2.94,0,0,6,Saint Vincent and the Grenadines,0,44,0,44,102,DEN,0,3,2017,102
15.05,0,0,6,Trinidad and Tobago,0,44,3,35,1369,DEN,0,206,2017,1369
379.25,0,0,6,Turks and Caicos Islands,0,44,201,40,53,DEN,0,201,2017,53
752.53,0.070871722,0,2,Belize,0,44,46,44,375,DEN,2,2822,2017,375
,,,6,"Bonaire, Saint Eustatius and Saba",,44,,-,26,  ,,,2017,26
,,,6,Haiti,,44,,-,10981,  ,,,2017,10981
,,,6,Suriname,,44,,-,563,  ,,,2017,563
,,,6,Curaçao,,44,,-,150,  ,,,2017,150
0.08,0,0,1,North America,0,44,261,-,324460,  ,0,261,2017,324460
5.64,5.338809035,0.068,5,Latin Caribbean,1,44,297,-,25915,  ,78,1461,2017,25915
41.79,0,0,6,Non-Latin Caribbean,0,44,990,-,7950,  ,0,3322,2017,19670
83.5,0.143181258,0.053,4,Southern Cone,125,44,40131,-,281882,  ,337,235366,2017,281882
89.38,0.308536816,0.02,2,Central America Ithsmus and Mexico,32,44,18664,-,177318,  ,489,158490,2017,177318
89,0.701057568,0.08,3,Andean Subregion,100,44,43820,-,140885,  ,879,125382,2017,140885
54.7,0.340084153,0.049,7,The Americas,258,44,104163,-,958410,  ,1783,524282,2017,970130
