Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
1.05,0,0,6,Antigua and Barbuda,0,24,0,24,95,DEN,0,1,2017,95
1.24,0,0,4,Argentina,0,24,249,24,44271,"DEN 1,3",0,549,2017,44271
1.01,0,0,6,Bahamas,0,24,0,24,395,DEN,0,4,2017,395
51.71,0,0,6,Barbados,0,24,29,20,292,DEN,0,151,2017,292
0,,,6,Bermuda,0,24,0,24,71,  ,0,0,2017,71
76.7,0.519051551,0.024,3,Bolivia,2,24,836,24,11052,"DEN 1,4",44,8477,2017,11052
89.19,0.123751768,0.051,4,Brazil,95,24,30131,24,209288,"DEN 1,2,3,4",231,186664,2017,209288
486.93,0.109529025,0,2,Belize,0,24,19,24,375,DEN,2,1826,2017,375
80,0,0,6,Virgin Islands (UK),0,24,28,20,35,DEN,0,28,2017,35
,,,1,Canada,0,24,0,24,0,  ,0,0,2017,0
20.69,0,0,6,Cayman Islands,0,24,0,24,58,DEN,0,12,2017,58
0.03,0,0,4,Chile,0,24,5,24,18055,"DEN 1,3",0,5,2017,18055
29.6,1.225726484,0.028,3,Colombia,4,24,4469,24,49066,"DEN 1,2,3,4",178,14522,2017,49066
44.46,0,0,2,Costa Rica,0,24,,24,4906,"DEN 1,2",0,2181,2017,4906
,,,5,Cuba,,24,,-,11485,  ,,,2017,11485
13.51,0,0,6,Dominica,0,24,0,8,74,DEN,0,10,2017,74
4.91,4.536862004,0,5,Dominican Republic,0,24,16,24,10767,DEN,24,529,2017,10767
53.52,0.08991795,0.056,3,Ecuador,5,24,8897,24,16625,DEN,8,8897,2017,16625
30.04,0,0,2,El Salvador,0,24,45,24,6378,DEN 2,0,1916,2017,6378
58.3,0,0,6,French Guiana,0,24,0,17,283,DEN,0,165,2017,283
52.68,0,0,6,Grenada,0,24,59,20,112,DEN,0,59,2017,112
14.44,0,0,6,Guadeloupe,0,24,0,22,450,DEN,0,65,2017,450
7.66,0,0,2,Guatemala,0,24,,24,16914,"DEN 1,2,3,4",0,1296,2017,16914
,,,6,Guyana,,24,,-,778,  ,,,2017,778
,,,6,Haiti,,24,,-,10981,  ,,,2017,10981
28.92,1.791713326,0,2,Honduras,0,24,0,24,9265,"DEN 1,2,3",48,2679,2017,9265
1.66,0,0,6,Jamaica,0,24,2,24,2890,DEN 3,0,48,2017,2890
16.88,0,0,6,Martinique,0,24,0,24,385,  ,0,65,2017,385
11.95,0.544076689,0.019,2,Mexico,3,24,1793,24,129163,"DEN 1,2,3",84,15439,2017,129163
0,,,6,Montserrat,0,24,0,24,5,  ,0,0,2017,5
,,,6,Curaçao,,24,,-,150,  ,,,2017,150
574.78,0,,6,Aruba,,24,8,24,115,DEN,0,661,2017,115
,,,6,"Bonaire, Saint Eustatius and Saba",,24,,-,26,  ,,,2017,26
483.84,,0.003,2,Nicaragua,1,24,1273,24,6218,DEN 2,,30085,2017,6218
67.38,0.253439537,0,2,Panama,0,24,1246,24,4099,"DEN 1,2",7,2762,2017,4099
22.74,0,0,4,Paraguay,0,24,280,24,6811,DEN 1,0,1549,2017,6811
201.39,0.297945258,0.086,3,Peru,56,24,19171,24,32165,"DEN 2,3",193,64777,2017,32165
0.25,0,0,5,Puerto Rico,0,24,9,24,3663,DEN 2,0,9,2017,3663
266.67,0,0,6,Saint Barthelemy,0,24,0,24,9,DEN,0,24,2017,9
7.55,0,0,6,Saint Kitts and Nevis,0,24,0,24,53,DEN,0,4,2017,53
88.24,0,,6,Anguilla,,24,2,12,17,DEN,0,15,2017,17
8.48,0,0,6,Saint Lucia,0,24,14,24,165,DEN,0,14,2017,165
257.14,0,0,6,Saint Martin,0,24,0,24,42,DEN,0,108,2017,42
2.94,0,0,6,Saint Vincent and the Grenadines,0,24,0,24,102,DEN,0,3,2017,102
,,,6,Suriname,,24,,-,563,  ,,,2017,563
4.46,0,0,6,Trinidad and Tobago,0,24,0,15,1369,DEN,0,61,2017,1369
296.23,0,0,6,Turks and Caicos Islands,0,24,157,24,53,DEN,0,157,2017,53
0.01,0,0,1,United States of America,0,24,47,24,324460,DEN,0,47,2017,324460
0.98,0,0,6,Virgin Islands (US),0,24,1,24,102,DEN,0,1,2017,102
0,,,4,Uruguay,0,24,0,24,3457,  ,0,0,2017,3457
12.26,4.005102041,0,3,Venezuela,0,24,,24,31977,DEN 1,157,3920,2017,31977
0.01,0,0,1,North America,0,24,47,-,324460,  ,0,47,2017,324460
3.73,4.460966543,0,5,Latin Caribbean,0,24,25,-,14430,  ,24,538,2017,25915
23.09,0,0,6,Non-Latin Caribbean,0,24,300,-,7172,  ,0,1656,2017,19670
66.97,0.122373084,0.05,4,Southern Cone,95,24,30665,-,281882,  ,231,188767,2017,281882
32.81,0.242334662,0.007,2,Central America Ithsmus and Mexico,4,24,4376,-,177318,  ,141,58184,2017,177318
71.4,0.576580875,0.067,3,Andean Subregion,67,24,33373,-,140885,  ,580,100593,2017,140885
36.97,0.279028546,0.047,7,The Americas,166,24,68786,-,946147,  ,976,349785,2017,970130
