Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
700.22,0.055129797,0.04,4,Brazil,586,47,314295,45,209568,"DEN 1,2,3,4",809,1467446,2016,209568
"1,217.17",,,2,Belize,,47,120,47,367,DEN 3,,4467,2016,367
453.74,0,0,2,Costa Rica,0,47,0,47,4857,"DEN 1,2,3",0,22038,2016,4857
5.41,0,0,5,Puerto Rico,0,47,199,47,3681,"DEN 1,2,3,4",0,199,2016,3681
"1,041.32",0.068543032,0.023,4,Paraguay,16,47,2537,47,6725,"DEN 1,3,4",48,70029,2016,6725
38.82,0,0,4,Uruguay,0,47,26,47,3444,DEN 1,0,1337,2016,3444
10.68,0,0,6,Virgin Islands (US),0,47,11,47,103,DEN,0,11,2016,103
0.29,0,0,1,United States of America,0,47,952,47,324119,DEN,0,952,2016,324119
103.19,0,0,6,Antigua and Barbuda,0,47,3,44,94,DEN 2,0,97,2016,94
176.98,0,0.013,4,Argentina,10,47,41209,44,43847,"DEN 1,4",0,77601,2016,43847
226.97,0,0,6,Bahamas,0,47,76,29,393,DEN,0,892,2016,393
473.88,0,0,6,Barbados,0,47,401,40,291,DEN,0,1379,2016,291
2.82,0,0,6,Bermuda,0,47,0,44,71,DEN,0,2,2016,71
294.12,0.174868848,0.003,3,Bolivia,1,47,3552,47,10888,"DEN 1,2,4",56,32024,2016,10888
247.06,0,0,6,Virgin Islands (UK),0,47,81,40,34,DEN,0,84,2016,34
,,,1,Canada,0,47,0,47,0,  ,0,0,2016,0
256.14,0,0,6,Cayman Islands,0,47,2,44,57,DEN 3,0,146,2016,57
0.24,0,0,4,Chile,0,47,0,40,18132,DEN 1,0,43,2016,18132
204.35,0.983656022,0.039,3,Colombia,39,47,43050,47,48654,"DEN 1,2,3,4",978,99425,2016,48654
12.27,0,0,5,Cuba,0,47,1398,38,11393,"DEN 2,3",0,1398,2016,11393
381.08,0,0,6,Dominica,0,47,0,32,74,DEN,0,282,2016,74
429.73,0,0,6,Dominica,0,47,0,32,74,0,0,318,2016,74
60.55,9.69292804,0.496,5,Dominican Republic,32,47,0,47,10649,DEN,625,6448,2016,10649
84.64,0.274012114,0.029,3,Ecuador,4,47,13868,47,16385,"DEN 1,2,4",38,13868,2016,16385
138.3,2.352941176,0.012,2,El Salvador,1,47,117,47,6146,DEN 2,200,8500,2016,6146
189.13,0,0,6,French Guiana,0,47,9,39,276,"DEN 1,2",0,522,2016,276
130.63,0,0,6,Grenada,0,47,60,40,111,DEN 1,0,145,2016,111
37.58,0,0,6,Guadeloupe,0,47,15,39,471,DEN 1,0,177,2016,471
51.47,0.547721711,0.012,2,Guatemala,1,47,330,47,16673,"DEN 1,2,3,4",47,8581,2016,16673
39.3,0,0,6,Guyana,0,47,303,16,771,DEN,0,303,2016,771
271.93,1.351533384,0.013,2,Honduras,3,47,76,47,8190,DEN,301,22271,2016,8190
65.11,0.109589041,0,6,Jamaica,0,47,110,43,2803,"DEN 3,4",2,1825,2016,2803
39.9,0,0,6,Martinique,0,47,13,39,396,"DEN 1,2,3",0,158,2016,396
96.85,0.606036282,0.015,2,Mexico,19,47,16510,47,128632,"DEN 1,2,3,4",755,124580,2016,128632
320,0,0,6,Montserrat,0,47,0,44,5,DEN,0,16,2016,5
829.82,0,0,6,Aruba,0,47,78,41,114,DEN,0,946,2016,114
"1,354.60",0,0.019,2,Nicaragua,16,47,6335,47,6150,DEN 2,0,83308,2016,6150
155.49,0.209542231,0.145,2,Panama,9,47,1711,47,3990,"DEN 1,2,3",13,6204,2016,3990
95.82,0.407291838,0.122,3,Peru,37,47,16367,47,31774,"DEN 1,2,3",124,30445,2016,31774
866.67,0,0,6,Saint Barthelemy,0,47,58,39,9,DEN 1,0,78,2016,9
261.54,0,0,6,Saint Kitts and Nevis,0,47,0,46,52,DEN,0,136,2016,52
176.47,0,0,6,Anguilla,0,47,0,44,17,DEN,0,30,2016,17
90.85,0,0,6,Saint Lucia,0,47,49,36,164,DEN 1,0,149,2016,164
103.66,0,0,6,Saint Lucia,0,47,49,36,164,DEN 1,0,170,2016,164
70.73,0,0,6,Saint Martin,0,47,3,39,41,DEN 2,0,29,2016,41
232.35,0,0,6,Saint Vincent and the Grenadines,0,47,7,44,102,DEN,0,237,2016,102
2.37,0,0,6,Suriname,0,47,1,46,548,DEN 1,0,13,2016,548
121.03,0,0,6,Trinidad and Tobago,0,47,9,46,1365,"DEN 1,3",0,1652,2016,1365
813.73,0,0,6,Turks and Caicos Islands,0,47,415,40,51,DEN,0,415,2016,51
90.61,0.388655462,0.133,3,Venezuela,38,47,5598,47,31519,"DEN 1,2,3,4",111,28560,2016,31519
,,,6,Haiti,,47,,-,10848,  ,,,2016,10848
0.29,0,0,1,North America,0,47,952,-,324119,  ,0,952,2016,324119
31.28,7.768800497,0.398,5,Latin Caribbean,32,47,1597,-,25723,  ,625,8045,2016,25723
118.04,0.019584802,0,6,Non-Latin Caribbean,0,47,1753,-,8651,  ,2,10212,2016,20700
573.79,0.053017218,0.038,4,Southern Cone,612,47,358067,-,281716,  ,857,1616456,2016,281716
159.97,0.470085623,0.018,2,Central America Ithsmus and Mexico,49,47,25199,-,175005,  ,1316,279949,2016,175005
146.76,0.639676589,0.058,3,Andean Subregion,119,47,82435,-,139220,  ,1307,204322,2016,139220
222.11,0.193732264,0.038,7,The Americas,812,47,470003,-,954434,  ,4107,2119936,2016,966483
