Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
697.34,0.055358103,0.04,4,Brazil,586,42,313376,42,209568,"DEN 1,2,3,4",809,1461394,2016,209568
"1,144.41",,,2,Belize,,42,120,42,367,DEN 3,,4200,2016,367
5.22,0,0,5,Puerto Rico,0,42,192,42,3681,"DEN 1,2,3,4",0,192,2016,3681
38.82,0,0,4,Uruguay,0,42,26,42,3444,DEN 1,0,1337,2016,3444
8.74,0,0,6,Virgin Islands (US),0,42,9,42,103,DEN,0,9,2016,103
39.36,0,0,6,Antigua and Barbuda,0,42,3,36,94,DEN 2,0,37,2016,94
176.54,0,0.013,4,Argentina,10,42,41208,42,43847,"DEN 1,4",0,77407,2016,43847
226.97,0,0,6,Bahamas,0,42,76,29,393,DEN,0,892,2016,393
473.88,0,0,6,Barbados,0,42,401,40,291,DEN,0,1379,2016,291
2.82,0,0,6,Bermuda,0,42,0,36,71,DEN,0,2,2016,71
269.27,0.180776315,0.003,3,Bolivia,1,42,3552,42,10888,"DEN 1,2,4",53,29318,2016,10888
247.06,0,0,6,Virgin Islands (UK),0,42,81,40,34,DEN,0,84,2016,34
,,,1,Canada,0,42,0,42,0,  ,0,0,2016,0
189.47,0,0,6,Cayman Islands,0,42,1,36,57,DEN 3,0,108,2016,57
0.24,0,0,4,Chile,0,42,0,40,18132,DEN 1,0,43,2016,18132
194.68,1.017757976,0.041,3,Colombia,39,42,40412,42,48654,"DEN 1,2,3,4",964,94718,2016,48654
414.39,0,0,2,Costa Rica,0,42,0,42,4857,"DEN 1,2,3",0,20127,2016,4857
12.27,0,0,5,Cuba,0,42,1398,38,11393,"DEN 2,3",0,1398,2016,11393
381.08,0,0,6,Dominica,0,42,0,32,74,DEN,0,282,2016,74
429.73,0,0,6,Dominica,0,42,0,32,74,0,0,318,2016,74
58.72,9.803294419,0.512,5,Dominican Republic,32,42,0,42,10649,DEN,613,6253,2016,10649
82.43,0.266548201,0.03,3,Ecuador,4,42,13506,42,16385,"DEN 1,2,4",36,13506,2016,16385
129.16,2.355757118,0.013,2,El Salvador,1,42,111,42,6146,DEN 2,187,7938,2016,6146
189.13,0,0,6,French Guiana,0,42,9,39,276,"DEN 1,2",0,522,2016,276
130.63,0,0,6,Grenada,0,42,60,40,111,DEN 1,0,145,2016,111
37.58,0,0,6,Guadeloupe,0,42,15,39,471,DEN 1,0,177,2016,471
46.68,0.526789156,0.026,2,Guatemala,2,42,330,42,16673,"DEN 1,2,3,4",41,7783,2016,16673
39.3,0,0,6,Guyana,0,42,303,16,771,DEN,0,303,2016,771
267.79,1.171803757,0.009,2,Honduras,2,42,76,42,8190,DEN,257,21932,2016,8190
65.11,0.109589041,0,6,Jamaica,0,42,110,42,2803,"DEN 3,4",2,1825,2016,2803
39.9,0,0,6,Martinique,0,42,13,39,396,"DEN 1,2,3",0,158,2016,396
81.91,0.61977392,0.01,2,Mexico,11,42,13041,42,128632,"DEN 1,2,3,4",653,105361,2016,128632
80,0,0,6,Montserrat,0,42,0,28,5,DEN,0,4,2016,5
829.82,0,0,6,Aruba,0,42,78,41,114,DEN,0,946,2016,114
"1,237.74",0,0.021,2,Nicaragua,16,42,5849,42,6150,DEN 2,0,76121,2016,6150
115.91,0.259459459,0.195,2,Panama,9,42,1291,42,3990,"DEN 1,2,3",12,4625,2016,3990
"1,038.77",0.068711797,0.023,4,Paraguay,16,42,2537,42,6725,"DEN 1,3,4",48,69857,2016,6725
91.65,0.401771917,0.127,3,Peru,37,42,15006,42,31774,"DEN 1,2,3",117,29121,2016,31774
866.67,0,0,6,Saint Barthelemy,0,42,58,39,9,DEN 1,0,78,2016,9
63.46,0,0,6,Saint Kitts and Nevis,0,42,0,36,52,DEN,0,33,2016,52
88.24,0,0,6,Anguilla,0,42,0,32,17,DEN,0,15,2016,17
90.85,0,0,6,Saint Lucia,0,42,49,36,164,DEN 1,0,149,2016,164
103.66,0,0,6,Saint Lucia,0,42,49,36,164,DEN 1,0,170,2016,164
70.73,0,0,6,Saint Martin,0,42,3,39,41,DEN 2,0,29,2016,41
149.02,0,0,6,Saint Vincent and the Grenadines,0,42,3,28,102,DEN,0,152,2016,102
2.55,0,0,6,Suriname,0,42,1,27,548,DEN 1,0,14,2016,548
43.3,0,0,6,Trinidad and Tobago,0,42,6,32,1365,"DEN 1,3",0,591,2016,1365
813.73,0,0,6,Turks and Caicos Islands,0,42,415,40,51,DEN,0,415,2016,51
0.28,0,0,1,United States of America,0,42,901,42,324119,DEN,0,901,2016,324119
86.93,0.383211679,0.139,3,Venezuela,38,42,5326,42,31519,"DEN 1,2,3,4",105,27400,2016,31519
,,,6,Haiti,,42,,-,10848,  ,,,2016,10848
0.28,0,0,1,North America,0,42,901,-,324119,  ,0,901,2016,324119
30.49,7.815886778,0.408,5,Latin Caribbean,32,42,1590,-,25723,  ,613,7843,2016,25723
102.15,0.022632115,0,6,Non-Latin Caribbean,0,42,1743,-,8651,  ,2,8837,2016,20700
571.51,0.053228557,0.038,4,Southern Cone,612,42,357147,-,281716,  ,857,1610038,2016,281716
141.76,0.463547062,0.017,2,Central America Ithsmus and Mexico,41,42,20818,-,175005,  ,1150,248087,2016,175005
139.39,0.657003138,0.061,3,Andean Subregion,119,42,77802,-,139220,  ,1275,194063,2016,139220
216.86,0.188281881,0.039,7,The Americas,804,42,460001,-,954434,  ,3897,2069769,2016,966483
