Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
8.74,0,0,6,Virgin Islands (US),0,14,9,14,103,DEN,0,9,2016,103
413.62,,,2,Belize,,14,79,14,367,DEN 3,,1518,2016,367
0.1,0,0,1,United States of America,0,14,324,14,324119,DEN,0,324,2016,324119
53.78,0.430653059,0.159,3,Venezuela,27,14,3692,14,31519,"DEN 1,2,3,4",73,16951,2016,31519
2.13,0,0,6,Antigua and Barbuda,0,14,2,4,94,DEN,0,2,2016,94
118.86,0,0,4,Argentina,0,14,24349,14,43847,"DEN 1,4",0,52117,2016,43847
7.38,0,0,6,Bahamas,0,14,0,12,393,DEN,0,29,2016,393
69.42,0,0,6,Barbados,0,14,202,4,291,DEN,0,202,2016,291
0,,,6,Bermuda,0,14,0,8,71,  ,0,0,2016,71
528.78,0.05829541,0.041,4,Brazil,454,14,248684,14,209568,"DEN 1,2,3,4",646,1108149,2016,209568
,,,1,Canada,0,14,0,14,0,  ,0,0,2016,0
0.22,0,0,4,Chile,0,14,0,8,18132,DEN 1,0,40,2016,18132
83.45,1.288145612,0.01,3,Colombia,4,14,13917,14,48654,"DEN 1,2,3,4",523,40601,2016,48654
134.42,0,0,2,Costa Rica,0,14,0,14,4857,"DEN 1,2,3",0,6529,2016,4857
10.6,0,0,5,Cuba,0,14,1208,11,11393,"DEN 2,3",0,1208,2016,11393
144.59,0,0,6,Dominica,0,14,0,4,74,DEN,0,107,2016,74
32.44,11.34587554,0.521,5,Dominican Republic,18,14,0,14,10649,DEN,392,3455,2016,10649
28.25,0.302441132,0,3,Ecuador,0,14,4629,12,16385,"DEN 1,2,4",14,4629,2016,16385
55.96,2.297179413,0,2,El Salvador,0,14,60,14,6146,DEN 2,79,3439,2016,6146
228.26,0,0,6,French Guiana,0,14,15,14,276,"DEN 1,2",0,630,2016,276
18.02,0,0,6,Grenada,0,14,5,12,111,DEN 1,0,20,2016,111
1.91,0,0,6,Guadeloupe,0,14,9,4,471,DEN,0,9,2016,471
11.91,0,0,2,Guatemala,0,14,326,14,16673,"DEN 1,2,3,4",0,1985,2016,16673
8.3,0,0,6,Guyana,0,14,64,4,771,DEN,0,64,2016,771
94.54,1.885574067,0.013,2,Honduras,1,14,0,14,8190,DEN,146,7743,2016,8190
16.73,0.213219616,0,6,Jamaica,0,14,41,14,2803,"DEN 3,4",1,469,2016,2803
66.92,0,0,6,Martinique,0,14,16,12,396,"DEN 1,2,3",0,265,2016,396
16.07,3.661072689,0.005,2,Mexico,1,14,2866,14,128632,"DEN 1,2,3,4",757,20677,2016,128632
0,,,6,Montserrat,0,14,0,12,5,  ,0,0,2016,5
190.55,0,0.06,2,Nicaragua,7,14,1360,14,6150,DEN 2,0,11719,2016,6150
19.27,0.130039012,0,2,Panama,0,14,412,14,3990,"DEN 1,2,3",1,769,2016,3990
442.1,0,0.044,4,Paraguay,13,14,2152,14,6725,"DEN 1,3,4",0,29731,2016,6725
42.79,0.338309921,0.132,3,Peru,18,14,4984,14,31774,"DEN 1,2, 3",46,13597,2016,31774
2.74,0,0,5,Puerto Rico,0,14,101,14,3681,"DEN 1,2,3,4",0,101,2016,3681
"6,444.44",0,0,6,Saint Barthelemy,0,14,91,12,9,DEN 1,0,580,2016,9
29.41,0,0,6,Anguilla,0,14,0,8,17,DEN,0,5,2016,17
0,,,6,Saint Martin,0,14,0,4,41,  ,0,0,2016,41
58.82,0,0,6,Saint Vincent and the Grenadines,0,14,3,12,102,DEN,0,60,2016,102
301.96,0,0,6,Turks and Caicos Islands,0,14,154,8,51,DEN,0,154,2016,51
38.82,0,0,4,Uruguay,0,14,26,14,3444,DEN 1,0,1337,2016,3444
,,,6,Cayman Islands,,14,,-,57,  ,,,2016,57
,,,6,Aruba,,14,,-,114,  ,,,2016,114
,,,6,Haiti,,14,,-,10848,  ,,,2016,10848
,,,6,Saint Lucia,,14,,-,164,  ,,,2016,164
,,,6,Trinidad and Tobago,,14,,-,1365,  ,,,2016,1365
,,,6,Saint Kitts and Nevis,,14,,-,52,  ,,,2016,52
,,,6,Suriname,,14,,-,548,  ,,,2016,548
,,,6,Virgin Islands (UK),,14,,-,34,  ,,,2016,34
,,,3,Bolivia,,14,,-,10888,  ,,,2016,10888
0.1,0,0,1,North America,0,14,324,-,324119,  ,0,324,2016,324119
18.52,8.228379513,0.378,5,Latin Caribbean,18,14,1309,-,25723,  ,392,4764,2016,25723
42.85,0.038387716,0,6,Non-Latin Caribbean,0,14,611,-,6079,  ,1,2605,2016,20700
422.9,0.054223107,0.039,4,Southern Cone,467,14,275211,-,281716,  ,646,1191374,2016,281716
31.07,1.807683113,0.017,2,Central America Ithsmus and Mexico,9,14,5103,-,175005,  ,983,54379,2016,175005
59.05,0.865686611,0.065,3,Andean Subregion,49,14,27222,-,128332,  ,656,75778,2016,139220
141.26,0.201470933,0.041,7,The Americas,543,14,309780,-,940974,  ,2678,1329224,2016,966483
