Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
8.74,0,0,6,Virgin Islands (US),0,33,9,33,103,DEN,0,9,2016,103
822.62,,,2,Belize,,33,106,33,367,DEN 3,,3019,2016,367
111.24,2.340207693,0.015,2,El Salvador,1,33,91,33,6146,DEN 2,160,6837,2016,6146
687.71,0.055438988,0.04,4,Brazil,581,33,311360,33,209568,"DEN 1,2,3,4",799,1441224,2016,209568
4.97,0,0,5,Puerto Rico,0,33,183,33,3681,"DEN 1,2,3,4",0,183,2016,3681
996.4,0.071633238,0.024,4,Paraguay,16,33,2536,33,6725,"DEN 1,3,4",48,67008,2016,6725
169.4,1.015505569,0.038,3,Colombia,31,33,21899,33,48654,"DEN 1,2,3,4",837,82422,2016,48654
86.71,0.370222496,0.123,3,Peru,34,33,14072,33,31774,"DEN 1,2,3",102,27551,2016,31774
54.85,10.13525081,0.514,5,Dominican Republic,30,33,0,33,10649,DEN,592,5841,2016,10649
38.82,0,0,4,Uruguay,0,33,26,33,3444,DEN 1,0,1337,2016,3444
175.31,0,0.014,4,Argentina,11,33,41207,33,43847,"DEN 1,4",0,76867,2016,43847
80.46,0.374590907,0.13,3,Venezuela,33,33,,33,31519,"DEN 1,2,3,4",95,25361,2016,31519
39.36,0,0,6,Antigua and Barbuda,0,33,3,28,94,DEN 2,0,37,2016,94
226.97,0,0,6,Bahamas,0,33,76,29,393,DEN,0,892,2016,393
378.35,0,0,6,Barbados,0,33,241,24,291,DEN,0,1101,2016,291
2.82,0,0,6,Bermuda,0,33,0,28,71,DEN,0,2,2016,71
265.01,0.166354752,0,3,Bolivia,0,33,3512,32,10888,"DEN 1,2,4",48,28854,2016,10888
152.94,0,0,6,Virgin Islands (UK),0,33,52,24,34,DEN,0,52,2016,34
,,,1,Canada,0,33,0,33,0,  ,0,0,2016,0
91.23,0,0,6,Cayman Islands,0,33,52,30,57,DEN 3,0,52,2016,57
0.22,0,0,4,Chile,0,33,0,8,18132,DEN 1,0,40,2016,18132
311.72,0,0,2,Costa Rica,0,33,0,33,4857,"DEN 1,2,3",0,15140,2016,4857
12.27,0,0,5,Cuba,0,33,1398,26,11393,"DEN 2,3",0,1398,2016,11393
381.08,0,0,6,Dominica,0,33,0,32,74,DEN,0,282,2016,74
429.73,0,0,6,Dominica,0,33,0,32,74,0,0,318,2016,74
74.06,0.271963079,0.025,3,Ecuador,3,33,12134,32,16385,"DEN 1,2,4",33,12134,2016,16385
228.26,0,0,6,French Guiana,0,33,15,14,276,"DEN 1,2",0,630,2016,276
103.6,0,0,6,Grenada,0,33,24,28,111,DEN 1,0,115,2016,111
27.6,0,0,6,Guadeloupe,0,33,23,16,471,DEN 1,0,130,2016,471
35.07,0.598597571,0,2,Guatemala,0,33,330,33,16673,"DEN 1,2,3,4",35,5847,2016,16673
39.3,0,0,6,Guyana,0,33,303,16,771,DEN,0,303,2016,771
230.54,1.260526455,0.011,2,Honduras,2,33,64,33,8190,DEN,238,18881,2016,8190
56.01,0.127388535,0,6,Jamaica,0,33,102,33,2803,"DEN 3,4",2,1570,2016,2803
109.09,0,0,6,Martinique,0,33,24,30,396,"DEN 1,2,3",0,432,2016,396
44.08,0.779527698,0.018,2,Mexico,10,33,6986,33,128632,"DEN 1,2,3,4",442,56701,2016,128632
80,0,0,6,Montserrat,0,33,0,28,5,DEN,0,4,2016,5
688.6,0,0,6,Aruba,0,33,64,29,114,DEN,0,785,2016,114
948.94,0,0.026,2,Nicaragua,15,33,4652,32,6150,DEN 2,0,58360,2016,6150
71.4,0.175500176,0.14,2,Panama,4,33,1080,32,3990,"DEN 1,2,3",5,2849,2016,3990
"6,444.44",0,0,6,Saint Barthelemy,0,33,91,16,9,DEN 1,0,580,2016,9
50,0,0,6,Saint Kitts and Nevis,0,33,0,32,52,DEN,0,26,2016,52
88.24,0,0,6,Anguilla,0,33,0,32,17,DEN,0,15,2016,17
68.29,0,0,6,Saint Lucia,0,33,32,28,164,DEN 1,0,112,2016,164
512.2,0,0,6,Saint Martin,0,33,1,16,41,DEN 2,0,210,2016,41
149.02,0,0,6,Saint Vincent and the Grenadines,0,33,3,28,102,DEN,0,152,2016,102
2.55,0,0,6,Suriname,0,33,1,27,548,DEN 1,0,14,2016,548
43.3,0,0,6,Trinidad and Tobago,0,33,6,32,1365,"DEN 1,3",0,591,2016,1365
537.25,0,0,6,Turks and Caicos Islands,0,33,274,32,51,DEN,0,274,2016,51
0.22,0,0,1,United States of America,0,33,729,33,324119,DEN,0,729,2016,324119
,,,6,Haiti,,33,,-,10848,  ,,,2016,10848
0.22,0,0,1,North America,0,33,729,-,324119,  ,0,729,2016,324119
28.85,7.976286715,0.404,5,Latin Caribbean,30,33,1581,-,25723,  ,592,7422,2016,25723
102.37,0.023020258,0,6,Non-Latin Caribbean,0,33,1396,-,8487,  ,2,8688,2016,20700
563.15,0.053388769,0.038,4,Southern Cone,608,33,355129,-,281716,  ,847,1586476,2016,281716
95.79,0.524953172,0.019,2,Central America Ithsmus and Mexico,32,33,13309,-,175005,  ,880,167634,2016,175005
126.65,0.632365785,0.057,3,Andean Subregion,101,33,51617,-,139220,  ,1115,176322,2016,139220
204.06,0.176452071,0.04,7,The Americas,771,33,423761,-,954270,  ,3436,1947271,2016,966483
