Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
8.74,0,0,6,Virgin Islands (US),0,35,9,35,103,DEN,0,9,2016,103
689.76,0.055412585,0.04,4,Brazil,581,35,311784,35,209568,"DEN 1,2,3,4",801,1445520,2016,209568
904.36,,,2,Belize,,35,111,35,367,DEN 3,,3319,2016,367
5.05,0,0,5,Puerto Rico,0,35,186,35,3681,"DEN 1,2,3,4",0,186,2016,3681
"1,013.90",0.070396715,0.023,4,Paraguay,16,35,2536,35,6725,"DEN 1,3,4",48,68185,2016,6725
55.78,10.03367003,0.505,5,Dominican Republic,30,35,0,35,10649,DEN,596,5940,2016,10649
38.82,0,0,4,Uruguay,0,35,26,35,3444,DEN 1,0,1337,2016,3444
82.09,0.374908205,0.131,3,Venezuela,34,35,,35,31519,"DEN 1,2,3,4",97,25873,2016,31519
39.36,0,0,6,Antigua and Barbuda,0,35,3,28,94,DEN 2,0,37,2016,94
175.5,0,0.014,4,Argentina,11,35,41208,35,43847,"DEN 1,4",0,76952,2016,43847
226.97,0,0,6,Bahamas,0,35,76,29,393,DEN,0,892,2016,393
378.35,0,0,6,Barbados,0,35,241,24,291,DEN,0,1101,2016,291
2.82,0,0,6,Bermuda,0,35,0,28,71,DEN,0,2,2016,71
253.55,0.12677944,0.004,3,Bolivia,1,35,3552,35,10888,"DEN 1,2,4",35,27607,2016,10888
152.94,0,0,6,Virgin Islands (UK),0,35,52,24,34,DEN,0,52,2016,34
,,,1,Canada,0,35,0,35,0,  ,0,0,2016,0
91.23,0,0,6,Cayman Islands,0,35,52,30,57,DEN 3,0,52,2016,57
0.24,0,0,4,Chile,0,35,0,34,18132,DEN 1,0,43,2016,18132
180.4,1.011689111,0.036,3,Colombia,32,35,36774,35,48654,"DEN 1,2,3,4",888,87774,2016,48654
343.4,0,0,2,Costa Rica,0,35,0,35,4857,"DEN 1,2,3",0,16679,2016,4857
12.27,0,0,5,Cuba,0,35,1398,26,11393,"DEN 2,3",0,1398,2016,11393
381.08,0,0,6,Dominica,0,35,0,32,74,DEN,0,282,2016,74
429.73,0,0,6,Dominica,0,35,0,32,74,0,0,318,2016,74
77.28,0.268498776,0.024,3,Ecuador,3,35,12663,35,16385,"DEN 1,2,4",34,12663,2016,16385
114.59,2.456339628,0.014,2,El Salvador,1,35,95,35,6146,DEN 2,173,7043,2016,6146
737.32,0,0,6,French Guiana,0,35,12,35,276,"DEN 1,2",0,2035,2016,276
103.6,0,0,6,Grenada,0,35,24,28,111,DEN 1,0,115,2016,111
27.6,0,0,6,Guadeloupe,0,35,23,16,471,DEN 1,0,130,2016,471
39.19,0.59687787,0.015,2,Guatemala,1,35,330,35,16673,"DEN 1,2,3,4",39,6534,2016,16673
39.3,0,0,6,Guyana,0,35,303,16,771,DEN,0,303,2016,771
230.54,1.260526455,0.011,2,Honduras,2,35,64,33,8190,DEN,238,18881,2016,8190
56.01,0.127388535,0,6,Jamaica,0,35,102,35,2803,"DEN 3,4",2,1570,2016,2803
109.09,0,0,6,Martinique,0,35,24,30,396,"DEN 1,2,3",0,432,2016,396
52.72,0.741789438,0.015,2,Mexico,10,35,8314,35,128632,"DEN 1,2,3,4",503,67809,2016,128632
80,0,0,6,Montserrat,0,35,0,28,5,DEN,0,4,2016,5
688.6,0,0,6,Aruba,0,35,64,29,114,DEN,0,785,2016,114
"1,001.19",0,0.018,2,Nicaragua,11,35,4700,34,6150,DEN 2,0,61573,2016,6150
83.51,0.330132053,0.27,2,Panama,9,35,924,35,3990,"DEN 1,2,3",11,3332,2016,3990
87.42,0.374410483,0.122,3,Peru,34,35,14457,35,31774,"DEN 1,2,3",104,27777,2016,31774
"6,444.44",0,0,6,Saint Barthelemy,0,35,91,16,9,DEN 1,0,580,2016,9
50,0,0,6,Saint Kitts and Nevis,0,35,0,32,52,DEN,0,26,2016,52
88.24,0,0,6,Anguilla,0,35,0,32,17,DEN,0,15,2016,17
68.29,0,0,6,Saint Lucia,0,35,32,28,164,DEN 1,0,112,2016,164
512.2,0,0,6,Saint Martin,0,35,1,16,41,DEN 2,0,210,2016,41
149.02,0,0,6,Saint Vincent and the Grenadines,0,35,3,28,102,DEN,0,152,2016,102
2.55,0,0,6,Suriname,0,35,1,27,548,DEN 1,0,14,2016,548
43.3,0,0,6,Trinidad and Tobago,0,35,6,32,1365,"DEN 1,3",0,591,2016,1365
537.25,0,0,6,Turks and Caicos Islands,0,35,274,32,51,DEN,0,274,2016,51
0.24,0,0,1,United States of America,0,35,781,35,324119,DEN,0,781,2016,324119
,,,6,Haiti,,35,,-,10848,  ,,,2016,10848
0.24,0,0,1,North America,0,35,781,-,324119,  ,0,781,2016,324119
29.25,7.921318448,0.399,5,Latin Caribbean,30,35,1584,-,25723,  ,596,7524,2016,25723
118.92,0.019815714,0,6,Non-Latin Caribbean,0,35,1393,-,8487,  ,2,10093,2016,20700
565.12,0.053327906,0.038,4,Southern Cone,608,35,355554,-,281716,  ,849,1592037,2016,281716
105.81,0.520602689,0.018,2,Central America Ithsmus and Mexico,34,35,14538,-,175005,  ,964,185170,2016,175005
130.51,0.6373353,0.057,3,Andean Subregion,104,35,67446,-,139220,  ,1158,181694,2016,139220
207.21,0.180498751,0.039,7,The Americas,776,35,441296,-,954270,  ,3569,1977299,2016,966483
