Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
693.71,0.055578331,0.04,4,Brazil,585,39,312643,39,209568,"DEN 1,2,3,4",808,1453804,2016,209568
"1,058.04",,,2,Belize,,39,120,39,367,DEN 3,,3883,2016,367
5.08,0,0,5,Puerto Rico,0,39,187,39,3681,"DEN 1,2,3,4",0,187,2016,3681
"1,026.41",0.069539014,0.023,4,Paraguay,16,39,2537,39,6725,"DEN 1,3,4",48,69026,2016,6725
57.41,9.911678116,0.491,5,Dominican Republic,30,39,0,39,10649,DEN,606,6114,2016,10649
38.82,0,0,4,Uruguay,0,39,26,39,3444,DEN 1,0,1337,2016,3444
8.74,0,0,6,Virgin Islands (US),0,39,9,39,103,DEN,0,9,2016,103
39.36,0,0,6,Antigua and Barbuda,0,39,3,36,94,DEN 2,0,37,2016,94
175.62,0,0.013,4,Argentina,10,39,41207,38,43847,"DEN 1,4",0,77002,2016,43847
226.97,0,0,6,Bahamas,0,39,76,29,393,DEN,0,892,2016,393
424.4,0,0,6,Barbados,0,39,349,36,291,DEN,0,1235,2016,291
2.82,0,0,6,Bermuda,0,39,0,36,71,DEN,0,2,2016,71
266.84,0.12046534,0.003,3,Bolivia,1,39,3552,38,10888,"DEN 1,2,4",35,29054,2016,10888
238.24,0,0,6,Virgin Islands (UK),0,39,81,36,34,DEN,0,81,2016,34
,,,1,Canada,0,39,0,39,0,  ,0,0,2016,0
189.47,0,0,6,Cayman Islands,0,39,1,36,57,DEN 3,0,108,2016,57
0.24,0,0,4,Chile,0,39,0,38,18132,DEN 1,0,43,2016,18132
189.32,1.00314841,0.04,3,Colombia,37,39,37423,39,48654,"DEN 1,2,3,4",924,92110,2016,48654
388.61,0,0,2,Costa Rica,0,39,0,39,4857,"DEN 1,2,3",0,18875,2016,4857
12.27,0,0,5,Cuba,0,39,1398,38,11393,"DEN 2,3",0,1398,2016,11393
381.08,0,0,6,Dominica,0,39,0,32,74,DEN,0,282,2016,74
429.73,0,0,6,Dominica,0,39,0,32,74,0,0,318,2016,74
79.66,0.275819798,0.031,3,Ecuador,4,39,13052,38,16385,"DEN 1,2,4",36,13052,2016,16385
122.21,2.423112768,0.013,2,El Salvador,1,39,109,39,6146,DEN 2,182,7511,2016,6146
189.13,0,0,6,French Guiana,0,39,9,39,276,"DEN 1,2",0,522,2016,276
103.6,0,0,6,Grenada,0,39,24,28,111,DEN 1,0,115,2016,111
37.58,0,0,6,Guadeloupe,0,39,15,39,471,DEN 1,0,177,2016,471
43.06,0.543251149,0.014,2,Guatemala,1,39,330,38,16673,"DEN 1,2,3,4",39,7179,2016,16673
39.3,0,0,6,Guyana,0,39,303,16,771,DEN,0,303,2016,771
248.11,1.289370079,0.01,2,Honduras,2,39,76,38,8190,DEN,262,20320,2016,8190
56.01,0.127388535,0,6,Jamaica,0,39,102,35,2803,"DEN 3,4",2,1570,2016,2803
39.9,0,0,6,Martinique,0,39,13,39,396,"DEN 1,2,3",0,158,2016,396
69.09,0.658227848,0.012,2,Mexico,11,39,10622,39,128632,"DEN 1,2,3,4",585,88875,2016,128632
80,0,0,6,Montserrat,0,39,0,28,5,DEN,0,4,2016,5
806.14,0,0,6,Aruba,0,39,76,39,114,DEN,0,919,2016,114
"1,127.14",0,0.023,2,Nicaragua,16,39,5190,38,6150,DEN 2,0,69319,2016,6150
100.5,0.29925187,0.224,2,Panama,9,39,1161,39,3990,"DEN 1,2,3",12,4010,2016,3990
89.43,0.394158015,0.123,3,Peru,35,39,14819,39,31774,"DEN 1,2,3",112,28415,2016,31774
866.67,0,0,6,Saint Barthelemy,0,39,58,39,9,DEN 1,0,78,2016,9
63.46,0,0,6,Saint Kitts and Nevis,0,39,0,36,52,DEN,0,33,2016,52
88.24,0,0,6,Anguilla,0,39,0,32,17,DEN,0,15,2016,17
90.85,0,0,6,Saint Lucia,0,39,49,36,164,DEN 1,0,149,2016,164
103.66,0,0,6,Saint Lucia,0,39,49,36,164,DEN 1,0,170,2016,164
70.73,0,0,6,Saint Martin,0,39,3,39,41,DEN 2,0,29,2016,41
149.02,0,0,6,Saint Vincent and the Grenadines,0,39,3,28,102,DEN,0,152,2016,102
2.55,0,0,6,Suriname,0,39,1,27,548,DEN 1,0,14,2016,548
43.3,0,0,6,Trinidad and Tobago,0,39,6,32,1365,"DEN 1,3",0,591,2016,1365
537.25,0,0,6,Turks and Caicos Islands,0,39,274,32,51,DEN,0,274,2016,51
0.27,0,0,1,United States of America,0,39,863,39,324119,DEN,0,863,2016,324119
84.93,0.369816959,0.134,3,Venezuela,36,39,5232,39,31519,"DEN 1,2,3,4",99,26770,2016,31519
,,,6,Haiti,,39,,-,10848,  ,,,2016,10848
0.27,0,0,1,North America,0,39,863,-,324119,  ,0,863,2016,324119
29.93,7.871152098,0.39,5,Latin Caribbean,30,39,1585,-,25723,  ,606,7699,2016,25723
95.21,0.024280685,0,6,Non-Latin Caribbean,0,39,1504,-,8651,  ,2,8237,2016,20700
568.38,0.053459504,0.038,4,Southern Cone,611,39,356413,-,281716,  ,856,1601212,2016,281716
125.69,0.490971578,0.018,2,Central America Ithsmus and Mexico,40,39,17608,-,175005,  ,1080,219972,2016,175005
136.04,0.636744262,0.06,3,Andean Subregion,113,39,74078,-,139220,  ,1206,189401,2016,139220
212.42,0.184967426,0.039,7,The Americas,794,39,452051,-,954434,  ,3750,2027384,2016,966483
