Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
4.89,0,0,5,Puerto Rico,0,31,180,31,3681,"DEN 1,2,3,4",0,180,2016,3681
8.74,0,0,6,Virgin Islands (US),0,31,9,31,103,DEN,0,9,2016,103
744.14,,,2,Belize,,31,100,31,367,DEN 3,,2731,2016,367
839.45,0.085026482,0.028,4,Paraguay,16,31,2536,31,6725,"DEN 1,3,4",48,56453,2016,6725
38.82,0,0,4,Uruguay,0,31,26,31,3444,DEN 1,0,1337,2016,3444
685.24,0.055360691,0.04,4,Brazil,580,31,310798,31,209568,"DEN 1,2,3,4",795,1436037,2016,209568
78.37,0.384584244,0.13,3,Venezuela,32,31,4775,31,31519,"DEN 1,2,3,4",95,24702,2016,31519
39.36,0,0,6,Antigua and Barbuda,0,31,3,28,94,DEN 2,0,37,2016,94
175.16,0,0.014,4,Argentina,11,31,41207,30,43847,"DEN 1,4",0,76803,2016,43847
226.97,0,0,6,Bahamas,0,31,76,29,393,DEN,0,892,2016,393
378.35,0,0,6,Barbados,0,31,241,24,291,DEN,0,1101,2016,291
2.82,0,0,6,Bermuda,0,31,0,28,71,DEN,0,2,2016,71
264.67,0.159627997,0,3,Bolivia,0,31,3512,31,10888,"DEN 1,2,4",46,28817,2016,10888
152.94,0,0,6,Virgin Islands (UK),0,31,52,24,34,DEN,0,52,2016,34
,,,1,Canada,0,31,0,31,0,  ,0,0,2016,0
91.23,0,0,6,Cayman Islands,0,31,52,30,57,DEN 3,0,52,2016,57
0.22,0,0,4,Chile,0,31,0,8,18132,DEN 1,0,40,2016,18132
163.58,1.019010642,0.029,3,Colombia,23,31,21899,31,48654,"DEN 1,2,3,4",811,79587,2016,48654
282.05,0,0,2,Costa Rica,0,31,0,31,4857,"DEN 1,2,3",0,13699,2016,4857
12.27,0,0,5,Cuba,0,31,1398,26,11393,"DEN 2,3",0,1398,2016,11393
317.57,0,0,6,Dominica,0,31,0,24,74,DEN,0,235,2016,74
347.3,0,0,6,Dominica,0,31,0,24,74,0,0,257,2016,74
53.59,10.32065884,0.526,5,Dominican Republic,30,31,0,31,10649,DEN,589,5707,2016,10649
72.44,0.278011794,0.025,3,Ecuador,3,31,11512,31,16385,"DEN 1,2,4",33,11870,2016,16385
107.7,2.311527421,0.015,2,El Salvador,1,31,86,31,6146,DEN 2,153,6619,2016,6146
228.26,0,0,6,French Guiana,0,31,15,14,276,"DEN 1,2",0,630,2016,276
103.6,0,0,6,Grenada,0,31,24,28,111,DEN 1,0,115,2016,111
27.6,0,0,6,Guadeloupe,0,31,23,16,471,DEN 1,0,130,2016,471
28.27,0.594101422,0,2,Guatemala,0,31,326,30,16673,"DEN 1,2,3,4",28,4713,2016,16673
39.3,0,0,6,Guyana,0,31,303,16,771,DEN,0,303,2016,771
221.04,1.298127382,0.006,2,Honduras,1,31,86,31,8190,DEN,235,18103,2016,8190
48.31,0.147710487,0,6,Jamaica,0,31,102,28,2803,"DEN 3,4",2,1354,2016,2803
109.09,0,0,6,Martinique,0,31,24,30,396,"DEN 1,2,3",0,432,2016,396
37.21,3.037583304,0.021,2,Mexico,10,31,6118,31,128632,"DEN 1,2,3,4",1454,47867,2016,128632
80,0,0,6,Montserrat,0,31,0,28,5,DEN,0,4,2016,5
688.6,0,0,6,Aruba,0,31,64,29,114,DEN,0,785,2016,114
902.29,0,0.027,2,Nicaragua,15,31,4500,31,6150,DEN 2,0,55491,2016,6150
69.82,0.143575018,0.108,2,Panama,3,31,764,31,3990,"DEN 1,2,3",4,2786,2016,3990
85.69,0.363609652,0.121,3,Peru,33,31,13192,31,31774,"DEN 1,2,3",99,27227,2016,31774
"6,444.44",0,0,6,Saint Barthelemy,0,31,91,16,9,DEN 1,0,580,2016,9
44.23,0,0,6,Saint Kitts and Nevis,0,31,0,24,52,DEN,0,23,2016,52
58.82,0,0,6,Anguilla,0,31,0,28,17,DEN,0,10,2016,17
68.29,0,0,6,Saint Lucia,0,31,32,28,164,DEN 1,0,112,2016,164
512.2,0,0,6,Saint Martin,0,31,1,16,41,DEN 2,0,210,2016,41
149.02,0,0,6,Saint Vincent and the Grenadines,0,31,3,28,102,DEN,0,152,2016,102
2.55,0,0,6,Suriname,0,31,1,27,548,DEN 1,0,14,2016,548
29.82,0,0,6,Trinidad and Tobago,0,31,6,24,1365,"DEN 1,3",0,407,2016,1365
423.53,0,0,6,Turks and Caicos Islands,0,31,216,24,51,DEN,0,216,2016,51
0.21,0,0,1,United States of America,0,31,667,31,324119,DEN,0,667,2016,324119
,,,6,Haiti,,31,,-,10848,  ,,,2016,10848
0.21,0,0,1,North America,0,31,667,-,324119,  ,0,667,2016,324119
28.32,8.085106383,0.412,5,Latin Caribbean,30,31,1578,-,25723,  ,589,7285,2016,25723
95.61,0.024648755,0,6,Non-Latin Caribbean,0,31,1338,-,8487,  ,2,8114,2016,20700
557.54,0.053671363,0.039,4,Southern Cone,607,31,354567,-,281716,  ,843,1570670,2016,281716
86.86,1.232821741,0.02,2,Central America Ithsmus and Mexico,30,31,11980,-,175005,  ,1874,152009,2016,175005
123.69,0.629489614,0.053,3,Andean Subregion,91,31,54890,-,139220,  ,1084,172203,2016,139220
200.25,0.22983357,0.04,7,The Americas,758,31,425020,-,954270,  ,4392,1910948,2016,966483
