Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
8.74,0,0,6,Virgin Islands (US),0,10,9,10,103,DEN,0,9,2016,103
301.63,,,2,Belize,,10,75,10,367,DEN 3,,1107,2016,367
254.54,0,0.064,4,Paraguay,11,10,1774,10,6725,"DEN 1,3,4",0,17118,2016,6725
0.08,0,0,1,United States of America,0,10,259,10,324119,DEN,0,259,2016,324119
47.63,0.433015788,0.147,3,Venezuela,22,10,,10,31519,"DEN 1,2,3,4",65,15011,2016,31519
2.13,0,0,6,Antigua and Barbuda,0,10,2,4,94,DEN,0,2,2016,94
74.57,0,0,4,Argentina,0,10,15402,10,43847,"DEN 1,4",0,32697,2016,43847
69.42,0,0,6,Barbados,0,10,202,4,291,DEN,0,202,2016,291
0,,,6,Bermuda,0,10,0,8,71,  ,0,0,2016,71
373.19,0.060350725,0.042,4,Brazil,330,10,186225,10,209568,"DEN 1,2,3,4",472,782095,2016,209568
,,,1,Canada,0,10,0,10,0,  ,0,0,2016,0
0.22,0,0,4,Chile,0,10,0,8,18132,DEN 1,0,40,2016,18132
61.15,1.401539341,0,3,Colombia,0,10,9860,10,48654,"DEN 1,2,3,4",417,29753,2016,48654
121.23,0,0,2,Costa Rica,0,10,0,10,4857,"DEN 1,2,3",0,5888,2016,4857
144.59,0,0,6,Dominica,0,10,0,4,74,DEN,0,107,2016,74
26.86,11.67832168,0.629,5,Dominican Republic,18,10,0,10,10649,DEN,334,2860,2016,10649
23.38,0.234986945,0,3,Ecuador,0,10,3830,10,16385,"DEN 1,2,4",9,3830,2016,16385
44.29,2.16752388,0,2,El Salvador,0,10,52,10,6146,DEN 2,59,2722,2016,6146
197.46,0,0,6,French Guiana,0,10,15,4,276,"DEN 1,2",0,545,2016,276
12.61,0,0,6,Grenada,0,10,5,8,111,DEN 1,0,14,2016,111
1.91,0,0,6,Guadeloupe,0,10,9,4,471,DEN,0,9,2016,471
7.07,0,0,2,Guatemala,0,10,243,8,16673,"DEN 1,2,3,4",0,1179,2016,16673
8.3,0,0,6,Guyana,0,10,64,4,771,DEN,0,64,2016,771
74.19,2.040816327,0.016,2,Honduras,1,10,0,10,8190,DEN,124,6076,2016,8190
12.77,0.279329609,0,6,Jamaica,0,10,38,10,2803,DEN,1,358,2016,2803
4.04,0,0,6,Martinique,0,10,16,4,396,DEN,0,16,2016,396
12.71,3.921208784,0,2,Mexico,0,10,2288,10,128632,"DEN1,2,3,4",641,16347,2016,128632
0,,,6,Montserrat,0,10,0,8,5,  ,0,0,2016,5
129.38,0,0.075,2,Nicaragua,6,10,1046,9,6150,DEN,0,7957,2016,6150
14.49,0.173010381,0,2,Panama,0,10,303,10,3990,"DEN 1,2,3",1,578,2016,3990
28.07,0.369955157,0.067,3,Peru,6,10,2830,10,31774,"DEN 1,2, 3",33,8920,2016,31774
2.44,0,0,5,Puerto Rico,0,10,90,10,3681,"DEN 1,2,3,4",0,90,2016,3681
288.89,0,0,6,Saint Barthelemy,0,10,26,4,9,DEN 1,0,26,2016,9
29.41,0,0,6,Anguilla,0,10,0,8,17,DEN,0,5,2016,17
0,,,6,Saint Martin,0,10,0,4,41,  ,0,0,2016,41
1.96,0,0,6,Saint Vincent and the Grenadines,0,10,2,4,102,DEN,0,2,2016,102
301.96,0,0,6,Turks and Caicos Islands,0,10,154,8,51,DEN,0,154,2016,51
32.69,0,0,4,Uruguay,0,10,23,10,3444,DEN 1,0,1126,2016,3444
,,,6,Cayman Islands,,10,,-,57,  ,,,2016,57
,,,6,Aruba,,10,,-,114,  ,,,2016,114
,,,6,Haiti,,10,,-,10848,  ,,,2016,10848
,,,5,Cuba,,10,,-,11393,  ,,,2016,11393
,,,6,Saint Lucia,,10,,-,164,  ,,,2016,164
,,,6,Bahamas,,10,,-,393,  ,,,2016,393
,,,6,Trinidad and Tobago,,10,,-,1365,  ,,,2016,1365
,,,6,Saint Kitts and Nevis,,10,,-,52,  ,,,2016,52
,,,6,Suriname,,10,,-,548,  ,,,2016,548
,,,6,Virgin Islands (UK),,10,,-,34,  ,,,2016,34
,,,3,Bolivia,,10,,-,10888,  ,,,2016,10888
0.08,0,0,1,North America,0,10,259,-,324119,  ,0,259,2016,324119
20.59,11.3220339,0.61,5,Latin Caribbean,18,10,90,-,14330,  ,334,2950,2016,25723
26.61,0.066093853,0,6,Non-Latin Caribbean,0,10,542,-,5686,  ,1,1513,2016,20700
295.71,0.056657496,0.041,4,Southern Cone,341,10,203424,-,281716,  ,472,833076,2016,281716
23.92,1.971137765,0.017,2,Central America Ithsmus and Mexico,7,10,4007,-,175005,  ,825,41854,2016,175005
44.82,0.911082519,0.049,3,Andean Subregion,28,10,16520,-,128332,  ,524,57514,2016,139220
100.86,0.230055294,0.042,7,The Americas,394,10,224842,-,929188,  ,2156,937166,2016,966483
