Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
532.76,,,2,Belize,,27,161,27,348,DEN 2,,1854,2015,348
15.22,0,0,6,Antigua and Barbuda,0,27,6,20,92,DEN,0,14,2015,92
6.25,0,0,4,Argentina,0,27,244,27,42155,"DEN 1,4",0,2636,2015,42155
1.29,0,0,6,Bahamas,0,27,1,12,388,DEN,0,5,2015,388
33.33,0,0,6,Barbados,0,27,16,20,291,DEN 1,0,97,2015,291
0,,,6,Bermuda,0,27,0,20,70,  ,0,0,2015,70
118.18,0,0,6,Virgin Islands (UK),0,27,27,20,33,DEN,0,39,2015,33
,,,1,Canada,0,27,0,27,0,  ,0,0,2015,0
42.86,0,0,6,Cayman Islands,0,27,1,24,56,"DEN 2,3,4",0,24,2015,56
0.04,0,0,4,Chile,0,27,7,9,17924,DEN,0,7,2015,17924
107.62,1.253236276,0.068,3,Colombia,36,27,0,27,49529,"DEN 1,2,3,4",668,53302,2015,49529
47.68,0,0,2,Costa Rica,0,27,0,27,5002,"DEN 1,2,3",0,2385,2015,5002
33.78,0,0,6,Dominica,0,27,2,24,74,DEN,0,25,2015,74
26.1,1.402877698,1.403,5,Dominican Republic,39,27,0,27,10652,"DEN 2,3,4",39,2780,2015,10652
70.22,0.105318589,0.018,3,Ecuador,2,27,414,17,16226,"DEN 1,2,3,4",12,11394,2015,16226
168.24,0.656738507,0,2,El Salvador,0,27,2172,27,6426,"DEN 1,2,3",71,10811,2015,6426
359.92,0,0,6,French Guiana,0,27,311,24,262,"DEN 1,2,4",0,943,2015,262
6.31,0,0,6,Grenada,0,27,7,20,111,DEN,0,7,2015,111
7.45,0,0,6,Guadeloupe,0,27,7,25,470,DEN,0,35,2015,470
54.27,0.068011789,0.045,2,Guatemala,4,27,227,27,16255,"DEN 1,2,3,4",6,8822,2015,16255
17.57,0,0,6,Guyana,0,27,142,24,808,DEN,0,142,2015,808
0.53,0,0,6,Haiti,0,27,0,22,10604,"DEN 1,2,3,4",0,56,2015,10604
357.75,2.133589939,0,2,Honduras,0,27,0,27,8424,DEN,643,30137,2015,8424
1.03,0,0,6,Jamaica,0,27,3,27,2813,DEN 4,0,29,2015,2813
7.39,0,0,6,Martinique,0,27,8,25,406,DEN,0,30,2015,406
44.41,2.348076232,0.018,2,Mexico,10,27,6620,27,125236,"DEN 1,2,3,4",1306,55620,2015,125236
0,,,6,Montserrat,0,27,0,24,5,  ,0,0,2015,5
236.31,0,0,2,Nicaragua,0,27,261,27,6257,"DEN 2,3",0,14786,2015,6257
23.29,0,0,2,Panama,0,27,521,27,3988,"DEN 1,2,3",0,929,2015,3988
522.78,0.013599151,0.005,4,Paraguay,2,27,3736,27,7033,"DEN 1,2,4",5,36767,2015,7033
99.38,0.329372255,0.103,3,Peru,32,27,14459,26,31161,"DEN 2,3",102,30968,2015,31161
25.19,0,0,5,Puerto Rico,0,27,32,26,3680,"DEN 1,2,3,4",0,927,2015,3680
88.89,0,0,6,Saint Barthelemy,0,27,8,25,9,DEN,0,8,2015,9
9.62,0,0,6,Saint Kitts and Nevis,0,27,1,24,52,DEN,0,5,2015,52
50,0,0,6,Anguilla,0,27,2,20,16,DEN,0,8,2015,16
7.93,0,0,6,Saint Lucia,0,27,9,27,164,DEN 1,0,13,2015,164
246.34,0,0,6,Saint Martin,0,27,42,25,41,DEN,0,101,2015,41
0,,,6,Saint Vincent and the Grenadines,0,27,0,24,103,  ,0,0,2015,103
0.36,0,0,6,Suriname,0,27,2,21,548,DEN,0,2,2015,548
2.08,0,0,6,Trinidad and Tobago,0,27,1,4,1347,DEN 1,0,28,2015,1347
192,0,0,6,Turks and Caicos Islands,0,27,96,24,50,DEN,0,96,2015,50
0.06,0,0,1,United States of America,0,27,195,27,325128,DEN,0,195,2015,325128
2.88,0,0,6,Virgin Islands (US),0,27,3,27,104,DEN,0,3,2015,104
0,,,4,Uruguay,0,27,0,27,3430,  ,0,0,2015,3430
198.81,0.310233131,,3,Bolivia,,27,,27,11025,"DEN 1,4",68,21919,2015,11025
707.63,0.09999091,0.055,4,Brazil,789,27,360331,27,203657,"DEN 1,2,3,4",1441,1441131,2015,203657
,,,6,Aruba,,27,,-,112,  ,,,2015,112
,,,3,Venezuela,,27,,-,31293,  ,,,2015,31293
,,,5,Cuba,,27,,-,11249,  ,,,2015,11249
0.06,0,0,1,North America,0,27,195,-,325128,  ,0,195,2015,325128
25.87,1.052063663,1.052,5,Latin Caribbean,39,27,32,-,14332,  ,39,3707,2015,25581
9.04,0,0,6,Non-Latin Caribbean,0,27,695,-,18917,  ,0,1710,2015,19029
539.95,0.097667001,0.053,4,Southern Cone,791,27,364318,-,274199,  ,1446,1480541,2015,274199
72.9,1.6163518,0.011,2,Central America Ithsmus and Mexico,14,27,9962,-,171936,  ,2026,125344,2015,171936
108.93,0.722893616,0.06,3,Andean Subregion,70,27,14873,-,107941,  ,850,117583,2015,139234
189.5,0.252215051,0.053,7,The Americas,914,27,390075,-,912453,  ,4361,1729080,2015,955107
