Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
111.49,,,2,Belize,,5,29,5,348,DEN 2,,388,2015,348
0,,,6,Antigua and Barbuda,0,5,0,4,92,  ,0,0,2015,92
0.32,0,0,4,Argentina,0,5,3,5,42155,"DEN 1,4",0,136,2015,42155
0.77,0,0,6,Bahamas,0,5,0,2,388,DEN,0,3,2015,388
0,,,6,Bermuda,0,5,0,4,70,  ,0,0,2015,70
57.18,0.139971834,0.088,4,Brazil,103,5,5248,5,203657,"DEN 1,2,3,4",163,116452,2015,203657
,,,1,Canada,0,5,0,5,0,  ,0,0,2015,0
8.93,0,0,6,Cayman Islands,0,5,0,4,56,"DEN 2,3,4",0,5,2015,56
22.7,1.165273083,0,3,Colombia,0,5,0,5,49529,"DEN 1,2,3,4",131,11242,2015,49529
10.82,0,0,2,Costa Rica,0,5,0,5,5002,"DEN 1,2,3",0,541,2015,5002
13.51,0,0,6,Dominica,0,5,2,5,74,DEN,0,10,2015,74
3.11,0,1.511,5,Dominican Republic,5,5,0,5,10652,"DEN 2,3,4",0,331,2015,10652
3.31,0,0,3,Ecuador,0,5,0,4,16226,"DEN 1,2,3,4",0,537,2015,16226
21.29,0.073099415,0,2,El Salvador,0,5,62,5,6426,"DEN 1,2,3",1,1368,2015,6426
7.45,0,0,6,Guadeloupe,0,5,1,4,470,DEN,0,35,2015,470
6.4,0,0,2,Guatemala,0,5,0,5,16255,"DEN 1,2,3,4",0,1041,2015,16255
51.07,4.346815435,0,2,Honduras,0,5,0,5,8424,DEN,187,4302,2015,8424
0.18,0,0,6,Jamaica,0,5,0,4,2813,DEN 4,0,5,2015,2813
7.39,0,0,6,Martinique,0,5,3,4,406,DEN,0,30,2015,406
4.52,3.731211317,0,2,Mexico,0,5,736,5,125236,"DEN 1,2,3,4",211,5655,2015,125236
60.01,0,0,2,Nicaragua,0,5,68,5,6257,"DEN 2,3",0,3755,2015,6257
21.64,0,0,4,Paraguay,0,5,85,5,7033,"DEN 1,2,4",0,1522,2015,7033
6.31,0.407124682,0.102,3,Peru,2,5,591,5,31161,"DEN 2,3",8,1965,2015,31161
6.66,0,0,5,Puerto Rico,0,5,4,5,3680,"DEN 1,2,3,4",0,245,2015,3680
88.89,0,0,6,Saint Barthelemy,0,5,8,4,9,DEN,0,8,2015,9
5.77,0,0,6,Saint Kitts and Nevis,0,5,0,5,52,DEN,0,3,2015,52
18.75,0,0,6,Anguilla,0,5,0,4,16,DEN,0,3,2015,16
246.34,0,0,6,Saint Martin,0,5,37,4,41,DEN,0,101,2015,41
2.08,0,0,6,Trinidad and Tobago,0,5,1,4,1347,DEN 1,0,28,2015,1347
0,,,6,Turks and Caicos Islands,0,5,0,4,50,  ,0,0,2015,50
0,0,0,1,United States of America,0,5,5,5,325128,DEN,0,5,2015,325128
0,,,6,Virgin Islands (US),0,5,0,5,104,  ,0,0,2015,104
0,,,4,Uruguay,0,5,0,5,3430,  ,0,0,2015,3430
6.45,1.125175809,,3,Bolivia,,5,,5,11025,"DEN 1,4",8,711,2015,11025
,,,6,Aruba,,5,,-,112,  ,,,2015,112
,,,4,Chile,,5,,-,17924,  ,,,2015,17924
,,,3,Venezuela,,5,,-,31293,  ,,,2015,31293
,,,6,Saint Vincent and the Grenadines,,5,,-,103,  ,,,2015,103
,,,6,Guyana,,5,,-,808,  ,,,2015,808
,,,6,Haiti,,5,,-,10604,  ,,,2015,10604
,,,5,Cuba,,5,,-,11249,  ,,,2015,11249
,,,6,Saint Lucia,,5,,-,164,  ,,,2015,164
,,,6,Barbados,,5,,-,291,  ,,,2015,291
,,,2,Panama,,5,,-,3988,  ,,,2015,3988
,,,6,French Guiana,,5,,-,262,  ,,,2015,262
,,,6,Montserrat,,5,,-,5,  ,,,2015,5
,,,6,Suriname,,5,,-,548,  ,,,2015,548
,,,6,Virgin Islands (UK),,5,,-,33,  ,,,2015,33
,,,6,Grenada,,5,,-,111,  ,,,2015,111
0,0,0,1,North America,0,5,5,-,325128,  ,0,5,2015,325128
4.02,0,0.868,5,Latin Caribbean,5,5,4,-,14332,  ,0,576,2015,25581
3.86,0,0,6,Non-Latin Caribbean,0,5,52,-,5988,  ,0,231,2015,19029
46.09,0.138006943,0.087,4,Southern Cone,103,5,5336,-,256275,  ,163,118110,2015,274199
10.15,2.340175953,0,2,Central America Ithsmus and Mexico,0,5,895,-,167948,  ,399,17050,2015,171936
13.39,1.016949153,0.014,3,Andean Subregion,2,5,591,-,107941,  ,147,14455,2015,139234
17.14,0.471324962,0.073,7,The Americas,110,5,6883,-,877612,  ,709,150427,2015,955107
