Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
2.88,0,0,6,Virgin Islands (US),0,42,3,42,104,DEN,0,3,2015,104
"1,180.17",,,2,Belize,,42,401,42,348,DEN 2,,4107,2015,348
180.73,0.066371681,0,2,Costa Rica,0,42,0,42,5002,"DEN 1,2,3",6,9040,2015,5002
17.39,0,0,6,Antigua and Barbuda,0,42,6,28,92,DEN,0,16,2015,92
7.66,0,0,4,Argentina,0,42,344,42,42155,"DEN 1,4",0,3227,2015,42155
2.32,0,0,6,Bahamas,0,42,1,30,388,DEN,0,9,2015,388
33.33,0,0,6,Barbados,0,42,16,32,291,DEN 1,0,97,2015,291
0,,,6,Bermuda,0,42,0,32,70,  ,0,0,2015,70
312.12,0.970873786,0,6,Virgin Islands (UK),0,42,103,40,33,DEN,1,103,2015,33
,,,1,Canada,0,42,0,42,0,  ,0,0,2015,0
71.43,0,0,6,Cayman Islands,0,42,2,32,56,"DEN 2,3,4",0,40,2015,56
0.04,0,0,4,Chile,0,42,7,9,17924,DEN,0,7,2015,17924
154.38,1.299992153,0.08,3,Colombia,61,42,0,42,49529,"DEN 1,2,3,4",994,76462,2015,49529
33.78,0,0,6,Dominica,0,42,2,24,74,DEN,0,25,2015,74
96.24,0.838942542,0.702,5,Dominican Republic,72,42,0,42,10652,"DEN 2,3,4",86,10251,2015,10652
256.98,0.127107466,0.019,3,Ecuador,8,42,1274,42,16226,"DEN 1,2,3,4",53,41697,2015,16226
617.82,0.808543865,0.008,2,El Salvador,3,42,8795,42,6426,"DEN 1,2,3",321,39701,2015,6426
359.92,0,0,6,French Guiana,0,42,311,37,262,"DEN 1,2,4",0,943,2015,262
9.91,0,0,6,Grenada,0,42,11,32,111,DEN,0,11,2015,111
7.45,0,0,6,Guadeloupe,0,42,14,37,470,DEN,0,35,2015,470
90.35,0.170218561,0.061,2,Guatemala,9,42,824,42,16255,"DEN 1,2,3,4",25,14687,2015,16255
17.57,0,0,6,Guyana,0,42,142,24,808,DEN,0,142,2015,808
0.53,0,0,6,Haiti,0,42,0,22,10604,"DEN 1,2,3,4",0,56,2015,10604
472.97,2.166001556,0,2,Honduras,0,42,0,42,8424,DEN,863,39843,2015,8424
1.85,0,0,6,Jamaica,0,42,5,39,2813,DEN 4,0,52,2015,2813
7.39,0,0,6,Martinique,0,42,8,37,406,DEN,0,30,2015,406
139.55,2.114219341,0.013,2,Mexico,22,42,18583,42,125236,"DEN 1,2,3,4",3695,174769,2015,125236
0,,,6,Montserrat,0,42,0,32,5,  ,0,0,2015,5
486.67,0.022987751,0.023,2,Nicaragua,7,42,1663,40,6257,"DEN 2,3",7,30451,2015,6257
48.47,0.155199172,0.052,2,Panama,1,42,1633,41,3988,"DEN 1,2,3",3,1933,2015,3988
502.46,0.022638519,0.008,4,Paraguay,3,42,5046,42,7033,"DEN 1,2,4",8,35338,2015,7033
121.09,0.32333298,0.109,3,Peru,41,42,18406,42,31161,"DEN 2,3",122,37732,2015,31161
42.5,0,0,5,Puerto Rico,0,42,33,42,3680,"DEN 1,2,3,4",0,1564,2015,3680
88.89,0,0,6,Saint Barthelemy,0,42,8,37,9,DEN,0,8,2015,9
9.62,0,0,6,Saint Kitts and Nevis,0,42,1,24,52,DEN,0,5,2015,52
50,0,0,6,Anguilla,0,42,2,28,16,DEN,0,8,2015,16
7.93,0,0,6,Saint Lucia,0,42,9,32,164,DEN 1,0,13,2015,164
246.34,0,0,6,Saint Martin,0,42,61,37,41,DEN,0,101,2015,41
0.97,0,0,6,Saint Vincent and the Grenadines,0,42,1,28,103,DEN,0,1,2015,103
0.36,0,0,6,Suriname,0,42,2,21,548,DEN,0,2,2015,548
2.08,0,0,6,Trinidad and Tobago,0,42,1,4,1347,DEN 1,0,28,2015,1347
192,0,0,6,Turks and Caicos Islands,0,42,96,24,50,DEN,0,96,2015,50
0.13,0,0,1,United States of America,0,42,428,42,325128,DEN,0,428,2015,325128
0,,,4,Uruguay,0,42,0,42,3430,  ,0,0,2015,3430
52.75,0.521022658,0,3,Venezuela,0,42,0,30,31293,"DEN 1,2,3,4",86,16506,2015,31293
213.52,0.318593093,,3,Bolivia,,42,,42,11025,"DEN 1,4",75,23541,2015,11025
753.89,0.100172991,0.055,4,Brazil,847,42,465153,42,203657,"DEN 1,2,3,4",1538,1535344,2015,203657
,,,6,Aruba,,42,,-,112,  ,,,2015,112
,,,5,Cuba,,42,,-,11249,  ,,,2015,11249
0.13,0,0,1,North America,0,42,428,-,325128,  ,0,428,2015,325128
82.44,0.727888278,0.609,5,Latin Caribbean,72,42,33,-,14332,  ,86,11815,2015,25581
9.64,0.054824561,0,6,Non-Latin Caribbean,0,42,805,-,18917,  ,1,1824,2015,19029
574.01,0.098226335,0.054,4,Southern Cone,850,42,470550,-,274199,  ,1546,1573916,2015,274199
182.93,1.564233732,0.013,2,Central America Ithsmus and Mexico,42,42,31899,-,171936,  ,4920,314531,2015,171936
140.73,0.678786147,0.056,3,Andean Subregion,110,42,19680,-,139234,  ,1330,195938,2015,139234
222.35,0.375657866,0.051,7,The Americas,1074,42,523395,-,943746,  ,7883,2098452,2015,955107
