Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
271.55,,,2,Belize,,15,80,15,348,DEN 2,,945,2015,348
0,,,6,Antigua and Barbuda,0,15,0,4,92,  ,0,0,2015,92
3.59,0,0,4,Argentina,0,15,174,15,42155,"DEN 1,4",0,1514,2015,42155
1.29,0,0,6,Bahamas,0,15,1,12,388,DEN,0,5,2015,388
0,,,6,Bermuda,0,15,0,4,70,  ,0,0,2015,70
442.69,0.10237617,0.058,4,Brazil,524,15,5248,15,203657,"DEN 1,2,3,4",923,901577,2015,203657
,,,1,Canada,0,15,0,15,0,  ,0,0,2015,0
8.93,0,0,6,Cayman Islands,0,15,0,4,56,"DEN 2,3,4",0,5,2015,56
0.04,0,0,4,Chile,0,15,7,9,17924,DEN,0,7,2015,17924
65.17,1.45291202,0.015,3,Colombia,5,15,0,15,49529,"DEN 1,2,3,4",469,32280,2015,49529
19.63,0,0,2,Costa Rica,0,15,0,15,5002,"DEN 1,2,3",0,982,2015,5002
13.51,0,0,6,Dominica,0,15,2,5,74,DEN,0,10,2015,74
11.75,1.277955272,1.278,5,Dominican Republic,16,15,0,15,10652,"DEN 2,3,4",16,1252,2015,10652
46.22,0.133333333,0.027,3,Ecuador,2,15,414,15,16226,"DEN 1,2,3,4",10,7500,2015,16226
45.32,0.51510989,0,2,El Salvador,0,15,455,15,6426,"DEN 1,2,3",15,2912,2015,6426
359.92,0,0,6,French Guiana,0,15,234,13,262,"DEN 1,2,4",0,943,2015,262
7.45,0,0,6,Guadeloupe,0,15,5,13,470,DEN,0,35,2015,470
15.82,0.155520995,0.117,2,Guatemala,3,15,55,15,16255,"DEN 1,2,3,4",4,2572,2015,16255
139.57,3.444756315,0,2,Honduras,0,15,0,15,8424,DEN,405,11757,2015,8424
0.53,0,0,6,Jamaica,0,15,2,14,2813,DEN 4,0,15,2015,2813
7.39,0,0,6,Martinique,0,15,5,13,406,DEN,0,30,2015,406
14.07,3.262966746,0,2,Mexico,0,15,1074,15,125236,"DEN 1,2,3,4",575,17622,2015,125236
131.68,0,0,2,Nicaragua,0,15,116,15,6257,"DEN 2,3",0,8239,2015,6257
9.5,0.263852243,0,2,Panama,0,15,262,15,3988,"DEN 1,2,3",1,379,2015,3988
256.04,0,0,4,Paraguay,0,15,2095,14,7033,"DEN 1,2,4",0,18007,2015,7033
32.51,0.365287788,0.138,3,Peru,14,15,2278,15,31161,"DEN 2,3",37,10129,2015,31161
17.45,0,0,5,Puerto Rico,0,15,29,15,3680,"DEN 1,2,3,4",0,642,2015,3680
88.89,0,0,6,Saint Barthelemy,0,15,8,13,9,DEN,0,8,2015,9
5.77,0,0,6,Saint Kitts and Nevis,0,15,0,5,52,DEN,0,3,2015,52
18.75,0,0,6,Anguilla,0,15,0,4,16,DEN,0,3,2015,16
4.27,0,0,6,Saint Lucia,0,15,4,11,164,DEN 1,0,7,2015,164
246.34,0,0,6,Saint Martin,0,15,42,13,41,DEN,0,101,2015,41
2.08,0,0,6,Trinidad and Tobago,0,15,1,4,1347,DEN 1,0,28,2015,1347
0,,,6,Turks and Caicos Islands,0,15,0,4,50,  ,0,0,2015,50
0.02,0,0,1,United States of America,0,15,49,15,325128,DEN,0,49,2015,325128
0,,,6,Virgin Islands (US),0,15,0,15,104,  ,0,0,2015,104
0,,,4,Uruguay,0,15,0,15,3430,  ,0,0,2015,3430
84.18,0.484861545,,3,Bolivia,,15,,15,11025,"DEN 1,4",45,9281,2015,11025
,,,6,Aruba,,15,,-,112,  ,,,2015,112
,,,3,Venezuela,,15,,-,31293,  ,,,2015,31293
,,,6,Saint Vincent and the Grenadines,,15,,-,103,  ,,,2015,103
,,,6,Guyana,,15,,-,808,  ,,,2015,808
,,,6,Haiti,,15,,-,10604,  ,,,2015,10604
,,,5,Cuba,,15,,-,11249,  ,,,2015,11249
,,,6,Barbados,,15,,-,291,  ,,,2015,291
,,,6,Montserrat,,15,,-,5,  ,,,2015,5
,,,6,Suriname,,15,,-,548,  ,,,2015,548
,,,6,Virgin Islands (UK),,15,,-,33,  ,,,2015,33
,,,6,Grenada,,15,,-,111,  ,,,2015,111
0.02,0,0,1,North America,0,15,49,-,325128,  ,0,49,2015,325128
13.22,0.844772967,0.845,5,Latin Caribbean,16,15,29,-,14332,  ,16,1894,2015,25581
18.6,0,0,6,Non-Latin Caribbean,0,15,304,-,6414,  ,0,1193,2015,19029
335.93,0.100205731,0.057,4,Southern Cone,524,15,7524,-,274199,  ,923,921105,2015,274199
26.41,2.202255109,0.007,2,Central America Ithsmus and Mexico,3,15,2042,-,171936,  ,1000,45408,2015,171936
54.84,0.947795236,0.035,3,Andean Subregion,21,15,2692,-,107941,  ,561,59190,2015,139234
114.32,0.242992344,0.055,7,The Americas,564,15,12640,-,899950,  ,2500,1028839,2015,955107
