Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
2.88,0,0,6,Virgin Islands (US),0,44,3,44,104,DEN,0,3,2015,104
"1,266.67",,,2,Belize,,44,426,44,348,DEN 2,,4408,2015,348
215.29,0.05571548,0,2,Costa Rica,0,44,0,44,5002,"DEN 1,2,3",6,10769,2015,5002
17.39,0,0,6,Antigua and Barbuda,0,44,6,28,92,DEN,0,16,2015,92
7.86,0,0,4,Argentina,0,44,344,44,42155,"DEN 1,4",0,3313,2015,42155
2.32,0,0,6,Bahamas,0,44,1,30,388,DEN,0,9,2015,388
33.33,0,0,6,Barbados,0,44,16,32,291,DEN 1,0,97,2015,291
0,,,6,Bermuda,0,44,0,32,70,  ,0,0,2015,70
312.12,0.970873786,0,6,Virgin Islands (UK),0,44,103,40,33,DEN,1,103,2015,33
,,,1,Canada,0,44,0,44,0,  ,0,0,2015,0
71.43,0,0,6,Cayman Islands,0,44,2,32,56,"DEN 2,3,4",0,40,2015,56
0.04,0,0,4,Chile,0,44,7,9,17924,DEN,0,7,2015,17924
157.73,1.327393981,0.078,3,Colombia,61,44,0,44,49529,"DEN 1,2,3,4",1037,78123,2015,49529
33.78,0,0,6,Dominica,0,44,2,24,74,DEN,0,25,2015,74
114.74,0.703649157,0.638,5,Dominican Republic,78,44,0,44,10652,"DEN 2,3,4",86,12222,2015,10652
258.37,0.128807576,0.019,3,Ecuador,8,44,1274,44,16226,"DEN 1,2,3,4",54,41923,2015,16226
664.44,0.777572195,0.007,2,El Salvador,3,44,9044,44,6426,"DEN 1,2,3",332,42697,2015,6426
359.92,0,0,6,French Guiana,0,44,311,37,262,"DEN 1,2,4",0,943,2015,262
9.91,0,0,6,Grenada,0,44,11,32,111,DEN,0,11,2015,111
7.45,0,0,6,Guadeloupe,0,44,14,37,470,DEN,0,35,2015,470
93.12,0.17176455,0.059,2,Guatemala,9,44,824,44,16255,"DEN 1,2,3,4",26,15137,2015,16255
17.57,0,0,6,Guyana,0,44,142,24,808,DEN,0,142,2015,808
0.53,0,0,6,Haiti,0,44,0,22,10604,"DEN 1,2,3,4",0,56,2015,10604
483.74,2.223312883,0.007,2,Honduras,3,44,0,44,8424,DEN,906,40750,2015,8424
1.88,0,0,6,Jamaica,0,44,6,43,2813,DEN 4,0,53,2015,2813
7.39,0,0,6,Martinique,0,44,8,37,406,DEN,0,30,2015,406
151.34,2.142129784,0.013,2,Mexico,25,44,20409,44,125236,"DEN 1,2,3,4",4060,189531,2015,125236
0,,,6,Montserrat,0,44,0,32,5,  ,0,0,2015,5
593.67,0.021536639,0.022,2,Nicaragua,8,44,2478,44,6257,"DEN 2,3",8,37146,2015,6257
48.47,0.155199172,0.052,2,Panama,1,44,1633,41,3988,"DEN 1,2,3",3,1933,2015,3988
600.37,0.018946571,0.007,4,Paraguay,3,44,5973,43,7033,"DEN 1,2,4",8,42224,2015,7033
122.46,0.319698121,0.107,3,Peru,41,44,18516,44,31161,"DEN 2,3",122,38161,2015,31161
44.4,0,0,5,Puerto Rico,0,44,39,44,3680,"DEN 1,2,3,4",0,1634,2015,3680
88.89,0,0,6,Saint Barthelemy,0,44,8,37,9,DEN,0,8,2015,9
9.62,0,0,6,Saint Kitts and Nevis,0,44,1,24,52,DEN,0,5,2015,52
50,0,0,6,Anguilla,0,44,2,28,16,DEN,0,8,2015,16
7.93,0,0,6,Saint Lucia,0,44,9,32,164,DEN 1,0,13,2015,164
246.34,0,0,6,Saint Martin,0,44,61,37,41,DEN,0,101,2015,41
0.97,0,0,6,Saint Vincent and the Grenadines,0,44,1,28,103,DEN,0,1,2015,103
0.36,0,0,6,Suriname,0,44,2,21,548,DEN,0,2,2015,548
2.08,0,0,6,Trinidad and Tobago,0,44,1,4,1347,DEN 1,0,28,2015,1347
192,0,0,6,Turks and Caicos Islands,0,44,96,24,50,DEN,0,96,2015,50
0.14,0,0,1,United States of America,0,44,451,44,325128,DEN,0,451,2015,325128
0,,,4,Uruguay,0,44,0,44,3430,  ,0,0,2015,3430
52.75,0.521022658,0,3,Venezuela,0,44,0,30,31293,"DEN 1,2,3,4",86,16506,2015,31293
217.31,0.317221805,,3,Bolivia,,44,,44,11025,"DEN 1,4",76,23958,2015,11025
761.73,0.099786117,0.055,4,Brazil,849,44,465153,44,203657,"DEN 1,2,3,4",1548,1551318,2015,203657
,,,6,Aruba,,44,,-,112,  ,,,2015,112
,,,5,Cuba,,44,,-,11249,  ,,,2015,11249
0.14,0,0,1,North America,0,44,451,-,325128,  ,0,451,2015,325128
96.68,0.620669746,0.563,5,Latin Caribbean,78,44,39,-,14332,  ,86,13856,2015,25581
9.65,0.054794521,0,6,Non-Latin Caribbean,0,44,806,-,18917,  ,1,1825,2015,19029
582.37,0.097441106,0.053,4,Southern Cone,852,44,471477,-,274199,  ,1556,1596862,2015,274199
199.13,1.560003622,0.014,2,Central America Ithsmus and Mexico,49,44,34814,-,171936,  ,5341,342371,2015,171936
142.69,0.692098998,0.055,3,Andean Subregion,110,44,19790,-,139234,  ,1375,198671,2015,139234
228.24,0.388062224,0.051,7,The Americas,1089,44,527377,-,943746,  ,8359,2154036,2015,955107
