Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
655.46,,,2,Belize,,30,207,30,348,DEN 2,,2281,2015,348
17.39,0,0,6,Antigua and Barbuda,0,30,6,28,92,DEN,0,16,2015,92
6.48,0,0,4,Argentina,0,30,244,30,42155,"DEN 1,4",0,2733,2015,42155
2.32,0,0,6,Bahamas,0,30,1,30,388,DEN,0,9,2015,388
33.33,0,0,6,Barbados,0,30,16,20,291,DEN 1,0,97,2015,291
0,,,6,Bermuda,0,30,0,20,70,  ,0,0,2015,70
118.18,0,0,6,Virgin Islands (UK),0,30,27,20,33,DEN,0,39,2015,33
,,,1,Canada,0,30,0,30,0,  ,0,0,2015,0
42.86,0,0,6,Cayman Islands,0,30,1,24,56,"DEN 2,3,4",0,24,2015,56
0.04,0,0,4,Chile,0,30,7,9,17924,DEN,0,7,2015,17924
116.59,1.326521777,0.069,3,Colombia,40,30,0,30,49529,"DEN 1,2,3,4",766,57745,2015,49529
63.95,0.187558612,0,2,Costa Rica,0,30,0,30,5002,"DEN 1,2,3",6,3199,2015,5002
33.78,0,0,6,Dominica,0,30,2,24,74,DEN,0,25,2015,74
32.93,1.168757127,1.169,5,Dominican Republic,41,30,0,30,10652,"DEN 2,3,4",41,3508,2015,10652
245.43,0.118022248,0.013,3,Ecuador,5,30,414,30,16226,"DEN 1,2,3,4",47,39823,2015,16226
359.92,0,0,6,French Guiana,0,30,311,24,262,"DEN 1,2,4",0,943,2015,262
6.31,0,0,6,Grenada,0,30,7,20,111,DEN,0,7,2015,111
7.45,0,0,6,Guadeloupe,0,30,7,25,470,DEN,0,35,2015,470
54.95,0.123152709,0.045,2,Guatemala,4,30,420,30,16255,"DEN 1,2,3,4",11,8932,2015,16255
17.57,0,0,6,Guyana,0,30,142,24,808,DEN,0,142,2015,808
0.53,0,0,6,Haiti,0,30,0,22,10604,"DEN 1,2,3,4",0,56,2015,10604
399.29,1.980021406,0,2,Honduras,0,30,0,30,8424,DEN,666,33636,2015,8424
1.03,0,0,6,Jamaica,0,30,3,27,2813,DEN 4,0,29,2015,2813
7.39,0,0,6,Martinique,0,30,8,25,406,DEN,0,30,2015,406
59.95,2.167079571,0.015,2,Mexico,11,30,8269,30,125236,"DEN 1,2,3,4",1627,75078,2015,125236
0,,,6,Montserrat,0,30,0,24,5,  ,0,0,2015,5
264.78,0.006036096,0.006,2,Nicaragua,1,30,301,29,6257,"DEN 2,3",1,16567,2015,6257
28.31,0.088573959,0,2,Panama,0,30,682,30,3988,"DEN 1,2,3",1,1129,2015,3988
522.78,0.013599151,0.005,4,Paraguay,2,30,3736,27,7033,"DEN 1,2,4",5,36767,2015,7033
109.02,0.314974537,0.103,3,Peru,35,30,16051,30,31161,"DEN 2,3",107,33971,2015,31161
27.96,0,0,5,Puerto Rico,0,30,27,30,3680,"DEN 1,2,3,4",0,1029,2015,3680
88.89,0,0,6,Saint Barthelemy,0,30,8,25,9,DEN,0,8,2015,9
9.62,0,0,6,Saint Kitts and Nevis,0,30,1,24,52,DEN,0,5,2015,52
50,0,0,6,Anguilla,0,30,2,28,16,DEN,0,8,2015,16
7.93,0,0,6,Saint Lucia,0,30,10,28,164,DEN 1,0,13,2015,164
246.34,0,0,6,Saint Martin,0,30,42,25,41,DEN,0,101,2015,41
0.97,0,0,6,Saint Vincent and the Grenadines,0,30,1,28,103,DEN,0,1,2015,103
0.36,0,0,6,Suriname,0,30,2,21,548,DEN,0,2,2015,548
2.08,0,0,6,Trinidad and Tobago,0,30,1,4,1347,DEN 1,0,28,2015,1347
192,0,0,6,Turks and Caicos Islands,0,30,96,24,50,DEN,0,96,2015,50
0.07,0,0,1,United States of America,0,30,236,30,325128,DEN,0,236,2015,325128
2.88,0,0,6,Virgin Islands (US),0,30,3,30,104,DEN,0,3,2015,104
0,,,4,Uruguay,0,30,0,30,3430,  ,0,0,2015,3430
52.75,0.521022658,0,3,Venezuela,0,30,0,30,31293,"DEN 1,2,3,4",86,16506,2015,31293
201.47,0.310642896,,3,Bolivia,,30,,30,11025,"DEN 1,4",69,22212,2015,11025
243.78,0.734120651,0.006,2,El Salvador,1,30,3078,30,6426,"DEN 1,2,3",115,15665,2015,6426
720.09,0.10023757,0.055,4,Brazil,808,30,409221,30,203657,"DEN 1,2,3,4",1470,1466516,2015,203657
,,,6,Aruba,,30,,-,112,  ,,,2015,112
,,,5,Cuba,,30,,-,11249,  ,,,2015,11249
0.07,0,0,1,North America,0,30,236,-,325128,  ,0,236,2015,325128
31.66,0.903680846,0.904,5,Latin Caribbean,41,30,27,-,14332,  ,41,4537,2015,25581
9.08,0,0,6,Non-Latin Caribbean,0,30,697,-,18917,  ,0,1717,2015,19029
549.24,0.097940071,0.054,4,Southern Cone,810,30,413208,-,274199,  ,1475,1506023,2015,274199
91.01,1.550927553,0.011,2,Central America Ithsmus and Mexico,17,30,12957,-,171936,  ,2427,156487,2015,171936
122.28,0.631398415,0.047,3,Andean Subregion,80,30,16465,-,139234,  ,1075,170257,2015,139234
194.89,0.27282756,0.052,7,The Americas,948,30,443590,-,943746,  ,5018,1839257,2015,955107
