Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
158.05,,,2,Belize,,8,43,8,348,DEN 2,,550,2015,348
0,,,6,Antigua and Barbuda,0,8,0,4,92,  ,0,0,2015,92
0.92,0,0,4,Argentina,0,8,7,8,42155,"DEN 1,4",0,387,2015,42155
0.77,0,0,6,Bahamas,0,8,0,2,388,DEN,0,3,2015,388
0,,,6,Bermuda,0,8,0,4,70,  ,0,0,2015,70
14.75,1.59901599,,3,Bolivia,,8,,8,11025,"DEN 1,4",26,1626,2015,11025
127.58,0.124313486,0.076,4,Brazil,197,8,5248,8,203657,"DEN 1,2,3,4",323,259827,2015,203657
,,,1,Canada,0,8,0,8,0,  ,0,0,2015,0
8.93,0,0,6,Cayman Islands,0,8,0,4,56,"DEN 2,3,4",0,5,2015,56
0.04,0,0,4,Chile,0,8,7,8,17924,DEN,0,7,2015,17924
36.03,1.507256121,0,3,Colombia,0,8,0,8,49529,"DEN 1,2,3,4",269,17847,2015,49529
13.75,0,0,2,Costa Rica,0,8,0,8,5002,"DEN 1,2,3",0,688,2015,5002
13.51,0,0,6,Dominica,0,8,2,5,74,DEN,0,10,2015,74
5.62,0,1.169,5,Dominican Republic,7,8,0,8,10652,"DEN 2,3,4",0,599,2015,10652
7.41,0.08312552,0,3,Ecuador,0,8,0,7,16226,"DEN 1,2,3,4",1,1203,2015,16226
22.8,0.409556314,0,2,El Salvador,0,8,191,8,6426,"DEN 1,2,3",6,1465,2015,6426
22.52,0,0,6,French Guiana,0,8,59,8,262,"DEN 1,2,4",0,59,2015,262
7.45,0,0,6,Guadeloupe,0,8,3,8,470,DEN,0,35,2015,470
9.42,0.065316786,0.065,2,Guatemala,1,8,17,7,16255,"DEN 1,2,3,4",1,1531,2015,16255
76.7,4.039622349,0,2,Honduras,0,8,0,8,8424,DEN,261,6461,2015,8424
0.53,0,0,6,Jamaica,0,8,0,8,2813,DEN 4,0,15,2015,2813
7.39,0,0,6,Martinique,0,8,3,8,406,DEN,0,30,2015,406
6.51,3.841433481,0,2,Mexico,0,8,1289,8,125236,"DEN 1,2,3,4",313,8148,2015,125236
91.15,0,0,2,Nicaragua,0,8,82,8,6257,"DEN 2,3",0,5703,2015,6257
8.17,0,0,2,Panama,0,8,0,8,3988,"DEN 1,2,3",0,326,2015,3988
72.46,0,0,4,Paraguay,0,8,469,8,7033,"DEN 1,2,4",0,5096,2015,7033
11.13,0.403574517,0.086,3,Peru,3,8,1087,8,31161,"DEN 2,3",14,3469,2015,31161
9.43,0,0,5,Puerto Rico,0,8,8,8,3680,"DEN 1,2,3,4",0,347,2015,3680
88.89,0,0,6,Saint Barthelemy,0,8,8,7,9,DEN,0,8,2015,9
5.77,0,0,6,Saint Kitts and Nevis,0,8,0,5,52,DEN,0,3,2015,52
18.75,0,0,6,Anguilla,0,8,0,4,16,DEN,0,3,2015,16
246.34,0,0,6,Saint Martin,0,8,38,8,41,DEN,0,101,2015,41
2.08,0,0,6,Trinidad and Tobago,0,8,1,4,1347,DEN 1,0,28,2015,1347
0,,,6,Turks and Caicos Islands,0,8,0,4,50,  ,0,0,2015,50
0.01,0,0,1,United States of America,0,8,19,8,325128,DEN,0,19,2015,325128
0,,,6,Virgin Islands (US),0,8,0,8,104,  ,0,0,2015,104
0,,,4,Uruguay,0,8,0,8,3430,  ,0,0,2015,3430
,,,6,Aruba,,8,,-,112,  ,,,2015,112
,,,3,Venezuela,,8,,-,31293,  ,,,2015,31293
,,,6,Saint Vincent and the Grenadines,,8,,-,103,  ,,,2015,103
,,,6,Guyana,,8,,-,808,  ,,,2015,808
,,,6,Haiti,,8,,-,10604,  ,,,2015,10604
,,,5,Cuba,,8,,-,11249,  ,,,2015,11249
,,,6,Saint Lucia,,8,,-,164,  ,,,2015,164
,,,6,Barbados,,8,,-,291,  ,,,2015,291
,,,6,Montserrat,,8,,-,5,  ,,,2015,5
,,,6,Suriname,,8,,-,548,  ,,,2015,548
,,,6,Virgin Islands (UK),,8,,-,33,  ,,,2015,33
,,,6,Grenada,,8,,-,111,  ,,,2015,111
0.01,0,0,1,North America,0,8,19,-,325128,  ,0,19,2015,325128
6.6,0,0.74,5,Latin Caribbean,7,8,8,-,14332,  ,0,946,2015,25581
4.8,0,0,6,Non-Latin Caribbean,0,8,114,-,6250,  ,0,300,2015,19029
96.76,0.121741162,0.074,4,Southern Cone,197,8,5731,-,274199,  ,323,265317,2015,274199
14.47,2.335960116,0.004,2,Central America Ithsmus and Mexico,1,8,1622,-,171936,  ,581,24872,2015,171936
22.37,1.283909712,0.012,3,Andean Subregion,3,8,1087,-,107941,  ,310,24145,2015,139234
35.07,0.384665351,0.066,7,The Americas,208,8,8581,-,899786,  ,1214,315599,2015,955107
