Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
"1,102.59",,,2,Belize,,40,373,40,348,DEN 2,,3837,2015,348
154.94,0.077419355,0,2,Costa Rica,0,40,0,40,5002,"DEN 1,2,3",6,7750,2015,5002
17.39,0,0,6,Antigua and Barbuda,0,40,6,28,92,DEN,0,16,2015,92
7.48,0,0,4,Argentina,0,40,258,40,42155,"DEN 1,4",0,3153,2015,42155
2.32,0,0,6,Bahamas,0,40,1,30,388,DEN,0,9,2015,388
33.33,0,0,6,Barbados,0,40,16,32,291,DEN 1,0,97,2015,291
0,,,6,Bermuda,0,40,0,32,70,  ,0,0,2015,70
312.12,0.970873786,0,6,Virgin Islands (UK),0,40,103,40,33,DEN,1,103,2015,33
,,,1,Canada,0,40,0,40,0,  ,0,0,2015,0
71.43,0,0,6,Cayman Islands,0,40,2,32,56,"DEN 2,3,4",0,40,2015,56
0.04,0,0,4,Chile,0,40,7,9,17924,DEN,0,7,2015,17924
142.61,1.322365534,0.071,3,Colombia,50,40,0,40,49529,"DEN 1,2,3,4",934,70631,2015,49529
33.78,0,0,6,Dominica,0,40,2,24,74,DEN,0,25,2015,74
79.22,1.149561507,1.15,5,Dominican Republic,97,40,0,40,10652,"DEN 2,3,4",97,8438,2015,10652
255.24,0.123140815,0.014,3,Ecuador,6,40,1274,40,16226,"DEN 1,2,3,4",51,41416,2015,16226
558.09,0.81699802,0.006,2,El Salvador,2,40,8305,40,6426,"DEN 1,2,3",293,35863,2015,6426
359.92,0,0,6,French Guiana,0,40,311,37,262,"DEN 1,2,4",0,943,2015,262
9.91,0,0,6,Grenada,0,40,11,32,111,DEN,0,11,2015,111
7.45,0,0,6,Guadeloupe,0,40,14,37,470,DEN,0,35,2015,470
75.55,0.13028255,0.041,2,Guatemala,5,40,468,35,16255,"DEN 1,2,3,4",16,12281,2015,16255
17.57,0,0,6,Guyana,0,40,142,24,808,DEN,0,142,2015,808
0.53,0,0,6,Haiti,0,40,0,22,10604,"DEN 1,2,3,4",0,56,2015,10604
465.03,2.100883239,0,2,Honduras,0,40,0,40,8424,DEN,823,39174,2015,8424
1.85,0,0,6,Jamaica,0,40,5,39,2813,DEN 4,0,52,2015,2813
7.39,0,0,6,Martinique,0,40,8,37,406,DEN,0,30,2015,406
125.65,2.064626823,0.014,2,Mexico,22,40,16701,40,125236,"DEN 1,2,3,4",3249,157365,2015,125236
0,,,6,Montserrat,0,40,0,32,5,  ,0,0,2015,5
486.67,0.022987751,0.023,2,Nicaragua,7,40,1663,40,6257,"DEN 2,3",7,30451,2015,6257
45.76,0.164383562,0.055,2,Panama,1,40,1104,40,3988,"DEN 1,2,3",3,1825,2015,3988
501.45,0.017013072,0.009,4,Paraguay,3,40,4603,39,7033,"DEN 1,2,4",6,35267,2015,7033
119.17,0.325829384,0.11,3,Peru,41,40,18098,40,31161,"DEN 2,3",121,37136,2015,31161
39.92,0,0,5,Puerto Rico,0,40,32,40,3680,"DEN 1,2,3,4",0,1469,2015,3680
88.89,0,0,6,Saint Barthelemy,0,40,8,37,9,DEN,0,8,2015,9
9.62,0,0,6,Saint Kitts and Nevis,0,40,1,24,52,DEN,0,5,2015,52
50,0,0,6,Anguilla,0,40,2,28,16,DEN,0,8,2015,16
7.93,0,0,6,Saint Lucia,0,40,9,32,164,DEN 1,0,13,2015,164
246.34,0,0,6,Saint Martin,0,40,61,37,41,DEN,0,101,2015,41
0.97,0,0,6,Saint Vincent and the Grenadines,0,40,1,28,103,DEN,0,1,2015,103
0.36,0,0,6,Suriname,0,40,2,21,548,DEN,0,2,2015,548
2.08,0,0,6,Trinidad and Tobago,0,40,1,4,1347,DEN 1,0,28,2015,1347
192,0,0,6,Turks and Caicos Islands,0,40,96,24,50,DEN,0,96,2015,50
0.12,0,0,1,United States of America,0,40,397,40,325128,DEN,0,397,2015,325128
2.88,0,0,6,Virgin Islands (US),0,40,3,40,104,DEN,0,3,2015,104
0,,,4,Uruguay,0,40,0,40,3430,  ,0,0,2015,3430
52.75,0.521022658,0,3,Venezuela,0,40,0,30,31293,"DEN 1,2,3,4",86,16506,2015,31293
209.88,0.324128095,,3,Bolivia,,40,,40,11025,"DEN 1,4",75,23139,2015,11025
747.85,0.100391389,0.055,4,Brazil,843,40,465153,40,203657,"DEN 1,2,3,4",1529,1523039,2015,203657
,,,6,Aruba,,40,,-,112,  ,,,2015,112
,,,5,Cuba,,40,,-,11249,  ,,,2015,11249
0.12,0,0,1,North America,0,40,397,-,325128,  ,0,397,2015,325128
69.13,0.979105683,0.979,5,Latin Caribbean,97,40,32,-,14332,  ,97,9907,2015,25581
9.64,0.054824561,0,6,Non-Latin Caribbean,0,40,805,-,18917,  ,1,1824,2015,19029
569.46,0.098305054,0.054,4,Southern Cone,846,40,470021,-,274199,  ,1535,1561466,2015,274199
167.82,1.523847151,0.013,2,Central America Ithsmus and Mexico,37,40,28614,-,171936,  ,4397,288546,2015,171936
135.62,0.670980999,0.051,3,Andean Subregion,97,40,19372,-,139234,  ,1267,188828,2015,139234
217.32,0.35578322,0.053,7,The Americas,1077,40,519241,-,943746,  ,7297,2050968,2015,955107
