Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
141.09,,,2,Belize,,7,34,7,348,DEN 2,,491,2015,348
0,,,6,Antigua and Barbuda,0,7,0,4,92,  ,0,0,2015,92
0.73,0,0,4,Argentina,0,7,4,7,42155,"DEN 1,4",0,309,2015,42155
0.77,0,0,6,Bahamas,0,7,0,2,388,DEN,0,3,2015,388
0,,,6,Bermuda,0,7,0,4,70,  ,0,0,2015,70
10.98,1.56895128,,3,Bolivia,,7,,7,11025,"DEN 1,4",19,1211,2015,11025
98.86,0.130126203,0.08,4,Brazil,161,7,5248,7,203657,"DEN 1,2,3,4",262,201343,2015,203657
,,,1,Canada,0,7,0,7,0,  ,0,0,2015,0
8.93,0,0,6,Cayman Islands,0,7,0,4,56,"DEN 2,3,4",0,5,2015,56
0.01,0,0,4,Chile,0,7,1,7,17924,DEN,0,1,2015,17924
31.49,1.186049494,0,3,Colombia,0,7,0,7,49529,"DEN 1,2,3,4",185,15598,2015,49529
12.83,0,0,2,Costa Rica,0,7,0,7,5002,"DEN 1,2,3",0,642,2015,5002
13.51,0,0,6,Dominica,0,7,2,5,74,DEN,0,10,2015,74
7.41,0.08312552,0,3,Ecuador,0,7,0,7,16226,"DEN 1,2,3,4",1,1203,2015,16226
20.03,0.388500389,0,2,El Salvador,0,7,165,7,6426,"DEN 1,2,3",5,1287,2015,6426
18.7,0,0,6,French Guiana,0,7,49,7,262,"DEN 1,2,4",0,49,2015,262
7.45,0,0,6,Guadeloupe,0,7,3,7,470,DEN,0,35,2015,470
9.42,0.065316786,0.065,2,Guatemala,1,7,17,7,16255,"DEN 1,2,3,4",1,1531,2015,16255
68.64,4.271878243,0,2,Honduras,0,7,0,7,8424,DEN,247,5782,2015,8424
0.18,0,0,6,Jamaica,0,7,0,4,2813,DEN 4,0,5,2015,2813
7.39,0,0,6,Martinique,0,7,3,7,406,DEN,0,30,2015,406
5.5,4.135229251,0,2,Mexico,0,7,1150,7,125236,"DEN 1,2,3,4",285,6892,2015,125236
65.61,0,0,2,Nicaragua,0,7,71,6,6257,"DEN 2,3",0,4105,2015,6257
7.55,0,0,2,Panama,0,7,0,7,3988,"DEN 1,2,3",0,301,2015,3988
47.72,0,0,4,Paraguay,0,7,248,7,7033,"DEN 1,2,4",0,3356,2015,7033
9.26,0.415944541,0.069,3,Peru,2,7,1087,7,31161,"DEN 2,3",12,2885,2015,31161
8.21,0,0,5,Puerto Rico,0,7,7,7,3680,"DEN 1,2,3,4",0,302,2015,3680
88.89,0,0,6,Saint Barthelemy,0,7,8,7,9,DEN,0,8,2015,9
5.77,0,0,6,Saint Kitts and Nevis,0,7,0,5,52,DEN,0,3,2015,52
18.75,0,0,6,Anguilla,0,7,0,4,16,DEN,0,3,2015,16
246.34,0,0,6,Saint Martin,0,7,37,7,41,DEN,0,101,2015,41
2.08,0,0,6,Trinidad and Tobago,0,7,1,4,1347,DEN 1,0,28,2015,1347
0,,,6,Turks and Caicos Islands,0,7,0,4,50,  ,0,0,2015,50
0,0,0,1,United States of America,0,7,16,7,325128,DEN,0,16,2015,325128
0,,,6,Virgin Islands (US),0,7,0,7,104,  ,0,0,2015,104
0,,,4,Uruguay,0,7,0,7,3430,  ,0,0,2015,3430
4.82,0,1.17,5,Dominican Republic,6,7,0,7,10652,"DEN 2,3,4",0,513,2015,10652
,,,6,Aruba,,7,,-,112,  ,,,2015,112
,,,3,Venezuela,,7,,-,31293,  ,,,2015,31293
,,,6,Saint Vincent and the Grenadines,,7,,-,103,  ,,,2015,103
,,,6,Guyana,,7,,-,808,  ,,,2015,808
,,,6,Haiti,,7,,-,10604,  ,,,2015,10604
,,,5,Cuba,,7,,-,11249,  ,,,2015,11249
,,,6,Saint Lucia,,7,,-,164,  ,,,2015,164
,,,6,Barbados,,7,,-,291,  ,,,2015,291
,,,6,Montserrat,,7,,-,5,  ,,,2015,5
,,,6,Suriname,,7,,-,548,  ,,,2015,548
,,,6,Virgin Islands (UK),,7,,-,33,  ,,,2015,33
,,,6,Grenada,,7,,-,111,  ,,,2015,111
0,0,0,1,North America,0,7,16,-,325128,  ,0,16,2015,325128
5.69,0,0.736,5,Latin Caribbean,6,7,7,-,14332,  ,0,815,2015,25581
4.48,0,0,6,Non-Latin Caribbean,0,7,103,-,6250,  ,0,280,2015,19029
74.77,0.127799267,0.079,4,Southern Cone,161,7,5501,-,274199,  ,262,205009,2015,274199
12.23,2.558128477,0.005,2,Central America Ithsmus and Mexico,1,7,1437,-,171936,  ,538,21031,2015,171936
19.36,1.038426568,0.01,3,Andean Subregion,2,7,1087,-,107941,  ,217,20897,2015,139234
27.57,0.41000129,0.069,7,The Americas,170,7,8151,-,899786,  ,1017,248048,2015,955107
