Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
2.88,0,0,6,Virgin Islands (US),0,50,3,50,104,DEN,0,3,2015,104
"1,497.99",,,2,Belize,,50,486,50,348,DEN 2,,5213,2015,348
325.99,0.036796271,0,2,Costa Rica,0,50,0,50,5002,"DEN 1,2,3",6,16306,2015,5002
17.39,0,0,6,Antigua and Barbuda,0,50,6,28,92,DEN,0,16,2015,92
8.63,0,0,4,Argentina,0,50,352,50,42155,"DEN 1,4",0,3637,2015,42155
2.32,0,0,6,Bahamas,0,50,1,30,388,DEN,0,9,2015,388
33.33,0,0,6,Barbados,0,50,16,32,291,DEN 1,0,97,2015,291
0,,,6,Bermuda,0,50,0,32,70,  ,0,0,2015,70
312.12,0.970873786,0,6,Virgin Islands (UK),0,50,103,40,33,DEN,1,103,2015,33
,,,1,Canada,0,50,0,50,0,  ,0,0,2015,0
71.43,0,0,6,Cayman Islands,0,50,2,32,56,"DEN 2,3,4",0,40,2015,56
0.04,0,0,4,Chile,0,50,7,9,17924,DEN,0,7,2015,17924
179.88,1.44566413,0.077,3,Colombia,69,50,0,50,49529,"DEN 1,2,3,4",1288,89094,2015,49529
33.78,0,0,6,Dominica,0,50,2,24,74,DEN,0,25,2015,74
152.02,0.636077317,0.636,5,Dominican Republic,103,50,0,50,10652,"DEN 2,3,4",103,16193,2015,10652
260.93,0.127541983,0.019,3,Ecuador,8,50,1274,50,16226,"DEN 1,2,3,4",54,42339,2015,16226
768.69,0.736901773,0.012,2,El Salvador,6,50,9955,50,6426,"DEN 1,2,3",364,49396,2015,6426
993.51,0,0,6,French Guiana,0,50,311,49,262,"DEN 1,2,4",0,2603,2015,262
9.91,0,0,6,Grenada,0,50,11,32,111,DEN,0,11,2015,111
42.77,0,0,6,Guadeloupe,0,50,14,49,470,DEN,0,201,2015,470
98.42,0.243780473,0.056,2,Guatemala,9,50,1228,48,16255,"DEN 1,2,3,4",39,15998,2015,16255
17.57,0,0,6,Guyana,0,50,142,24,808,DEN,0,142,2015,808
0.53,0,0,6,Haiti,0,50,0,22,10604,"DEN 1,2,3,4",0,56,2015,10604
520.39,2.351840869,0.009,2,Honduras,4,50,0,50,8424,DEN,1031,43838,2015,8424
3.13,0,0,6,Jamaica,0,50,11,50,2813,DEN 4,0,88,2015,2813
50.99,0,0,6,Martinique,0,50,8,49,406,DEN,0,207,2015,406
173.55,2.427443547,0.017,2,Mexico,37,50,26175,50,125236,"DEN 1,2,3,4",5276,217348,2015,125236
0,,,6,Montserrat,0,50,0,32,5,  ,0,0,2015,5
729.14,0.019727325,0.02,2,Nicaragua,9,50,3763,49,6257,"DEN 2,3",9,45622,2015,6257
55.62,0.135256988,0.045,2,Panama,1,50,1708,45,3988,"DEN 1,2,3",3,2218,2015,3988
721.17,0.025630915,0.01,4,Paraguay,5,50,6598,50,7033,"DEN 1,2,4",13,50720,2015,7033
125.74,0.334337196,0.105,3,Peru,41,50,20328,50,31161,"DEN 2,3",131,39182,2015,31161
49.46,0,0,5,Puerto Rico,0,50,53,50,3680,"DEN 1,2,3,4",0,1820,2015,3680
"4,755.56",0,0,6,Saint Barthelemy,0,50,8,49,9,DEN,0,428,2015,9
9.62,0,0,6,Saint Kitts and Nevis,0,50,1,24,52,DEN,0,5,2015,52
50,0,0,6,Anguilla,0,50,2,28,16,DEN,0,8,2015,16
7.93,0,0,6,Saint Lucia,0,50,9,32,164,DEN 1,0,13,2015,164
"3,629.27",0,0,6,Saint Martin,0,50,61,49,41,DEN,0,1488,2015,41
0.97,0,0,6,Saint Vincent and the Grenadines,0,50,1,28,103,DEN,0,1,2015,103
0.36,0,0,6,Suriname,0,50,2,21,548,DEN,0,2,2015,548
2.08,0,0,6,Trinidad and Tobago,0,50,1,4,1347,DEN 1,0,28,2015,1347
192,0,0,6,Turks and Caicos Islands,0,50,96,24,50,DEN,0,96,2015,50
0.18,0,0,1,United States of America,0,50,576,50,325128,DEN,0,576,2015,325128
0,,,4,Uruguay,0,50,0,50,3430,  ,0,0,2015,3430
52.75,0.521022658,0,3,Venezuela,0,50,0,30,31293,"DEN 1,2,3,4",86,16506,2015,31293
236.91,0.317776331,,3,Bolivia,,50,,50,11025,"DEN 1,4",83,26119,2015,11025
805.38,0.095475405,0.053,4,Brazil,863,50,487763,50,203657,"DEN 1,2,3,4",1566,1640213,2015,203657
,,,6,Aruba,,50,,-,112,  ,,,2015,112
,,,5,Cuba,,50,,-,11249,  ,,,2015,11249
0.18,0,0,1,North America,0,50,576,-,325128,  ,0,576,2015,325128
125.68,0.571809249,0.572,5,Latin Caribbean,103,50,53,-,14332,  ,103,18013,2015,25581
29.97,0.017636684,0,6,Non-Latin Caribbean,0,50,811,-,18917,  ,1,5670,2015,19029
618.01,0.093179596,0.051,4,Southern Cone,868,50,494720,-,274199,  ,1579,1694577,2015,274199
230.28,1.699251652,0.017,2,Central America Ithsmus and Mexico,66,50,43315,-,171936,  ,6728,395939,2015,171936
153.15,0.770024386,0.055,3,Andean Subregion,118,50,21602,-,139234,  ,1642,213240,2015,139234
246.68,0.431827115,0.05,7,The Americas,1155,50,561077,-,943746,  ,10053,2328015,2015,955107
