Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
208.61,1.564295183,0,3,Bolivia,0,42,1158,42,10848,DEN 4,354,22630,2014,10848
15.38,0,0,6,Virgin Islands (US),0,42,16,42,104,DEN,0,16,2014,104
468.75,0,0,6,Anguilla,0,42,8,32,16,"DEN 1,4",0,75,2014,16
39.56,0,0,6,Antigua and Barbuda,0,42,6,42,91,DEN,0,36,2014,91
3.77,0,0,4,Argentina,0,42,490,42,41803,"DEN 1,4",0,1577,2014,41803
275.68,0,0,6,Aruba,0,42,12,36,111,DEN 1,0,306,2014,111
35.51,0,0,6,Bahamas,0,42,11,40,383,"DEN 1,2",0,136,2014,383
595.86,0.115740741,0,6,Barbados,0,42,299,40,290,DEN 1,2,1728,2014,290
0,,,6,Bermuda,0,42,0,42,70,  ,0,0,2014,70
271.39,0.122927648,0.074,4,Brazil,403,42,215473,42,202034,"DEN 1,2,3,4",674,548290,2014,202034
248.48,0,0,6,Virgin Islands (UK),0,42,52,32,33,DEN,0,82,2014,33
,,,1,Canada,0,42,0,42,0,  ,0,0,2014,0
32.73,0,0,6,Cayman Islands,0,42,0,28,55,DEN,0,18,2014,55
0.14,0,0,4,Chile,0,42,25,42,17773,DEN,0,25,2014,17773
177.88,2.52766065,0.079,3,Colombia,69,42,38246,42,48930,"DEN 1,2,3,4",2200,87037,2014,48930
181.98,,0,2,Costa Rica,0,42,,42,4938,"DEN 1,2,3",,8986,2014,4938
131.08,0,0,6,Curaçao,0,42,20,36,148,DEN,0,194,2014,148
217.81,0,0,6,Dominica,0,42,9,32,73,DEN 4,0,159,2014,73
48.94,6.035319232,0.912,5,Dominican Republic,47,42,,42,10529,"DEN 1,2,4",311,5153,2014,10529
90.19,0.437044745,0.062,3,Ecuador,9,42,14415,42,15983,"DEN 1,2,3,4",63,14415,2014,15983
767.68,0.340753739,0.01,2,El Salvador,5,42,15054,42,6384,"DEN 1,2,3",167,49009,2014,6384
462.75,0.593220339,0,6,French Guiana,0,42,321,18,255,"DEN 1,2,4",7,1180,2014,255
34.55,0,0,6,Grenada,0,42,1,32,110,DEN,0,38,2014,110
141.88,1.204819277,0,6,Guadeloupe,0,42,601,18,468,"DEN 1,2,4",8,664,2014,468
84.74,2150,0.067,2,Guatemala,9,42,,42,15860,"DEN 1,2,3,4",288960,13440,2014,15860
102.24,0,0,6,Guyana,0,42,822,36,804,DEN 4,0,822,2014,804
348.67,6.332453826,0.007,2,Honduras,2,42,,42,8261,"DEN 1,2,3",1824,28804,2014,8261
17.97,0,0,6,Jamaica,0,42,72,42,2799,DEN,0,503,2014,2799
414.81,0.654761905,0.119,6,Martinique,2,42,586,18,405,"DEN 1,2,4",11,1680,2014,405
72.22,6.225672229,0.027,2,Mexico,24,42,20144,42,123799,"DEN 1,2,3,4",5566,89404,2014,123799
140,0,0,6,Montserrat,0,42,0,32,5,DEN,0,7,2014,5
414.88,0,0,2,Nicaragua,0,42,1584,42,6169,"DEN 1,2,3,4",0,25594,2014,6169
120.99,0.4,0.189,2,Panama,9,42,2489,42,3926,"DEN 1,2,3",19,4750,2014,3926
126.99,0.056915196,0.057,4,Paraguay,5,42,1568,42,6918,"DEN 1,2,4",5,8785,2014,6918
50.16,0.472951085,0.162,3,Peru,25,42,9616,42,30769,"DEN 1,2,3,4",73,15435,2014,30769
176.66,0.030731407,0,5,Puerto Rico,0,42,457,42,3684,"DEN 1,2,4",2,6508,2014,3684
137.14,0,0,6,Saint Barthelemy,0,42,48,39,35,DEN,0,48,2014,35
119.23,0,0,6,Saint Kitts and Nevis,0,42,6,32,52,DEN,0,62,2014,52
60.12,0,0,6,Saint Lucia,0,42,34,32,163,DEN 4,0,98,2014,163
990,0.252525253,0,6,Saint Martin,0,42,396,42,40,DEN,1,396,2014,40
94.17,0,0,6,Saint Vincent and the Grenadines,0,42,4,32,103,DEN,0,97,2014,103
2.76,0,0,6,Suriname,0,42,4,22,544,DEN 2,0,15,2014,544
3.27,0,0,6,Trinidad and Tobago,0,42,6,23,1344,"DEN 1,4",0,44,2014,1344
97.96,0,0,6,Turks and Caicos Islands,0,42,48,32,49,DEN 1,0,48,2014,49
0.15,0,0,1,United States of America,0,42,484,42,322583,DEN,0,484,2014,322583
0,,,4,Uruguay,0,42,0,42,3419,  ,0,0,2014,3419
217.56,0.239876039,0,3,Venezuela,0,42,70,42,30851,"DEN 1,2,3,4",161,67118,2014,30851
"1,090.29",,,2,Belize,,42,307,42,340,DEN,,3707,2014,340
,,,6,"Bonaire, Saint Eustatius and Saba",,42,,-,225,  ,,,2014,225
,,,6,Haiti,,42,,-,10461,  ,,,2014,10461
,,,5,Cuba,,42,,-,11259,  ,,,2014,11259
0.15,0,0,1,North America,0,42,484,-,322583,  ,0,484,2014,322583
82.04,2.684160878,0.403,5,Latin Caribbean,47,42,457,-,14213,  ,313,11661,2014,25472
98.85,0.343114056,0.024,6,Non-Latin Caribbean,2,42,3382,-,8550,  ,29,8452,2014,19236
205.44,0.121537131,0.073,4,Southern Cone,408,42,217556,-,271947,  ,679,558677,2014,271947
131.84,132.5632337,0.022,2,Central America Ithsmus and Mexico,49,42,39578,-,169677,  ,296536,223694,2014,169677
150.41,1.379727539,0.05,3,Andean Subregion,103,42,63505,-,137381,  ,2851,206635,2014,137381
109.22,29.75506214,0.06,7,The Americas,609,42,324962,-,924351,  ,300408,1009603,2014,946296
