Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
201,1.499724821,0,3,Bolivia,0,31,1158,31,10848,DEN 4,327,21804,2014,10848
12.5,0,0,6,Virgin Islands (US),0,31,13,31,104,DEN,0,13,2014,104
462.5,0,0,6,Anguilla,0,31,7,31,16,"DEN 1,4",0,74,2014,16
39.56,0,0,6,Antigua and Barbuda,0,31,6,31,91,DEN,0,36,2014,91
3.55,0,0,4,Argentina,0,31,488,31,41803,"DEN 1,4",0,1485,2014,41803
275.68,0,0,6,Aruba,0,31,12,31,111,DEN 1,0,306,2014,111
3.39,0,0,6,Bahamas,0,31,1,20,383,DEN,0,13,2014,383
0,,,6,Bermuda,0,31,0,31,70,  ,0,0,2014,70
247.3,0.122490398,0.074,4,Brazil,371,31,206341,31,202034,"DEN 1,2,3,4",612,499631,2014,202034
39.39,0,0,6,Virgin Islands (UK),0,31,0,4,33,DEN,0,13,2014,33
,,,1,Canada,0,31,0,31,0,  ,0,0,2014,0
32.73,0,0,6,Cayman Islands,0,31,0,28,55,DEN,0,18,2014,55
131.65,2.48234107,0.054,3,Colombia,35,31,27473,31,48930,"DEN 1,2,3,4",1599,64415,2014,48930
114.66,,0,2,Costa Rica,0,31,,31,4938,"DEN 1,2,3",,5662,2014,4938
212.33,0,0,6,Dominica,0,31,9,24,73,DEN 4,0,155,2014,73
39.47,4.884504331,0.842,5,Dominican Republic,35,31,,31,10529,"DEN 1,2,4",203,4156,2014,10529
76.55,0.326930936,0.033,3,Ecuador,4,31,12235,31,15983,"DEN 1,2,3,4",40,12235,2014,15983
401.14,0.476395017,0.012,2,El Salvador,3,31,8723,31,6384,"DEN 1,2,3",122,25609,2014,6384
462.75,0.593220339,0,6,French Guiana,0,31,321,18,255,"DEN 1,2,4",7,1180,2014,255
27.27,0,0,6,Grenada,0,31,1,24,110,DEN,0,30,2014,110
141.88,1.204819277,0,6,Guadeloupe,0,31,601,18,468,"DEN 1,2,4",8,664,2014,468
62.55,1600,0.081,2,Guatemala,8,31,,31,15860,"DEN 1,2,3,4",158720,9920,2014,15860
18.03,0,0,6,Guyana,0,31,4,28,804,DEN 4,0,145,2014,804
158.93,6.80935334,0,2,Honduras,0,31,,31,8261,"DEN 1,2,3",894,13129,2014,8261
4.57,0,0,6,Jamaica,0,31,18,31,2799,DEN,0,128,2014,2799
414.81,0.654761905,0.119,6,Martinique,2,31,586,18,405,"DEN 1,2,4",11,1680,2014,405
37.96,5.458608215,0.009,2,Mexico,4,31,8671,31,123799,"DEN 1,2,3,4",2565,46990,2014,123799
0,,,6,Montserrat,0,31,0,28,5,  ,0,0,2014,5
257.32,0,0,2,Nicaragua,0,31,1112,31,6169,"DEN 1,2,3,4",0,15874,2014,6169
113.09,0.427927928,0.18,2,Panama,8,31,2294,31,3926,"DEN 1,2,3",19,4440,2014,3926
131.11,0.055126792,0.055,4,Paraguay,5,31,1214,31,6918,"DEN 1,2,4",5,9070,2014,6918
42.11,0.41676314,0.178,3,Peru,23,31,7962,31,30769,"DEN 1,2,3,4",54,12957,2014,30769
105.73,0.051347882,0,5,Puerto Rico,0,31,417,31,3684,"DEN 1,2,4",2,3895,2014,3684
100,0,0,6,Saint Barthelemy,0,31,31,18,35,DEN,0,35,2014,35
13.46,0,0,6,Saint Kitts and Nevis,0,31,0,28,52,DEN,0,7,2014,52
16.56,0,0,6,Saint Lucia,0,31,27,24,163,DEN 4,0,27,2014,163
650,0.384615385,0,6,Saint Martin,0,31,260,18,40,DEN,1,260,2014,40
2.76,0,0,6,Suriname,0,31,4,22,544,DEN 2,0,15,2014,544
3.27,0,0,6,Trinidad and Tobago,0,31,6,23,1344,"DEN 1,4",0,44,2014,1344
79.59,0,0,6,Turks and Caicos Islands,0,31,39,28,49,DEN 1,0,39,2014,49
0.1,0,0,1,United States of America,0,31,314,31,322583,DEN,0,314,2014,322583
0,,,4,Uruguay,0,31,0,31,3419,  ,0,0,2014,3419
113.63,0.339466553,0,3,Venezuela,0,31,70,31,30851,"DEN 1,2,3,4",119,35055,2014,30851
152.76,0.451467269,0,6,Barbados,0,31,101,24,290,DEN 1,2,443,2014,290
596.76,,,2,Belize,,31,120,31,340,DEN,,2029,2014,340
,,,6,"Bonaire, Saint Eustatius and Saba",,31,,-,225,  ,,,2014,225
,,,4,Chile,,31,,-,17773,  ,,,2014,17773
,,,6,Saint Vincent and the Grenadines,,31,,-,103,  ,,,2014,103
,,,6,Haiti,,31,,-,10461,  ,,,2014,10461
,,,5,Cuba,,31,,-,11259,  ,,,2014,11259
,,,6,Curaçao,,31,,-,148,  ,,,2014,148
0.1,0,0,1,North America,0,31,314,-,322583,  ,0,314,2014,322583
56.65,2.546267544,0.435,5,Latin Caribbean,35,31,417,-,14213,  ,205,8051,2014,25472
64.16,0.544600939,0.038,6,Non-Latin Caribbean,2,31,2047,-,8299,  ,29,5325,2014,19236
200.72,0.120936286,0.074,4,Southern Cone,376,31,208043,-,254174,  ,617,510186,2014,271947
72.88,131.2705717,0.019,2,Central America Ithsmus and Mexico,23,31,20920,-,169677,  ,162320,123653,2014,169677
106.61,1.460407193,0.042,3,Andean Subregion,62,31,48898,-,137381,  ,2139,146466,2014,137381
87.61,20.82003035,0.063,7,The Americas,498,31,280639,-,906327,  ,165310,793995,2014,946296
