Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
172.26,0.98464173,0,3,Bolivia,0,23,1158,23,10848,DEN 4,184,18687,2014,10848
4.81,0,0,6,Virgin Islands (US),0,23,5,23,104,DEN,0,5,2014,104
43.75,0,0,6,Anguilla,0,23,2,6,16,"DEN 1,4",0,7,2014,16
3.33,0,0,4,Argentina,0,23,431,23,41803,"DEN 1,4",0,1394,2014,41803
3.39,0,0,6,Bahamas,0,23,1,20,383,DEN,0,13,2014,383
0,,,6,Bermuda,0,23,0,23,70,  ,0,0,2014,70
220.02,0.116078961,0.069,4,Brazil,305,23,185435,23,202034,"DEN 1,2,3,4",516,444525,2014,202034
39.39,0,0,6,Virgin Islands (UK),0,23,0,4,33,DEN,0,13,2014,33
,,,1,Canada,0,23,0,23,0,  ,0,0,2014,0
3.64,0,0,6,Cayman Islands,0,23,0,6,55,DEN,0,2,2014,55
96.9,2.347358431,0.057,3,Colombia,27,23,19883,23,48930,"DEN 1,2,3,4",1113,47415,2014,48930
62.88,,0,2,Costa Rica,0,23,,23,4938,"DEN 1,2,3",,3105,2014,4938
31.51,0,0,6,Dominica,0,23,0,6,73,DEN,0,23,2014,73
30.4,4.342393002,0.594,5,Dominican Republic,19,23,,23,10529,"DEN 1,2,4",139,3201,2014,10529
49.13,0.241976566,0,3,Ecuador,0,23,7852,23,15983,"DEN 1,2,3,4",19,7852,2014,15983
198.97,0.661313179,0.008,2,El Salvador,1,23,4603,23,6384,"DEN 1,2,3",84,12702,2014,6384
462.75,0.593220339,0,6,French Guiana,0,23,321,18,255,"DEN 1,2,4",7,1180,2014,255
141.88,1.204819277,0,6,Guadeloupe,0,23,601,18,468,"DEN 1,2,4",8,664,2014,468
46.41,1200,0.068,2,Guatemala,5,23,,23,15860,"DEN 1,2,3,4",88320,7360,2014,15860
61.89,12.06727948,0,2,Honduras,0,23,,23,8261,"DEN 1,2,3",617,5113,2014,8261
3.22,0,0,6,Jamaica,0,23,9,23,2799,DEN,0,90,2014,2799
414.81,0.654761905,0.119,6,Martinique,2,23,586,18,405,"DEN 1,2,4",11,1680,2014,405
22.32,5.742925382,0,2,Mexico,0,23,4984,23,123799,"DEN 1,2,3,4",1587,27634,2014,123799
0,,,6,Montserrat,0,23,0,23,5,  ,0,0,2014,5
150.24,0,0,2,Nicaragua,0,23,639,23,6169,"DEN 1,2,3,4",0,9268,2014,6169
105.12,0.411921493,0.194,2,Panama,8,23,2085,23,3926,"DEN 1,2,3",17,4127,2014,3926
121.52,0.035684549,0.024,4,Paraguay,2,23,1086,23,6918,"DEN 1,2,4",3,8407,2014,6918
32.93,0.463876826,0.217,3,Peru,22,23,6397,23,30769,"DEN 1,2,3,4",47,10132,2014,30769
57.87,0.09380863,0,5,Puerto Rico,0,23,358,23,3684,"DEN 1,2,4",2,2132,2014,3684
100,0,0,6,Saint Barthelemy,0,23,31,18,35,DEN,0,35,2014,35
650,0.384615385,0,6,Saint Martin,0,23,260,18,40,DEN,1,260,2014,40
2.76,0,0,6,Suriname,0,23,4,22,544,DEN 2,0,15,2014,544
3.27,0,0,6,Trinidad and Tobago,0,23,6,23,1344,"DEN 1,4",0,44,2014,1344
0.05,0,0,1,United States of America,0,23,176,23,322583,DEN,0,176,2014,322583
0,,,4,Uruguay,0,23,0,23,3419,  ,0,0,2014,3419
80.13,0.36407767,0,3,Venezuela,0,23,70,23,30851,"DEN 1,2,3,4",90,24720,2014,30851
399.41,,,2,Belize,,23,51,23,340,DEN,,1358,2014,340
,,,6,"Bonaire, Saint Eustatius and Saba",,23,,-,225,  ,,,2014,225
,,,6,Turks and Caicos Islands,,23,,-,49,  ,,,2014,49
,,,6,Aruba,,23,,-,111,  ,,,2014,111
,,,4,Chile,,23,,-,17773,  ,,,2014,17773
,,,6,Saint Vincent and the Grenadines,,23,,-,103,  ,,,2014,103
,,,6,Guyana,,23,,-,804,  ,,,2014,804
,,,6,Haiti,,23,,-,10461,  ,,,2014,10461
,,,5,Cuba,,23,,-,11259,  ,,,2014,11259
,,,6,Saint Lucia,,23,,-,163,  ,,,2014,163
,,,6,Antigua and Barbuda,,23,,-,91,  ,,,2014,91
,,,6,Barbados,,23,,-,290,  ,,,2014,290
,,,6,Saint Kitts and Nevis,,23,,-,52,  ,,,2014,52
,,,6,Curaçao,,23,,-,148,  ,,,2014,148
,,,6,Grenada,,23,,-,110,  ,,,2014,110
0.05,0,0,1,North America,0,23,176,-,322583,  ,0,176,2014,322583
37.52,2.643915245,0.356,5,Latin Caribbean,19,23,358,-,14213,  ,141,5333,2014,25472
60.81,0.66980898,0.05,6,Non-Latin Caribbean,2,23,1826,-,6629,  ,27,4031,2014,19236
178.75,0.114235153,0.068,4,Southern Cone,307,23,186952,-,254174,  ,519,454326,2014,271947
41.65,128.2423196,0.02,2,Central America Ithsmus and Mexico,14,23,12362,-,169677,  ,90625,70667,2014,169677
79.2,1.335404298,0.045,3,Andean Subregion,49,23,35360,-,137381,  ,1453,108806,2014,137381
71.11,14.41930304,0.061,7,The Americas,391,23,237034,-,904657,  ,92765,643339,2014,946296
