Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
208.61,1.564295183,0,3,Bolivia,0,45,1158,42,10848,DEN 4,354,22630,2014,10848
15.38,0,0,6,Virgin Islands (US),0,45,16,45,104,DEN,0,16,2014,104
531.25,0,0,6,Anguilla,0,45,8,45,16,"DEN 1,4",0,85,2014,16
40.66,0,0,6,Antigua and Barbuda,0,45,17,45,91,"DEN 1,4",0,37,2014,91
3.86,0,0,4,Argentina,0,45,490,45,41803,"DEN 1,4",0,1614,2014,41803
275.68,0,0,6,Aruba,0,45,12,36,111,DEN 1,0,306,2014,111
35.51,0,0,6,Bahamas,0,45,11,40,383,"DEN 1,2",0,136,2014,383
595.86,0.115740741,0,6,Barbados,0,45,299,40,290,DEN 1,2,1728,2014,290
0,,,6,Bermuda,0,45,0,45,70,  ,0,0,2014,70
278.74,0.120215785,0.072,4,Brazil,405,45,217595,45,202034,"DEN 1,2,3,4",677,563154,2014,202034
621.21,0,0,6,Virgin Islands (UK),0,45,59,44,33,DEN,0,205,2014,33
,,,1,Canada,0,45,0,45,0,  ,0,0,2014,0
190.91,0,0,6,Cayman Islands,0,45,4,44,55,"DEN 1,3",0,105,2014,55
0.14,0,0,4,Chile,0,45,25,42,17773,DEN,0,25,2014,17773
192.27,2.524474112,0.081,3,Colombia,76,45,41069,45,48930,"DEN 1,2,3,4",2375,94079,2014,48930
194.51,,0,2,Costa Rica,0,45,,45,4938,"DEN 1,2,3",,9605,2014,4938
131.08,0,0,6,Curaçao,0,45,20,36,148,DEN,0,194,2014,148
217.81,0,0,6,Dominica,0,45,9,32,73,DEN 4,0,159,2014,73
52.53,6.165250407,0.904,5,Dominican Republic,50,45,,45,10529,"DEN 1,2,4",341,5531,2014,10529
92.47,0.426280533,0.061,3,Ecuador,9,45,14779,45,15983,"DEN 1,2,3,4",63,14779,2014,15983
803.2,0.345190733,0.01,2,El Salvador,5,45,15712,45,6384,"DEN 1,2,3",177,51276,2014,6384
462.75,0.593220339,0,6,French Guiana,0,45,321,18,255,"DEN 1,2,4",7,1180,2014,255
34.55,0,0,6,Grenada,0,45,1,32,110,DEN,0,38,2014,110
141.88,1.204819277,0,6,Guadeloupe,0,45,601,18,468,"DEN 1,2,4",8,664,2014,468
90.79,2300,0.069,2,Guatemala,10,45,,45,15860,"DEN 1,2,3,4",331200,14400,2014,15860
102.24,0,0,6,Guyana,0,45,822,36,804,DEN 4,0,822,2014,804
418.98,5.862128741,0.006,2,Honduras,2,45,,45,8261,"DEN 1,2,3",2029,34612,2014,8261
22.76,0,0,6,Jamaica,0,45,72,45,2799,DEN,0,637,2014,2799
414.81,0.654761905,0.119,6,Martinique,2,45,710,43,405,"DEN 1,2,4",11,1680,2014,405
85.1,6.424177994,0.029,2,Mexico,31,45,24636,45,123799,"DEN 1,2,3,4",6768,105352,2014,123799
140,0,0,6,Montserrat,0,45,0,32,5,DEN,0,7,2014,5
462.77,0,0,2,Nicaragua,0,45,1671,45,6169,"DEN 1,2,3,4",0,28548,2014,6169
123.03,0.393374741,0.186,2,Panama,9,45,2546,45,3926,"DEN 1,2,3",19,4830,2014,3926
130.27,0.05548158,0.055,4,Paraguay,5,45,1971,45,6918,"DEN 1,2,4",5,9012,2014,6918
52.94,0.485019646,0.172,3,Peru,28,45,9824,45,30769,"DEN 1,2,3,4",79,16288,2014,30769
198.51,0.027348557,0,5,Puerto Rico,0,45,465,45,3684,"DEN 1,2,4",2,7313,2014,3684
142.86,0,0,6,Saint Barthelemy,0,45,50,43,35,DEN,0,50,2014,35
119.23,0,0,6,Saint Kitts and Nevis,0,45,6,32,52,DEN,0,62,2014,52
68.71,0,0,6,Saint Lucia,0,45,69,43,163,DEN 4,0,112,2014,163
990,0.252525253,0,6,Saint Martin,0,45,396,43,40,DEN,1,396,2014,40
113.59,0,0,6,Saint Vincent and the Grenadines,0,45,8,45,103,DEN,0,117,2014,103
3.49,0,0,6,Suriname,0,45,4,44,544,DEN 2,0,19,2014,544
9.52,0,0,6,Trinidad and Tobago,0,45,16,44,1344,"DEN 1,4",0,128,2014,1344
97.96,0,0,6,Turks and Caicos Islands,0,45,48,32,49,DEN 1,0,48,2014,49
0.18,0,0,1,United States of America,0,45,568,45,322583,DEN,0,568,2014,322583
0,,,4,Uruguay,0,45,0,45,3419,  ,0,0,2014,3419
243.17,0.249266862,0,3,Venezuela,0,45,70,44,30851,"DEN 1,2,3,4",187,75020,2014,30851
"1,267.94",,,2,Belize,,45,350,45,340,DEN,,4311,2014,340
,,,6,"Bonaire, Saint Eustatius and Saba",,45,,-,225,  ,,,2014,225
,,,6,Haiti,,45,,-,10461,  ,,,2014,10461
,,,5,Cuba,,45,,-,11259,  ,,,2014,11259
0.18,0,0,1,North America,0,45,568,-,322583,  ,0,568,2014,322583
90.37,2.67050763,0.389,5,Latin Caribbean,50,45,465,-,14213,  ,343,12844,2014,25472
104.46,0.324711678,0.022,6,Non-Latin Caribbean,2,45,3579,-,8550,  ,29,8931,2014,19236
211,0.118855709,0.071,4,Southern Cone,410,45,220081,-,271947,  ,682,573805,2014,271947
149.07,134.498723,0.023,2,Central America Ithsmus and Mexico,57,45,44915,-,169677,  ,340193,252934,2014,169677
162.17,1.37255606,0.051,3,Andean Subregion,113,45,66900,-,137381,  ,3058,222796,2014,137381
115.96,32.12165937,0.059,7,The Americas,632,45,336508,-,924351,  ,344305,1071878,2014,946296
