Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
201,1.499724821,0,3,Bolivia,0,36,1158,31,10848,DEN 4,327,21804,2014,10848
14.42,0,0,6,Virgin Islands (US),0,36,15,36,104,DEN,0,15,2014,104
468.75,0,0,6,Anguilla,0,36,8,32,16,"DEN 1,4",0,75,2014,16
39.56,0,0,6,Antigua and Barbuda,0,36,6,36,91,DEN,0,36,2014,91
3.65,0,0,4,Argentina,0,36,488,36,41803,"DEN 1,4",0,1527,2014,41803
275.68,0,0,6,Aruba,0,36,12,36,111,DEN 1,0,306,2014,111
14.36,0,0,6,Bahamas,0,36,1,36,383,"DEN 1,2",0,55,2014,383
187.59,0.367647059,0,6,Barbados,0,36,121,36,290,DEN 1,2,544,2014,290
0,,,6,Bermuda,0,36,0,36,70,  ,0,0,2014,70
256.81,0.123930784,0.074,4,Brazil,384,36,210888,36,202034,"DEN 1,2,3,4",643,518838,2014,202034
248.48,0,0,6,Virgin Islands (UK),0,36,52,32,33,DEN,0,82,2014,33
,,,1,Canada,0,36,0,36,0,  ,0,0,2014,0
32.73,0,0,6,Cayman Islands,0,36,0,28,55,DEN,0,18,2014,55
150.34,2.587038976,0.069,3,Colombia,51,36,32572,36,48930,"DEN 1,2,3,4",1903,73559,2014,48930
150.1,,0,2,Costa Rica,0,36,,36,4938,"DEN 1,2,3",,7412,2014,4938
131.08,0,0,6,Curaçao,0,36,20,36,148,DEN,0,194,2014,148
217.81,0,0,6,Dominica,0,36,9,32,73,DEN 4,0,159,2014,73
42.89,5.469441984,0.908,5,Dominican Republic,41,36,,36,10529,"DEN 1,2,4",247,4516,2014,10529
84.42,0.363151264,0.059,3,Ecuador,8,36,13493,35,15983,"DEN 1,2,3,4",49,13493,2014,15983
601.24,0.388192689,0.01,2,El Salvador,4,36,12168,36,6384,"DEN 1,2,3",149,38383,2014,6384
462.75,0.593220339,0,6,French Guiana,0,36,321,18,255,"DEN 1,2,4",7,1180,2014,255
34.55,0,0,6,Grenada,0,36,1,32,110,DEN,0,38,2014,110
141.88,1.204819277,0,6,Guadeloupe,0,36,601,18,468,"DEN 1,2,4",8,664,2014,468
72.64,1850,0.078,2,Guatemala,9,36,,36,15860,"DEN 1,2,3,4",213120,11520,2014,15860
102.24,0,0,6,Guyana,0,36,822,36,804,DEN 4,0,822,2014,804
232.03,7.418614357,0.01,2,Honduras,2,36,,36,8261,"DEN 1,2,3",1422,19168,2014,8261
7.22,0,0,6,Jamaica,0,36,32,36,2799,DEN,0,202,2014,2799
414.81,0.654761905,0.119,6,Martinique,2,36,586,18,405,"DEN 1,2,4",11,1680,2014,405
46.89,5.973645681,0.031,2,Mexico,18,36,11778,35,123799,"DEN 1,2,3,4",3468,58055,2014,123799
140,0,0,6,Montserrat,0,36,0,32,5,DEN,0,7,2014,5
328.37,0,0,2,Nicaragua,0,36,1349,36,6169,"DEN 1,2,3,4",0,20257,2014,6169
115.94,0.417398946,0.176,2,Panama,8,36,2350,35,3926,"DEN 1,2,3",19,4552,2014,3926
136.89,0.05279831,0.053,4,Paraguay,5,36,1280,36,6918,"DEN 1,2,4",5,9470,2014,6918
44.66,0.451171591,0.182,3,Peru,25,36,8847,36,30769,"DEN 1,2,3,4",62,13742,2014,30769
139.28,0.038978757,0,5,Puerto Rico,0,36,431,36,3684,"DEN 1,2,4",2,5131,2014,3684
100,0,0,6,Saint Barthelemy,0,36,31,18,35,DEN,0,35,2014,35
119.23,0,0,6,Saint Kitts and Nevis,0,36,6,32,52,DEN,0,62,2014,52
60.12,0,0,6,Saint Lucia,0,36,34,32,163,DEN 4,0,98,2014,163
650,0.384615385,0,6,Saint Martin,0,36,260,18,40,DEN,1,260,2014,40
94.17,0,0,6,Saint Vincent and the Grenadines,0,36,4,32,103,DEN,0,97,2014,103
2.76,0,0,6,Suriname,0,36,4,22,544,DEN 2,0,15,2014,544
3.27,0,0,6,Trinidad and Tobago,0,36,6,23,1344,"DEN 1,4",0,44,2014,1344
97.96,0,0,6,Turks and Caicos Islands,0,36,48,32,49,DEN 1,0,48,2014,49
0.12,0,0,1,United States of America,0,36,398,36,322583,DEN,0,398,2014,322583
0,,,4,Uruguay,0,36,0,36,3419,  ,0,0,2014,3419
148.28,0.301672314,0,3,Venezuela,0,36,70,36,30851,"DEN 1,2,3,4",138,45745,2014,30851
785.29,1.91011236,0,2,Belize,0,36,188,36,340,DEN,51,2670,2014,340
,,,6,"Bonaire, Saint Eustatius and Saba",,36,,-,225,  ,,,2014,225
,,,4,Chile,,36,,-,17773,  ,,,2014,17773
,,,6,Haiti,,36,,-,10461,  ,,,2014,10461
,,,5,Cuba,,36,,-,11259,  ,,,2014,11259
0.12,0,0,1,North America,0,36,398,-,322583,  ,0,398,2014,322583
67.87,2.581113299,0.425,5,Latin Caribbean,41,36,431,-,14213,  ,249,9647,2014,25472
78.78,0.430522565,0.03,6,Non-Latin Caribbean,2,36,3000,-,8550,  ,29,6736,2014,19236
208.45,0.122302226,0.073,4,Southern Cone,389,36,212656,-,254174,  ,648,529835,2014,271947
95.49,134.6951246,0.025,2,Central America Ithsmus and Mexico,41,36,27833,-,169677,  ,218229,162017,2014,169677
122.54,1.472588703,0.05,3,Andean Subregion,84,36,56140,-,137381,  ,2479,168343,2014,137381
96.73,25.27252741,0.064,7,The Americas,557,36,300458,-,906578,  ,221634,876976,2014,946296
