Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
39.56,0,0,6,Antigua and Barbuda,0,32,6,32,91,DEN,0,36,2014,91
3.57,0,0,4,Argentina,0,32,488,32,41803,"DEN 1,4",0,1491,2014,41803
3.39,0,0,6,Bahamas,0,32,1,20,383,DEN,0,13,2014,383
152.76,0.451467269,0,6,Barbados,0,32,101,24,290,DEN 1,2,443,2014,290
0,,,6,Bermuda,0,32,0,32,70,  ,0,0,2014,70
201,1.499724821,0,3,Bolivia,0,32,1158,31,10848,DEN 4,327,21804,2014,10848
249.17,0.12296067,0.074,4,Brazil,373,32,207431,32,202034,"DEN 1,2,3,4",619,503413,2014,202034
622.06,,,2,Belize,,32,126,32,340,DEN,,2115,2014,340
248.48,0,0,6,Virgin Islands (UK),0,32,52,32,33,DEN,0,82,2014,33
,,,1,Canada,0,32,0,32,0,  ,0,0,2014,0
32.73,0,0,6,Cayman Islands,0,32,0,28,55,DEN,0,18,2014,55
,,,4,Chile,,32,,-,17773,  ,,,2014,17773
135.43,2.474911341,0.053,3,Colombia,35,32,28349,32,48930,"DEN 1,2,3,4",1640,66265,2014,48930
122.15,,0,2,Costa Rica,0,32,,32,4938,"DEN 1,2,3",,6032,2014,4938
,,,5,Cuba,,32,,-,11259,  ,,,2014,11259
217.81,0,0,6,Dominica,0,32,9,32,73,DEN 4,0,159,2014,73
40.27,5.023584906,0.849,5,Dominican Republic,36,32,,32,10529,"DEN 1,2,4",213,4240,2014,10529
78.85,0.333280432,0.048,3,Ecuador,6,32,12602,32,15983,"DEN 1,2,3,4",42,12602,2014,15983
424.09,0.472778311,0.011,2,El Salvador,3,32,9298,32,6384,"DEN 1,2,3",128,27074,2014,6384
462.75,0.593220339,0,6,French Guiana,0,32,321,18,255,"DEN 1,2,4",7,1180,2014,255
34.55,0,0,6,Grenada,0,32,1,32,110,DEN,0,38,2014,110
141.88,1.204819277,0,6,Guadeloupe,0,32,601,18,468,"DEN 1,2,4",8,664,2014,468
64.56,1650,0.078,2,Guatemala,8,32,,32,15860,"DEN 1,2,3,4",168960,10240,2014,15860
18.03,0,0,6,Guyana,0,32,4,28,804,DEN 4,0,145,2014,804
,,,6,Haiti,,32,,-,10461,  ,,,2014,10461
173.13,6.250874004,0,2,Honduras,0,32,,32,8261,"DEN 1,2,3",894,14302,2014,8261
5.11,0,0,6,Jamaica,0,32,21,32,2799,DEN,0,143,2014,2799
414.81,0.654761905,0.119,6,Martinique,2,32,586,18,405,"DEN 1,2,4",11,1680,2014,405
39.93,5.535100142,0.016,2,Mexico,8,32,9292,32,123799,"DEN 1,2,3,4",2736,49430,2014,123799
140,0,0,6,Montserrat,0,32,0,32,5,DEN,0,7,2014,5
,,,6,Curaçao,,32,,-,148,  ,,,2014,148
275.68,0,0,6,Aruba,0,32,12,32,111,DEN 1,0,306,2014,111
,,,6,"Bonaire, Saint Eustatius and Saba",,32,,-,225,  ,,,2014,225
266.72,0,0,2,Nicaragua,0,32,1124,32,6169,"DEN 1,2,3,4",0,16454,2014,6169
113.09,0.427927928,0.18,2,Panama,8,32,2294,31,3926,"DEN 1,2,3",19,4440,2014,3926
132.65,0.054484036,0.054,4,Paraguay,5,32,1228,32,6918,"DEN 1,2,4",5,9177,2014,6918
42.54,0.420168067,0.176,3,Peru,23,32,8157,32,30769,"DEN 1,2,3,4",55,13090,2014,30769
111.26,0.048792388,0,5,Puerto Rico,0,32,417,32,3684,"DEN 1,2,4",2,4099,2014,3684
100,0,0,6,Saint Barthelemy,0,32,31,18,35,DEN,0,35,2014,35
119.23,0,0,6,Saint Kitts and Nevis,0,32,6,32,52,DEN,0,62,2014,52
468.75,0,0,6,Anguilla,0,32,8,32,16,"DEN 1,4",0,75,2014,16
60.12,0,0,6,Saint Lucia,0,32,34,32,163,DEN 4,0,98,2014,163
650,0.384615385,0,6,Saint Martin,0,32,260,18,40,DEN,1,260,2014,40
94.17,0,0,6,Saint Vincent and the Grenadines,0,32,4,32,103,DEN,0,97,2014,103
2.76,0,0,6,Suriname,0,32,4,22,544,DEN 2,0,15,2014,544
3.27,0,0,6,Trinidad and Tobago,0,32,6,23,1344,"DEN 1,4",0,44,2014,1344
97.96,0,0,6,Turks and Caicos Islands,0,32,48,32,49,DEN 1,0,48,2014,49
0.1,0,0,1,United States of America,0,32,332,32,322583,DEN,0,332,2014,322583
12.5,0,0,6,Virgin Islands (US),0,32,13,32,104,DEN,0,13,2014,104
0,,,4,Uruguay,0,32,0,32,3419,  ,0,0,2014,3419
119.37,0.339434095,0,3,Venezuela,0,32,70,32,30851,"DEN 1,2,3,4",125,36826,2014,30851
0.1,0,0,1,North America,0,32,332,-,322583,  ,0,332,2014,322583
58.67,2.578246792,0.432,5,Latin Caribbean,36,32,417,-,14213,  ,215,8339,2014,25472
67.38,0.512276983,0.035,6,Non-Latin Caribbean,2,32,2129,-,8402,  ,29,5661,2014,19236
202.26,0.12138165,0.074,4,Southern Cone,378,32,209147,-,254174,  ,624,514081,2014,271947
76.67,132.7857511,0.021,2,Central America Ithsmus and Mexico,27,32,22134,-,169677,  ,172737,130087,2014,169677
109.61,1.453644737,0.043,3,Andean Subregion,64,32,50336,-,137381,  ,2189,150587,2014,137381
89.26,21.72745329,0.063,7,The Americas,507,32,284495,-,906430,  ,175794,809087,2014,946296
