Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
186.5,1.37383546,0.053,3,Andean Subregion,137,53,78227,-,137381,  ,3520,256217,2014,137381
537.5,0,0,6,Anguilla,0,53,8,53,16,"DEN 1,4",0,86,2014,16
40.66,0,0,6,Antigua and Barbuda,0,53,17,53,91,"DEN 1,4",0,37,2014,91
4.1,0,0,4,Argentina,0,53,490,53,41803,"DEN 1,4",0,1714,2014,41803
360.36,0,0,6,Aruba,0,53,34,48,111,DEN 1,0,400,2014,111
38.12,0,0,6,Bahamas,0,53,14,53,383,"DEN 1,2",0,146,2014,383
927.24,0.074377092,0,6,Barbados,0,53,486,53,290,DEN 1,2,2689,2014,290
"1,478.24",2.904894548,0,2,Belize,0,53,426,53,340,DEN,146,5026,2014,340
1.43,0,0,6,Bermuda,0,53,1,53,70,DEN,0,1,2014,70
218.71,1.517322768,0.025,3,Bolivia,6,53,3142,53,10848,DEN 4,360,23726,2014,10848
,,,6,"Bonaire, Saint Eustatius and Saba",,53,,-,225,  ,,,2014,225
292.56,0.116566285,0.069,4,Brazil,410,53,220539,53,202034,"DEN 1,2,3,4",689,591080,2014,202034
,,,1,Canada,0,53,0,53,0,  ,0,0,2014,0
225.45,0,0,6,Cayman Islands,0,53,4,53,55,"DEN 1,3",0,124,2014,55
173.99,158.9474433,0.024,2,Central America Ithsmus and Mexico,72,53,53747,-,169677,  ,469251,295224,2014,169677
0.17,0,0,4,Chile,0,53,30,53,17773,DEN,0,30,2014,17773
225.78,2.513736388,0.08,3,Colombia,88,53,47946,53,48930,"DEN 1,2,3,4",2777,110473,2014,48930
225.6,0.035906643,0,2,Costa Rica,0,53,,53,4938,"DEN 1,2,3",4,11140,2014,4938
22.4,0,0,5,Cuba,0,53,2522,53,11259,DEN,0,2522,2014,11259
131.08,0,0,6,Curaçao,0,53,20,36,148,DEN,0,194,2014,148
252.05,0,0,6,Dominica,0,53,7,53,73,DEN 4,0,184,2014,73
59.59,6.758049091,0.988,5,Dominican Republic,62,53,,53,10529,"DEN 1,2,4",424,6274,2014,10529
96.64,0.433769261,0.078,3,Ecuador,12,53,15446,53,15983,"DEN 1,2,3,4",67,15446,2014,15983
837.41,0.344182566,0.011,2,El Salvador,6,53,16146,53,6384,"DEN 1,2,3",184,53460,2014,6384
462.75,0.593220339,0,6,French Guiana,0,53,781,47,255,"DEN 1,2,4",7,1180,2014,255
35.45,2.564102564,2.564,6,Grenada,1,53,39,53,110,DEN,1,39,2014,110
298.5,0.572655691,0,6,Guadeloupe,0,53,878,48,468,"DEN 2,4",8,1397,2014,468
106.94,2700,0.077,2,Guatemala,13,53,,53,15860,"DEN 1,2,3,4",457920,16960,2014,15860
107.34,0,0,6,Guyana,0,53,863,48,804,DEN 4,0,863,2014,804
,,,6,Haiti,,53,,-,10461,  ,,,2014,10461
517.53,5.400790588,0.012,2,Honduras,5,53,,53,8261,"DEN 1,2,3",2309,42753,2014,8261
