Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
189.84,1.54413907,0,3,Bolivia,0,27,1158,25,10848,DEN 4,318,20594,2014,10848
6.73,0,0,6,Virgin Islands (US),0,27,7,27,104,DEN,0,7,2014,104
462.5,0,0,6,Anguilla,0,27,7,27,16,"DEN 1,4",0,74,2014,16
3.51,0,0,4,Argentina,0,27,486,27,41803,"DEN 1,4",0,1466,2014,41803
3.39,0,0,6,Bahamas,0,27,1,20,383,DEN,0,13,2014,383
0,,,6,Bermuda,0,27,0,27,70,  ,0,0,2014,70
237.44,0.11965363,0.073,4,Brazil,348,27,199075,27,202034,"DEN 1,2,3,4",574,479718,2014,202034
39.39,0,0,6,Virgin Islands (UK),0,27,0,4,33,DEN,0,13,2014,33
,,,1,Canada,0,27,0,27,0,  ,0,0,2014,0
3.64,0,0,6,Cayman Islands,0,27,0,6,55,DEN,0,2,2014,55
113.41,2.394896654,0.052,3,Colombia,29,27,23485,27,48930,"DEN 1,2,3,4",1329,55493,2014,48930
86.19,,0,2,Costa Rica,0,27,,27,4938,"DEN 1,2,3",,4256,2014,4938
212.33,0,0,6,Dominica,0,27,9,24,73,DEN 4,0,155,2014,73
35.75,4.569606801,0.744,5,Dominican Republic,28,27,,27,10529,"DEN 1,2,4",172,3764,2014,10529
64.58,0.300329394,0.029,3,Ecuador,3,27,10322,27,15983,"DEN 1,2,3,4",31,10322,2014,15983
294.63,0.547610187,0.005,2,El Salvador,1,27,6225,27,6384,"DEN 1,2,3",103,18809,2014,6384
462.75,0.593220339,0,6,French Guiana,0,27,321,18,255,"DEN 1,2,4",7,1180,2014,255
27.27,0,0,6,Grenada,0,27,1,24,110,DEN,0,30,2014,110
141.88,1.204819277,0,6,Guadeloupe,0,27,601,18,468,"DEN 1,2,4",8,664,2014,468
54.48,1400,0.081,2,Guatemala,7,27,,27,15860,"DEN 1,2,3,4",120960,8640,2014,15860
100.71,10.01201923,0,2,Honduras,0,27,,27,8261,"DEN 1,2,3",833,8320,2014,8261
3.72,0,0,6,Jamaica,0,27,15,27,2799,DEN,0,104,2014,2799
414.81,0.654761905,0.119,6,Martinique,2,27,586,18,405,"DEN 1,2,4",11,1680,2014,405
29.39,5.376137207,0,2,Mexico,0,27,6467,27,123799,"DEN 1,2,3,4",1956,36383,2014,123799
0,,,6,Montserrat,0,27,0,27,5,  ,0,0,2014,5
198.33,0,0,2,Nicaragua,0,27,887,27,6169,"DEN 1,2,3,4",0,12235,2014,6169
109.7,0.394706292,0.186,2,Panama,8,27,2217,27,3926,"DEN 1,2,3",17,4307,2014,3926
123.47,0.058534301,0.059,4,Paraguay,5,27,1155,27,6918,"DEN 1,2,4",5,8542,2014,6918
38.25,0.416348033,0.195,3,Peru,23,27,7276,27,30769,"DEN 1,2,3,4",49,11769,2014,30769
66.99,0.081037277,0,5,Puerto Rico,0,27,381,27,3684,"DEN 1,2,4",2,2468,2014,3684
100,0,0,6,Saint Barthelemy,0,27,31,18,35,DEN,0,35,2014,35
16.56,0,0,6,Saint Lucia,0,27,27,24,163,DEN 4,0,27,2014,163
650,0.384615385,0,6,Saint Martin,0,27,260,18,40,DEN,1,260,2014,40
2.76,0,0,6,Suriname,0,27,4,22,544,DEN 2,0,15,2014,544
3.27,0,0,6,Trinidad and Tobago,0,27,6,23,1344,"DEN 1,4",0,44,2014,1344
0.07,0,0,1,United States of America,0,27,238,27,322583,DEN,0,238,2014,322583
0,,,4,Uruguay,0,27,0,27,3419,  ,0,0,2014,3419
94.21,0.368127709,0,3,Venezuela,0,27,70,27,30851,"DEN 1,2,3,4",107,29066,2014,30851
152.76,0.451467269,0,6,Barbados,0,27,101,24,290,DEN 1,2,443,2014,290
488.53,,,2,Belize,,27,94,27,340,DEN,,1661,2014,340
,,,6,"Bonaire, Saint Eustatius and Saba",,27,,-,225,  ,,,2014,225
,,,6,Turks and Caicos Islands,,27,,-,49,  ,,,2014,49
,,,6,Aruba,,27,,-,111,  ,,,2014,111
,,,4,Chile,,27,,-,17773,  ,,,2014,17773
,,,6,Saint Vincent and the Grenadines,,27,,-,103,  ,,,2014,103
,,,6,Guyana,,27,,-,804,  ,,,2014,804
,,,6,Haiti,,27,,-,10461,  ,,,2014,10461
,,,5,Cuba,,27,,-,11259,  ,,,2014,11259
,,,6,Antigua and Barbuda,,27,,-,91,  ,,,2014,91
,,,6,Saint Kitts and Nevis,,27,,-,52,  ,,,2014,52
,,,6,Curaçao,,27,,-,148,  ,,,2014,148
0.07,0,0,1,North America,0,27,238,-,322583,  ,0,238,2014,322583
43.85,2.792041078,0.449,5,Latin Caribbean,28,27,381,-,14213,  ,174,6232,2014,25472
65.99,0.611040877,0.042,6,Non-Latin Caribbean,2,27,1977,-,7192,  ,29,4746,2014,19236
192.67,0.118229377,0.072,4,Southern Cone,353,27,200716,-,254174,  ,579,489726,2014,271947
55.76,130.9245225,0.017,2,Central America Ithsmus and Mexico,16,27,15890,-,169677,  ,123869,94611,2014,169677
92.62,1.441325328,0.043,3,Andean Subregion,55,27,42311,-,137381,  ,1834,127244,2014,137381
79.85,17.49938088,0.063,7,The Americas,454,27,261513,-,905220,  ,126485,722797,2014,946296
