Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
57.01,0.128501224,0.08,4,Brazil,92,11,47037,11,202034,"DEN 1,2,3,4",148,115174,2014,202034
0.96,0,0,6,Virgin Islands (US),0,11,1,11,104,DEN,0,1,2014,104
43.75,0,0,6,Anguilla,0,11,2,6,16,"DEN 1,4",0,7,2014,16
1.11,0,0,4,Argentina,0,11,16,11,41803,"DEN 1,4",0,464,2014,41803
1.04,0,0,6,Bahamas,0,11,0,4,383,DEN,0,4,2014,383
0,,,6,Bermuda,0,11,0,11,70,  ,0,0,2014,70
47.26,0.76067876,0,3,Bolivia,0,11,0,11,10848,DEN,39,5127,2014,10848
39.39,0,0,6,Virgin Islands (UK),0,11,0,4,33,DEN,0,13,2014,33
,,,1,Canada,0,11,0,11,0,  ,0,0,2014,0
3.64,0,0,6,Cayman Islands,0,11,0,6,55,DEN,0,2,2014,55
48.8,2.826988315,0,3,Colombia,0,11,9373,11,48930,"DEN 1,2,3,4",675,23877,2014,48930
34.81,,0,2,Costa Rica,0,11,,11,4938,"DEN 1,2,3",,1719,2014,4938
31.51,0,0,6,Dominica,0,11,0,6,73,DEN,0,23,2014,73
16.57,4.011461318,0.745,5,Dominican Republic,13,11,,11,10529,"DEN 1,2,4",70,1745,2014,10529
14.04,0.356506239,0,3,Ecuador,0,11,2244,11,15983,"DEN 1,2,3,4",8,2244,2014,15983
67.56,0.950614422,0,2,El Salvador,0,11,1629,11,6384,"DEN 1,2,3",41,4313,2014,6384
462.75,0.593220339,0,6,French Guiana,0,11,219,9,255,"DEN 1,2,4",7,1180,2014,255
141.88,1.204819277,0,6,Guadeloupe,0,11,262,7,468,"DEN 1,2,4",8,664,2014,468
22.19,600,0,2,Guatemala,0,11,,11,15860,"DEN 1,2,3,4",21120,3520,2014,15860
22.13,14.16849015,0,2,Honduras,0,11,,11,8261,"DEN 1,2,3",259,1828,2014,8261
2.07,0,0,6,Jamaica,0,11,4,11,2799,DEN,0,58,2014,2799
43.21,0,0,6,Martinique,0,11,175,4,405,"DEN 1,2,4",0,175,2014,405
10.3,6.476399561,0,2,Mexico,0,11,2383,11,123799,"DEN 1,2,3,4",826,12754,2014,123799
0,,,6,Montserrat,0,11,0,11,5,  ,0,0,2014,5
74.29,0,0,2,Nicaragua,0,11,460,11,6169,"DEN 1,2,3,4",0,4583,2014,6169
72.82,0.454704442,0.21,2,Panama,6,11,0,8,3926,"DEN 1,2,3",13,2859,2014,3926
83.13,0.052164841,0.035,4,Paraguay,2,11,386,11,6918,"DEN 1,2,4",3,5751,2014,6918
21.47,0.454063872,0.151,3,Peru,10,11,3291,11,30769,"DEN 1,2,3,4",30,6607,2014,30769
29.61,0.183318057,0,5,Puerto Rico,0,11,277,11,3684,"DEN 1,2,4",2,1091,2014,3684
100,0,0,6,Saint Barthelemy,0,11,14,11,35,DEN,0,35,2014,35
355,0.704225352,0,6,Saint Martin,0,11,142,4,40,DEN,1,142,2014,40
0.3,0,0,6,Trinidad and Tobago,0,11,1,6,1344,DEN,0,4,2014,1344
0.03,0,0,1,United States of America,0,11,90,11,322583,DEN,0,90,2014,322583
0,,,4,Uruguay,0,11,0,11,3419,  ,0,0,2014,3419
53.44,0.309315866,0,3,Venezuela,0,11,70,11,30851,"DEN 1,2,3,4",51,16488,2014,30851
223.82,,,2,Belize,,11,31,11,340,DEN,,761,2014,340
,,,6,"Bonaire, Saint Eustatius and Saba",,11,,-,225,  ,,,2014,225
,,,6,Turks and Caicos Islands,,11,,-,49,  ,,,2014,49
,,,6,Aruba,,11,,-,111,  ,,,2014,111
,,,4,Chile,,11,,-,17773,  ,,,2014,17773
,,,6,Saint Vincent and the Grenadines,,11,,-,103,  ,,,2014,103
,,,6,Guyana,,11,,-,804,  ,,,2014,804
,,,6,Haiti,,11,,-,10461,  ,,,2014,10461
,,,5,Cuba,,11,,-,11259,  ,,,2014,11259
,,,6,Saint Lucia,,11,,-,163,  ,,,2014,163
,,,6,Antigua and Barbuda,,11,,-,91,  ,,,2014,91
,,,6,Barbados,,11,,-,290,  ,,,2014,290
,,,6,Saint Kitts and Nevis,,11,,-,52,  ,,,2014,52
,,,6,Suriname,,11,,-,544,  ,,,2014,544
,,,6,Curaçao,,11,,-,148,  ,,,2014,148
,,,6,Grenada,,11,,-,110,  ,,,2014,110
0.03,0,0,1,North America,0,11,90,-,322583,  ,0,90,2014,322583
19.95,2.538787024,0.458,5,Latin Caribbean,13,11,277,-,14213,  ,72,2836,2014,25472
37.93,0.693240901,0,6,Non-Latin Caribbean,0,11,820,-,6085,  ,16,2308,2014,19236
47.76,0.124393479,0.077,4,Southern Cone,94,11,47439,-,254174,  ,151,121389,2014,271947
19.06,68.83446207,0.019,2,Central America Ithsmus and Mexico,6,11,4503,-,169677,  ,22259,32337,2014,169677
39.56,1.477651215,0.018,3,Andean Subregion,10,11,14978,-,137381,  ,803,54343,2014,137381
23.59,10.92389699,0.058,7,The Americas,123,11,68107,-,904113,  ,23301,213303,2014,946296
