Incidence Rate (c),(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Deaths,EW,Confirmed,Epidemiological Week (a),Pop (no usar),Serotype,Severe Dengue (d),Total of Dengue Cases (b),Year,Population x 1000
,,,6,Antigua and Barbuda,,24,,-,91,  ,,,2014,91
3.38,0,0,4,Argentina,0,24,444,24,41803,"DEN 1,4",0,1411,2014,41803
3.39,0,0,6,Bahamas,0,24,1,20,383,DEN,0,13,2014,383
152.76,0.451467269,0,6,Barbados,0,24,101,24,290,DEN 1,2,443,2014,290
0,,,6,Bermuda,0,24,0,24,70,  ,0,0,2014,70
189.13,1.549934201,0,3,Bolivia,0,24,1158,24,10848,DEN 4,318,20517,2014,10848
225.61,0.117371922,0.07,4,Brazil,320,24,189642,24,202034,"DEN 1,2,3,4",535,455816,2014,202034
415,,,2,Belize,,24,58,24,340,DEN,,1411,2014,340
39.39,0,0,6,Virgin Islands (UK),0,24,0,4,33,DEN,0,13,2014,33
,,,1,Canada,0,24,0,24,0,  ,0,0,2014,0
3.64,0,0,6,Cayman Islands,0,24,0,6,55,DEN,0,2,2014,55
,,,4,Chile,,24,,-,17773,  ,,,2014,17773
101.11,2.35886241,0.055,3,Colombia,27,24,20846,24,48930,"DEN 1,2,3,4",1167,49473,2014,48930
68.04,,0,2,Costa Rica,0,24,,24,4938,"DEN 1,2,3",,3360,2014,4938
,,,5,Cuba,,24,,-,11259,  ,,,2014,11259
212.33,0,0,6,Dominica,0,24,9,24,73,DEN 4,0,155,2014,73
31.81,4.389369961,0.687,5,Dominican Republic,23,24,,24,10529,"DEN 1,2,4",147,3349,2014,10529
49.13,0.241976566,0,3,Ecuador,0,24,7852,23,15983,"DEN 1,2,3,4",19,7852,2014,15983
216.87,0.621162875,0.007,2,El Salvador,1,24,4950,24,6384,"DEN 1,2,3",86,13845,2014,6384
462.75,0.593220339,0,6,French Guiana,0,24,321,18,255,"DEN 1,2,4",7,1180,2014,255
27.27,0,0,6,Grenada,0,24,1,24,110,DEN,0,30,2014,110
141.88,1.204819277,0,6,Guadeloupe,0,24,601,18,468,"DEN 1,2,4",8,664,2014,468
48.42,1250,0.078,2,Guatemala,6,24,,24,15860,"DEN 1,2,3,4",96000,7680,2014,15860
,,,6,Guyana,,24,,-,804,  ,,,2014,804
,,,6,Haiti,,24,,-,10461,  ,,,2014,10461
68.78,11.68602605,0,2,Honduras,0,24,,24,8261,"DEN 1,2,3",664,5682,2014,8261
3.43,0,0,6,Jamaica,0,24,13,24,2799,DEN,0,96,2014,2799
414.81,0.654761905,0.119,6,Martinique,2,24,586,18,405,"DEN 1,2,4",11,1680,2014,405
23.85,5.704220581,0,2,Mexico,0,24,5365,24,123799,"DEN 1,2,3,4",1684,29522,2014,123799
0,,,6,Montserrat,0,24,0,24,5,  ,0,0,2014,5
,,,6,Curaçao,,24,,-,148,  ,,,2014,148
,,,6,Aruba,,24,,-,111,  ,,,2014,111
,,,6,"Bonaire, Saint Eustatius and Saba",,24,,-,225,  ,,,2014,225
159.13,0,0,2,Nicaragua,0,24,682,24,6169,"DEN 1,2,3,4",0,9817,2014,6169
106.29,0.407380781,0.192,2,Panama,8,24,2118,24,3926,"DEN 1,2,3",17,4173,2014,3926
122.12,0.035511364,0.024,4,Paraguay,2,24,1090,24,6918,"DEN 1,2,4",3,8448,2014,6918
34.65,0.440817858,0.206,3,Peru,22,24,6637,24,30769,"DEN 1,2,3,4",47,10662,2014,30769
60.37,0.089928058,0,5,Puerto Rico,0,24,366,24,3684,"DEN 1,2,4",2,2224,2014,3684
100,0,0,6,Saint Barthelemy,0,24,31,18,35,DEN,0,35,2014,35
,,,6,Saint Kitts and Nevis,,24,,-,52,  ,,,2014,52
462.5,0,0,6,Anguilla,0,24,7,24,16,"DEN 1,4",0,74,2014,16
16.56,0,0,6,Saint Lucia,0,24,27,24,163,DEN 4,0,27,2014,163
650,0.384615385,0,6,Saint Martin,0,24,260,18,40,DEN,1,260,2014,40
,,,6,Saint Vincent and the Grenadines,,24,,-,103,  ,,,2014,103
2.76,0,0,6,Suriname,0,24,4,22,544,DEN 2,0,15,2014,544
3.27,0,0,6,Trinidad and Tobago,0,24,6,23,1344,"DEN 1,4",0,44,2014,1344
,,,6,Turks and Caicos Islands,,24,,-,49,  ,,,2014,49
0.06,0,0,1,United States of America,0,24,182,24,322583,DEN,0,182,2014,322583
4.81,0,0,6,Virgin Islands (US),0,24,5,24,104,DEN,0,5,2014,104
0,,,4,Uruguay,0,24,0,24,3419,  ,0,0,2014,3419
83.41,0.361389601,0,3,Venezuela,0,24,70,24,30851,"DEN 1,2,3,4",93,25734,2014,30851
0.06,0,0,1,North America,0,24,182,-,322583,  ,0,182,2014,322583
39.21,2.673604881,0.413,5,Latin Caribbean,23,24,366,-,14213,  ,149,5573,2014,25472
65.85,0.612331081,0.042,6,Non-Latin Caribbean,2,24,1973,-,7192,  ,29,4736,2014,19236
183.21,0.115531218,0.069,4,Southern Cone,322,24,191176,-,254174,  ,538,465675,2014,271947
44.49,130.4159491,0.02,2,Central America Ithsmus and Mexico,15,24,13173,-,169677,  ,98451,75490,2014,169677
83.15,1.439100825,0.043,3,Andean Subregion,49,24,36563,-,137381,  ,1644,114238,2014,137381
73.56,15.13919633,0.062,7,The Americas,411,24,243433,-,905220,  ,100811,665894,2014,946296
