"year","EW","AIA","ATG","ARG","ABW","BHS","BRB","BLZ","BMU","BOL","BRA","CYM","CHL","COL","CRI","CUB","DOM","ECU","SLV","GUF","GRD","GLP","GTM","GUY","HTI","HND","JAM","MTQ","MEX","MSR","NIC","PAN","PRY","PER","PRI","BLM","KNA","MAF","VCT","SUR","TTO","TCA","URY","VEN","VGB","VIR"
2017,11,2,0,26,0,0,39,100,0,525,7676,0,0,382,62,0,13,0,71,0,0,0,44,0,0,75,0,0,492,0,1132,6,0,1069,0,0,0,0,0,0,0,0,0,181,0,0
2017,12,0,0,0,0,0,0,80,0,492,7625,0,0,293,63,0,25,0,83,0,0,0,133,0,0,106,3,0,620,0,1188,6,6,1613,0,1,0,6,0,0,0,0,0,181,0,0
2017,13,0,0,0,0,0,0,69,0,574,8043,0,0,367,59,0,31,0,57,0,0,30,0,0,0,93,1,0,602,0,1140,0,0,1563,0,0,0,0,0,0,0,0,0,129,0,0
2017,14,0,0,51,0,0,0,44,0,513,7820,0,0,294,57,0,14,0,73,0,0,0,38,0,0,158,1,7,354,0,816,924,0,1805,0,5,0,2,0,0,10,0,0,79,0,0
2017,15,0,0,22,0,0,0,48,0,386,8393,1,0,331,48,0,19,0,75,0,0,0,69,0,0,17,4,0,431,0,1250,23,7,2587,0,0,0,0,0,0,0,0,0,123,0,0
2017,16,0,0,53,0,0,0,41,0,267,8772,0,0,326,46,0,16,0,50,0,0,0,78,0,0,92,2,10,613,0,1195,77,318,2503,0,4,0,0,0,0,0,0,0,137,0,0
2017,17,0,0,16,0,0,0,28,0,216,7291,0,0,226,56,0,19,0,74,0,0,0,79,0,0,132,0,0,444,0,1244,0,0,2861,0,0,0,6,0,0,0,0,0,128,0,0
2017,18,0,0,14,0,0,0,41,0,200,7089,0,0,500,82,0,4,0,54,0,0,0,0,0,0,110,7,0,491,0,1262,44,194,4229,0,0,0,2,0,0,0,0,0,162,0,0
2017,19,0,0,25,0,4,47,45,0,167,6855,0,0,380,88,0,38,0,82,0,0,0,117,0,0,115,0,3,624,0,1438,0,259,8764,0,4,0,12,0,0,0,0,0,156,0,0
2017,20,0,0,0,0,0,0,50,0,113,5934,0,0,356,114,0,44,0,92,0,0,0,63,0,0,144,0,0,744,0,1491,3,111,5678,0,0,0,5,0,0,0,0,0,150,0,0
2017,21,0,0,21,0,0,0,46,0,50,5625,0,0,382,141,0,43,0,140,0,0,20,86,0,0,133,6,0,816,0,1449,18,127,3269,0,0,0,0,0,0,0,0,0,169,0,0
2017,22,0,0,0,0,0,0,42,0,65,5239,0,0,261,159,0,26,0,143,0,0,0,110,0,0,180,0,0,977,0,1702,74,36,2723,0,0,0,11,0,0,0,0,0,188,0,0
2017,23,0,0,3,502,0,0,53,0,72,4072,5,0,189,145,0,27,0,133,0,0,0,71,0,0,208,2,0,1138,0,1690,0,57,1682,0,0,0,10,1,0,0,0,0,210,0,0
2017,24,0,0,0,0,0,0,52,0,56,3829,0,0,0,190,0,30,0,105,0,0,0,87,0,0,215,8,5,1169,0,1855,85,12,691,0,4,0,7,0,0,35,0,0,190,0,0
2017,25,0,0,0,26,0,0,56,0,47,3557,0,0,826,205,0,36,0,101,290,0,18,54,0,0,225,0,4,1236,0,1913,0,4,170,0,5,0,3,0,0,0,0,0,154,0,0
2017,26,0,0,0,0,0,0,76,0,45,2560,0,0,452,192,0,29,0,59,0,0,0,0,0,0,160,2,0,1213,0,1619,436,9,0,0,0,0,22,0,0,0,0,0,133,0,0
2017,27,3,0,4,0,0,41,66,0,42,2263,11,0,357,230,0,36,0,71,0,0,0,214,0,0,158,0,0,1026,0,1562,0,0,625,0,0,5,5,0,0,0,0,0,159,0,0
2017,28,0,0,0,0,0,0,58,0,39,1874,0,0,270,204,0,41,0,50,0,0,0,0,0,0,132,1,0,1109,0,1491,0,26,1227,0,0,0,12,0,0,0,0,0,178,0,0
2017,29,0,0,1,0,0,0,58,0,56,1853,0,0,356,193,0,28,0,58,0,0,372,0,0,0,104,3,0,1129,0,1731,141,0,0,0,2,0,0,0,0,0,0,0,150,0,0
2017,30,0,0,0,0,0,0,71,0,40,1736,0,0,246,209,0,16,0,58,0,0,0,410,0,0,87,2,8,1001,0,1704,111,0,370,0,5,0,0,0,0,0,0,0,133,0,0
2017,31,0,0,6,0,0,0,50,0,52,1623,0,0,95,169,0,45,0,62,0,0,0,0,0,0,117,0,0,1293,0,1654,110,1,0,0,0,0,0,0,0,0,0,0,176,0,0
2017,32,0,0,0,0,0,0,54,0,38,1614,0,0,236,156,0,13,0,86,0,0,0,219,0,0,97,0,0,1535,0,1522,136,7,0,0,3,0,0,0,0,0,0,0,210,0,0
2017,33,0,0,0,0,0,0,76,0,57,1522,0,0,391,171,0,40,0,63,0,0,0,0,0,0,123,0,0,1763,0,1356,182,0,29,0,0,0,0,0,0,0,0,0,225,0,0
2017,34,0,0,0,0,0,0,44,0,50,1635,0,0,201,146,0,20,0,99,0,0,0,0,0,0,105,3,0,2545,0,1276,60,15,128,0,0,0,0,0,0,107,0,0,202,0,0
2017,35,1,0,0,0,10,103,55,0,52,1131,0,0,309,152,0,17,0,83,0,0,0,79,0,0,102,0,0,3288,0,1217,136,22,312,0,0,0,0,0,0,0,0,0,228,0,0
2017,36,0,0,0,0,0,0,56,0,55,1478,0,0,378,117,0,38,0,63,170,0,0,200,0,0,76,0,0,3354,0,907,88,6,297,0,0,0,0,0,0,0,0,0,226,0,0
2017,37,0,0,0,0,0,0,32,0,38,1372,0,0,414,117,0,11,0,129,0,0,0,92,0,0,68,0,0,2662,0,893,78,33,0,0,0,0,0,0,0,0,0,0,261,0,0
2017,38,0,0,0,0,0,0,39,0,26,1452,0,0,463,92,0,48,0,86,0,0,0,0,0,0,55,0,0,3724,0,959,168,0,231,0,0,0,0,0,0,0,0,0,178,0,0
2017,39,3,0,0,0,0,47,25,0,36,1427,0,0,0,98,0,57,0,79,0,0,0,124,0,0,55,0,10,3606,0,889,0,64,179,0,0,0,0,0,0,0,0,0,214,0,0
2017,40,0,0,0,0,0,0,21,0,30,1319,0,0,830,91,0,49,0,116,0,0,0,184,0,0,81,0,11,4147,0,1067,124,0,83,0,0,0,0,0,0,0,0,0,151,0,0
2017,41,0,0,0,0,0,0,35,0,42,1867,0,0,0,103,0,39,20,117,0,0,0,0,0,0,117,0,5,4191,0,1160,179,25,0,0,0,0,0,0,0,0,0,0,190,0,0
2017,42,0,0,0,0,0,0,17,0,46,1679,0,0,380,116,0,31,0,117,0,0,0,0,0,0,48,0,0,3864,0,1205,153,37,287,0,0,0,0,0,0,0,0,0,177,0,0
2017,43,0,0,0,0,0,0,28,0,27,1359,0,0,341,88,0,27,0,89,0,0,0,116,0,0,55,0,0,3793,0,1094,129,30,106,0,4,0,0,0,0,0,0,0,159,0,0
2017,44,0,0,1,0,0,0,39,0,73,1909,0,0,344,79,0,18,0,111,0,0,0,0,0,0,69,0,0,3889,0,1195,166,11,170,0,8,0,0,0,0,0,0,0,139,0,0
2017,45,0,0,1,0,0,0,23,0,55,1935,0,0,468,65,0,24,0,81,0,0,84,100,0,0,0,0,5,4019,0,1085,106,26,251,0,0,0,0,0,0,0,0,0,146,0,0
2017,46,0,0,0,0,0,0,19,0,68,2155,0,0,345,63,0,31,0,52,0,0,0,0,0,0,0,0,0,2216,0,979,112,16,335,0,0,0,0,0,0,0,0,0,143,0,0
2017,47,0,0,1,0,0,0,17,0,65,2386,8,0,474,45,0,26,0,52,0,0,0,134,0,0,127,0,0,2155,0,746,99,0,332,0,0,0,0,0,0,0,0,0,155,0,0
2017,48,0,0,0,0,0,0,13,0,71,2650,0,0,334,25,0,34,0,60,0,0,0,82,0,0,31,0,0,1138,0,622,146,49,265,0,0,0,0,0,0,0,0,0,124,0,0
2017,49,0,0,2,1065,0,0,13,0,66,3103,0,0,379,28,0,26,0,52,0,0,0,0,0,0,43,0,0,528,0,764,160,0,185,0,0,0,0,0,0,94,0,0,121,0,0
2017,50,0,0,1,0,0,0,6,0,65,3221,0,0,417,24,0,3,0,49,0,0,0,0,0,0,47,0,0,291,0,565,196,15,197,0,0,0,0,0,0,0,0,0,92,0,0
2017,51,0,0,1,0,0,140,13,0,43,2522,0,0,330,12,0,15,0,49,0,0,0,0,0,0,41,0,0,225,0,359,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0
2017,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
