YEAR,WEEK,5,8,9,11,13,14,15,17,18,19,20,23,25,27,41,44,47,48,50,52,54,63,66,68,70,73,76,81,85,86,88,91,94,95,99
2015,36,41,0,57,0,0,7,2,44,49,18,2,11,80,13,89,0,2,1,107,0,4,89,102,147,10,119,397,15,38,7,13,0,0,29,8
2015,37,76,0,61,1,0,4,13,16,27,6,13,10,111,3,36,0,3,1,70,0,7,99,151,193,10,148,391,5,32,44,14,0,0,25,3
2015,38,23,0,52,4,0,1,8,14,13,5,5,6,120,8,82,0,40,0,139,0,12,75,66,194,4,94,242,8,18,26,22,0,0,16,3
2015,39,68,20,58,3,1,2,6,22,30,3,4,11,85,0,85,0,16,0,48,0,15,68,96,164,6,101,336,4,13,12,32,0,0,24,1
2015,40,108,1,55,1,13,6,4,9,15,3,2,3,105,0,55,0,4,1,31,0,3,57,84,179,12,71,212,3,3,27,17,0,0,20,0
2015,41,42,0,50,1,9,7,4,7,7,3,2,6,101,0,32,0,11,1,132,0,5,69,96,158,22,115,170,3,13,13,39,0,0,20,0
2015,42,15,2,46,2,11,5,6,7,11,4,2,3,168,13,42,0,7,3,59,0,11,45,84,181,42,86,198,8,6,24,56,0,0,17,0
2015,43,20,4,60,0,1,12,2,5,11,3,5,6,82,18,103,0,17,2,96,0,13,40,49,122,16,74,153,4,10,32,20,0,0,25,1
2015,44,15,1,49,0,2,60,5,12,9,1,5,7,34,0,46,0,15,0,51,0,3,46,32,97,24,83,132,5,4,28,0,0,0,14,3
2015,45,46,5,64,0,1,43,2,3,10,1,9,10,57,0,46,0,10,1,70,0,6,50,31,82,19,78,138,4,12,20,0,0,0,24,0
2015,46,20,1,64,1,0,38,7,6,11,4,8,13,70,0,35,0,1,1,63,0,8,22,23,52,22,77,102,4,5,36,0,0,0,8,6
2015,47,24,9,74,0,3,42,4,1,3,1,7,12,58,0,23,3,12,0,31,0,8,35,30,65,24,73,183,2,1,58,0,0,0,21,2
2015,48,31,3,52,0,3,3,2,4,5,2,8,15,24,0,27,0,2,2,53,0,12,25,44,54,13,76,97,1,4,25,0,0,0,19,0
2015,49,15,3,76,0,2,0,3,11,7,3,2,18,14,0,45,1,3,0,41,0,8,19,26,59,13,97,75,2,6,20,0,0,0,19,0
2015,50,20,0,122,1,1,7,3,6,11,1,5,11,20,0,45,0,1,4,7,0,9,21,62,45,112,66,128,0,4,62,0,0,0,23,1
2015,51,14,2,83,1,0,0,7,12,5,7,7,16,16,0,31,0,1,2,56,0,5,40,26,39,7,47,64,0,3,39,0,0,1,10,0
2015,52,14,0,84,2,0,0,10,0,12,3,3,6,19,0,26,0,0,3,14,0,9,12,18,39,2,48,79,2,0,18,0,0,0,8,1
2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16,0,0,0,0,0,0,0,0,0
