"Year","Week","ABW","AIA","ARG","ATG","BES","BHS","BLZ","BMU","BOL","BRA","BRB","CAN","CHL","COL","CRI","CUB","CUW","CYM","DMA","DOM","ECU","FLK","GLP","GRD","GRL","GTM","GUF","GUY","HND","HTI","JAM","KNA","LCA","MEX","MSR","MTQ","NIC","PAN","PER","PRI","PRY","SLV","SPM","SUR","SXM","TCA","TTO","URY","USA","VCT","VEN","VGB","VIR"
2016,2,0,0,2,0,0,5,3,0,20,3635,31,0,0,2889,1,0,0,2,0,24,4,0,0,0,0,0,82,0,1800,0,14,0,0,0,0,626,6,13,0,0,35,0,0,170,2,0,0,0,0,0,513,0,8
2016,3,0,0,13,0,0,3,1,0,28,4500,52,0,0,3889,1,0,9,0,0,66,7,0,31,0,0,0,122,0,2223,0,22,0,0,0,0,1069,6,20,0,0,25,0,0,284,0,0,0,0,0,0,1086,0,12
2016,4,0,0,5,0,0,6,0,0,19,5135,75,0,0,5177,0,0,26,3,0,88,0,0,62,0,0,0,178,0,2369,0,78,0,0,0,0,1638,41,41,0,0,31,0,0,325,1,1,0,0,0,8,2162,0,17
2016,5,0,0,7,0,0,2,1,0,45,6231,79,0,0,5766,1,0,65,2,0,115,8,0,26,0,0,0,190,0,2163,0,176,0,0,0,0,1185,60,28,0,0,43,0,0,303,2,2,0,0,0,7,5148,0,20
2016,6,0,0,3,0,0,7,1,0,35,7385,51,0,0,5020,2,0,75,1,0,80,5,0,87,0,0,0,201,0,2551,0,99,0,0,0,0,941,58,23,0,53,35,0,0,222,0,3,0,0,0,4,3921,0,20
2016,7,0,0,0,0,0,6,1,0,49,10558,44,0,0,4418,4,0,125,2,0,112,8,0,164,0,0,0,230,0,1512,0,100,0,0,0,0,1506,38,21,0,106,30,0,0,222,1,2,0,0,0,6,5148,0,23
2016,8,0,0,0,0,0,4,1,0,54,10731,20,0,0,3576,6,0,108,4,0,108,9,0,72,0,0,0,427,0,1038,0,85,0,0,0,0,1696,32,30,0,63,36,0,0,136,2,0,0,0,0,8,4414,0,13
2016,9,0,0,0,0,0,7,3,0,46,10269,14,0,0,3600,4,0,63,3,0,108,3,0,190,0,0,0,438,0,1084,0,91,0,0,0,0,1577,27,61,0,42,28,0,0,118,0,0,0,0,0,9,3489,0,18
2016,10,0,0,2,0,0,8,2,0,38,9000,17,0,0,3274,0,0,44,1,4,157,1,0,108,0,0,0,403,0,686,0,80,0,0,0,0,1564,18,47,0,79,28,0,0,128,1,2,0,0,0,1,2654,0,15
2016,11,0,1,2,0,0,5,0,0,30,8077,12,0,0,2624,1,0,37,3,7,146,8,0,36,0,0,0,479,0,549,0,75,0,0,0,0,1851,23,33,0,84,44,0,0,75,0,2,0,0,0,2,2232,0,14
2016,12,0,0,1,0,0,10,1,0,31,6635,25,0,0,2191,0,0,35,0,1,121,3,0,103,0,0,0,410,0,91,0,74,1,0,0,0,975,9,46,0,40,43,0,0,15,0,1,0,0,0,2,1206,0,14
2016,13,0,0,1,0,0,5,0,0,27,6520,11,0,0,3419,2,0,33,1,8,230,4,0,185,0,0,0,431,0,323,0,71,0,0,0,0,1259,21,39,0,40,42,0,0,10,0,2,0,0,0,0,1418,0,15
2016,14,0,0,1,0,0,6,2,0,24,5654,10,0,0,3046,2,0,50,1,12,238,8,0,236,0,0,0,479,0,439,0,87,0,0,0,0,1320,32,44,0,40,16,0,0,16,0,0,0,0,0,1,1568,0,11
2016,15,0,1,1,0,0,6,6,0,48,4789,6,0,0,3045,4,0,50,3,23,354,0,0,359,0,0,0,468,0,474,0,103,0,0,0,0,1415,15,58,0,95,10,0,0,24,1,2,0,0,0,1,1287,0,5
2016,16,0,0,2,0,0,3,4,0,66,3808,3,0,0,2793,5,0,37,0,53,321,4,0,446,0,0,0,304,0,343,0,71,3,0,0,0,1743,29,37,0,119,1,0,0,14,4,0,0,0,0,1,1548,0,6
2016,17,0,0,3,1,0,5,0,0,36,3577,6,0,0,2697,3,0,18,1,78,270,17,0,846,0,0,0,480,0,509,0,91,0,0,0,0,1719,18,55,0,119,1,0,0,5,1,0,0,0,0,5,1267,0,12
2016,18,0,0,10,3,0,6,4,0,14,3058,2,0,0,2480,22,0,21,1,78,312,32,0,877,0,0,0,408,0,529,0,128,0,0,0,0,1178,34,72,0,178,1,0,0,6,1,0,0,0,0,6,985,0,11
2016,19,0,0,7,8,0,5,7,0,22,2366,3,0,0,2455,41,0,37,2,60,262,20,0,1134,0,0,0,482,0,655,0,171,0,0,0,1,1692,38,98,0,198,0,0,0,7,1,0,0,0,0,10,1217,0,14
2016,20,0,0,5,0,0,3,11,0,10,2192,9,0,0,2564,33,0,42,1,73,264,107,0,1339,0,0,0,462,0,691,0,170,0,0,0,0,1113,37,88,3,257,1,0,0,4,5,0,0,0,0,3,1337,0,18
2016,21,0,0,5,1,0,6,10,0,5,1558,9,0,0,2179,70,0,28,1,37,200,91,0,1462,0,0,0,472,0,691,0,285,0,0,0,0,1144,47,78,0,475,1,0,0,4,1,0,0,0,0,11,1478,0,15
2016,22,0,0,2,2,0,2,10,0,4,1557,5,0,0,1974,73,0,28,0,50,286,169,0,2365,3,0,0,353,0,756,0,515,0,0,0,0,1141,61,115,0,665,0,0,0,4,0,2,0,0,0,2,1438,0,25
2016,23,0,0,0,0,0,5,15,0,2,1327,4,0,0,1854,57,0,27,3,79,290,152,0,2754,1,0,0,290,0,958,0,540,0,0,0,0,1076,84,72,3,832,1,0,0,10,3,1,0,0,0,9,1176,0,19
2016,24,0,0,3,3,0,3,8,0,3,1038,6,0,0,1529,53,0,33,9,86,177,225,0,2242,7,0,0,249,0,973,0,508,0,0,0,0,968,98,49,0,1024,2,0,0,4,3,0,0,0,0,12,1770,0,21
2016,25,0,0,1,7,0,6,25,0,1,865,2,0,0,1312,74,0,25,2,78,158,232,0,2606,12,0,0,381,0,897,0,464,0,0,0,0,799,143,46,0,1228,0,0,0,6,2,1,0,0,0,11,1558,0,24
2016,26,0,0,3,4,0,3,15,0,12,692,2,0,0,963,81,0,32,5,97,103,255,0,2247,47,0,0,294,0,691,0,365,0,0,0,0,640,244,34,0,1404,1,0,0,7,2,0,0,0,0,15,1186,1,24
2016,27,0,0,0,6,0,11,20,0,2,634,1,0,0,927,87,0,29,1,94,65,220,0,2175,60,0,0,206,0,822,0,335,0,0,0,0,535,345,31,0,1406,0,0,0,6,3,3,0,0,0,7,1116,0,25
2016,28,0,1,1,9,0,10,23,0,2,519,1,0,0,771,120,0,21,3,59,50,230,0,1693,33,0,0,118,0,913,0,263,0,0,0,0,528,478,31,0,1406,2,0,0,0,5,3,0,0,0,13,995,1,32
2016,29,0,1,6,9,0,9,7,0,2,577,6,0,0,590,175,0,31,7,41,47,196,0,1508,48,0,0,136,0,661,0,250,0,0,0,0,457,498,25,0,1564,0,0,0,12,7,2,0,0,0,41,945,4,42
2016,30,0,0,0,1,0,10,26,0,0,462,1,0,0,542,164,0,20,2,40,11,155,0,1046,12,0,0,118,0,575,0,215,0,0,0,0,420,745,21,0,1564,1,0,0,9,9,8,0,0,0,61,724,0,52
